symbol,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
SPA,spaincoin,SpainCoin,2.62425,0.000150483,17438.84691294033,17438.84691294033,14820.995916707612,220.29312934140148,231.11732024455083,190.03938326707703,190.1534750982027,2388.9881802923305,256704.8125,173002.5113518495,99014.80253018925,1579121.1871732303,513409.625,114354660.00357252,198029.6050603785,0,False,False,False,False,False,False,False,2014-03-15
SPC,spikesprivatecoin,SpikesPrivateCoin,0.112539,0.00166703,67.50868310708266,67.50868310708266,50.32149883741728,3.2788135392307742,9.373810882892748,2.2892562129447516,13.229945254528376,75.04304522692307,312.10611566666665,1526.5175407994352,4995.605920687024,11706.7150554,11235.820163999999,238136.7363647119,179841.81314473288,1,False,False,False,False,False,False,False,2015-08-04
HEEL,heelcoin,HeelCoin,0.000274194,4.21267e-06,65.08793710402192,65.08793710402192,12.746569229052772,2.466750594335123,3.6499937398071296,4.581970224703318,4.746500854635823,10.180987537499998,6.462991600000001,170131.30030161326,49338.80619432204,733.0311026999999,135.72282360000003,12249453.621716155,1036114.9300807628,1,False,False,False,False,False,False,False,2015-10-27
TAK,takcoin,TakCoin,0.00486027,1.77367e-06,2740.2335270935405,2740.2335270935405,1125.424615790729,64.16114710409255,120.46712932989614,68.89822482160305,76.1357265690547,1344.9456352587015,31298.776666666672,19065682.92520534,7690482.968630774,911873.1407053997,281688.99000000005,12926533023.28922,69214346.71767697,0,False,False,False,False,False,False,False,2014-02-27
PRIME,primechain,PrimeChain,0.0033165,0.000200744,16.521041724783807,2.243865144821147,1.541754992747964,2.186758843007642,8.107765903420562,2.799912940620297,1.4057926509634802,231.76485035652175,263.6960006210527,195664.52696944124,229693.96052337618,26652.957791,25051.120059000004,22501420.601485744,21820926.249720737,2,False,False,False,False,False,False,True,2015-09-14
XPM,primecoin,Primecoin,7.26715,0.0180376,402.8889652725418,402.8889652725418,114.84953078131471,11.957942363510805,15.067672599087649,24.17255746573013,24.17255746573013,35605.55060769233,0.0,118433.94152637625,0.0,32401051.053000018,0.0,107774886.78900239,0.0,10,False,False,True,False,True,True,False,2013-07-10
GP,goldpieces,GoldPieces,0.0849185,0.000917583,92.54585143796255,42.163473235254685,24.358260929428063,5.778957262094017,11.285266870492572,6.1783364764307365,5.03852575916985,232.03095984438215,317.26534593800005,16881.661155905746,23566.53343041033,82603.02170460005,63453.06918760001,6009871.371502445,4713306.686082066,1,False,False,False,False,False,False,True,2015-01-16
BTCS,bitcoin-scrypt,Bitcoin Scrypt,0.576584,4.3666e-05,13204.415334585261,13204.415334585261,1999.5075651175775,76.98771587935329,80.7597587710825,20.15579279937398,20.818850627195495,592.0462021747995,18861.487,20696.308913690867,89617.83598904885,391342.5396375425,75445.948,13680260.191949664,358471.3439561954,1,False,False,False,False,False,False,False,2014-03-17
IXC,ixcoin,Ixcoin,0.194543,0.00242451,80.24013099554136,38.28539041482744,3.481267939330169,5.7165769308278485,6.577102954676978,4.87148137899417,4.87148137899417,1074.4596668691672,0.0,26905.158549181557,0.0,1045449.2558636997,0.0,26178719.268353656,0.0,0,False,False,False,False,False,False,False,2013-05-08
MTLMC3,metal-music-coin,Metal Music Coin,0.000133427,3.79755e-06,35.1350212637095,26.705749781333378,10.522634069400631,4.2875179624330695,5.1091161067129525,3.2282174695020958,3.152844645680621,47.69162687751318,111.67017727272727,1153881.4710288302,2669429.4978241134,9013.717479849991,2456.7439,218083598.0244489,58727448.95213049,2,False,False,False,False,False,False,False,2015-07-02
NOBL,noblecoin,NobleCoin,0.0011282,8.33612e-06,135.33874272443296,135.33874272443296,87.37743769265323,17.93230793592618,18.265730121785733,11.593997147403474,11.689052181243786,1876.8518282639461,24627.5,19287550.738336455,24321378.280759126,1310042.5761282344,49255.0,13462710415.358845,48642756.56151825,1,False,False,True,False,False,False,False,2014-02-08
HZT,hazmatcoin,HazMatCoin,0.00450893,1.02297e-05,440.7685464871893,440.7685464871893,32.74839487522152,20.591143983830882,20.591143983830882,16.79305507048359,16.79305507048359,3.6805768520754727,253.57199999999997,13707.93730841919,56237.732677153996,975.3528658000002,253.57199999999997,3632603.3867310854,56237.732677153996,1,False,False,False,False,False,False,False,2015-04-17
XPY,paycoin2,PayCoin,13.1639,0.0115227,1142.4318953023162,1142.4318953023162,231.7110735992762,15.21993608427393,23.686051026418493,19.23561360394442,24.37196990601574,60755.01018346255,463583.07692307694,88777.63431754982,47957.261398116694,23512188.941000007,6026580.0,34356944.48089178,623444.398175517,5,False,False,False,False,False,False,True,2014-12-16
PIGGY,piggycoin,Piggycoin,0.000270145,1.14162e-05,23.663303025525135,23.663303025525135,8.012201668609324,7.2587331634860695,7.498974335099194,2.3544259801416354,2.849195567003392,232.53011556783704,19215.32,2026596.6249912179,85278096.15961163,132774.69598923496,57645.96,1157186672.8699853,255834288.47883487,3,False,False,True,False,False,False,False,2014-06-15
