symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
PRIVATEBET,Privatebet,1.27532,0.070652,18.0507275095,18.0507275095,9.28741525084,3.21089638227,3.27609029139,2.89254325467,2.94563101222,105.716716295,1519.023615,239.775252192,1194.7995882,48523.9727794,3038.04723,110056.840756,2389.59917639,1,False,False,False,False,False,False,False,2014-10-04,2014-10-04,2014-08-30,2014-10-04,66282,746327,0.0001698783,0.0001902306,52755.83,0.04796365,22.51975,jl777,1,566,7,285,366,329,37,0.02262928,0.00127749,0.001279193,0.0001029778,1.982731e-05,0.0001029832,1.982741e-05,1395034.0,3.0,0.0001113601,9.765891e-05,0.0003294047,0.0003111223,0.0
XPB,Pebblecoin,0.00265985,0.00045418,5.85637852834,5.29833710479,2.98128632947,2.47439777308,4.01829503389,2.56251625297,2.72334007731,10.1005336308,29.4221020286,9730.91775575,27933.6278137,2787.7472821,2265.5018562,2685733.30059,2150889.34165,1,False,False,True,False,False,False,False,2015-03-31,2015-03-31,2015-01-01,2015-03-31,72771,845448,0.0001596505,0.0001784071,57633.83,0.04734021,23.23585,XPB,1,74,1,89,75,75,0,0.01945946,0.001123507,0.001124364,9.013681e-05,1.374174e-05,9.01424e-05,1.374174e-05,0.0,4.0,1.619685e-05,1.375645e-05,4.327971e-05,4.052987e-05,1.0
BTA,Bata,0.00742408,0.000159103,46.6620993947,3.3833940217,2.58458110672,6.02666975903,11.2595144324,4.73360183685,2.14152895421,30.7925905157,18.1580010221,19633.3906728,18160.7578429,6866.747685,3286.598185,4378246.12004,3287097.16956,6,False,False,False,False,False,False,True,2015-05-29,2015-05-29,2015-04-28,2015-05-29,74385,874249,0.0001580027,0.000176598,58861.41,0.04761039,23.50606,pc888,1,262,4,453,121,82,39,0.04730327,0.001091731,0.001092652,8.579068e-05,1.786399e-05,8.579698e-05,1.786405e-05,325343.8,3.0,1.889324e-05,1.788376e-05,5.199551e-05,5.26331e-05,0.0
VPN,VPNCoin,0.00278932,0.000131602,21.1951186152,3.29288044992,1.81501821968,3.34295990832,4.87160764741,2.10996991288,1.78521966788,5365.38312071,1900.96430909,4058622.51581,2240464.79123,2199807.07949,458132.39849,1664035231.48,539952014.686,3,False,False,False,False,True,False,True,2014-11-23,2014-11-23,2014-07-22,2014-11-23,68650,779914,0.0001654877,0.0001850911,54551.26,0.04728023,22.72146,vpncoin,1,302,7,124,389,386,3,0.00591385,0.001236256,0.001237757,9.8551e-05,1.919103e-05,9.855856e-05,1.919112e-05,848948.3,4.0,7.586951e-05,0.0001046823,0.000230846,0.0003234052,0.0
ABC,Asset Backed Coin,0.268731,0.00260606,103.117733283,1.09188756521,1.09188756521,2.51874270377,20.6581963853,1.62557659105,1.05118468738,102181.749785,87615.3388944,618106.063248,571822.478726,23195257.2012,18924913.2012,140310076.357,123513655.405,1,False,False,False,False,False,False,False,2015-05-24,2015-05-24,2015-05-20,2015-05-24,74219,872101,0.000158138,0.0001767479,58773.75,0.04758216,23.4895,ybcoin,1,32,5,666,48,43,5,0.0212766,0.001091643,0.001092518,8.60863e-05,1.788824e-05,8.609082e-05,1.78883e-05,93247.31,3.0,1.312172e-05,1.10379e-05,3.047268e-05,2.837784e-05,1.0
HUGE,BigCoin,0.000338544,1.87417e-05,18.0636761873,18.0636761873,15.5005311161,6.44054408496,6.96044109471,1.91057213132,2.35404934213,472.196766825,10241.67,2664841.15269,37542282.8353,29748.39631,20483.34,167884992.619,75084565.6705,2,False,False,True,False,False,False,False,2015-04-24,2015-04-24,2015-01-25,2015-04-24,73441,856992,0.0001588911,0.0001775515,58155.33,0.04750452,23.33824,hardforkcoin,1,417,23,266,165,164,1,0.01256467,0.001112436,0.001113737,8.8339e-05,1.805964e-05,8.834528e-05,1.805971e-05,217454.6,3.0,2.80851e-05,2.834312e-05,8.448896e-05,9.026964e-05,0.0
DCYP,DarkCypher,0.00141625,7.17464e-06,197.396663805,197.396663805,16.4594490312,5.86588394037,7.01481351404,8.58412078064,10.4201779711,34.6312500613,272.86975,209905.619284,236518.97542,2597.3437546,545.7395,15742921.4463,473037.950839,1,False,False,False,False,False,False,False,2015-10-24,2015-10-24,2015-10-06,2015-10-24,78193,943732,0.0001543522,0.0001728821,61580.12,0.04925098,24.13853,Atomictie,1,42,1,20,47,43,4,0.07777778,0.00105238,0.001053291,8.055198e-05,1.710962e-05,8.055588e-05,1.710969e-05,159412.3,4.0,9.751662e-06,8.611678e-06,3.348858e-05,3.213315e-05,0.0
BANX,BanxShares,3.07635,0.236332,13.0170692077,1.77124416322,1.32366228938,1.985919761,10.1858069181,2.19869159024,1.42318239447,7493.48964388,8324.60551561,5355.65610596,6034.94679701,3476979.19476,3338166.81176,2485024.43317,2420013.6656,1,False,False,False,False,False,False,False,2014-09-30,2014-09-30,2014-10-06,2014-09-30,66061,743095,0.0001702762,0.0001906893,52589.47,0.04801983,22.49724,MarkLyford,1,19,4,505,71,64,7,0.0527163,0.001281792,0.001284024,0.0001034323,1.988799e-05,0.0001034392,1.988812e-05,101095.2,3.0,6.448246e-05,5.409233e-05,9.615864e-05,8.532173e-05,0.0
NEOS,NeosCoin,0.138208,0.000682908,202.381579949,202.381579949,172.949163147,10.9656091337,12.1418632433,7.52137796894,9.5916450249,1192.13306986,24056.2728571,64876.7322275,268737.762302,594874.40186,168393.91,32373489.3815,1881164.33611,3,False,False,True,False,False,False,True,2014-08-25,2014-08-25,2014-08-18,2014-08-25,63600,709757,0.000175467,0.0001967924,50597.45,0.04867828,22.3194,twoturtles,1,172,3,208,227,223,4,0.005223968,0.001364298,0.001365566,0.0001086702,2.066125e-05,0.0001086776,2.066132e-05,285934.1,4.0,6.398552e-05,5.793426e-05,0.0002077612,0.0002026067,0.0
STV,Sativacoin,0.00298386,6.05549e-05,49.2752857325,6.18241038296,3.22278782066,8.33383297237,21.9823608674,9.92233079626,3.92272379853,29.6596508259,24.3439500622,98628.2422084,97870.5427756,13168.8849667,9786.267925,43790939.5405,39343958.1958,4,False,False,False,False,False,False,True,2014-10-20,2014-10-20,2014-09-21,2014-10-20,67096,757576,0.0001682802,0.0001883993,53361.87,0.04779559,22.58185,sativacoin,1,38,1,29,102,101,1,0.01128713,0.001267083,0.001268236,0.0001020047,1.960253e-05,0.0001020098,1.960261e-05,16666.22,4.0,2.492003e-05,2.219405e-05,8.034086e-05,7.720079e-05,0.0
ZRC,ZiftrCOIN,0.187623,0.00198333,94.5999909244,94.5999909244,94.5999909244,6.76132884328,6.90954948702,6.20981102487,6.53616744556,582.025595275,8091.09,19263.4642784,43692.2684585,179845.90894,16182.18,5952410.46201,87384.536917,1,False,False,False,False,False,False,False,2015-03-03,2015-03-03,2015-03-18,2015-03-03,71992,831724,0.0001604762,0.0001793658,57067.63,0.04725993,23.10601,gnargnar,1,105,0,302,51,0,51,0.08235294,0.001132482,0.001133563,1.389043e-05,1.838861e-05,1.389043e-05,1.838866e-05,0.0,inf,8.679215e-07,7.946156e-07,3.338253e-06,3.287834e-06,0.0
RZR,Razor,1.3342,0.00129748,1028.30101427,1028.30101427,629.209032088,22.293430211,23.098505398,5.05082743042,5.50034555005,8984.26851416,448398.0,34011.3849899,372117.440298,5067127.44198,896796.0,19182421.1343,744234.880595,0,False,False,False,False,False,False,False,2014-06-21,2014-06-21,2014-06-08,2014-06-21,57916,627728,0.0001871433,0.0002109698,46026.39,0.05062087,21.67719,RazorTech,1,39,1,13,164,164,0,0.00770612,0.001517533,0.001519067,0.0001234859,1.726639e-05,0.000123495,1.726639e-05,0.0,3.0,9.26293e-05,8.248396e-05,0.0002681065,0.0002558789,1.0
STR,StarCoin,0.00397713,1.07715e-05,369.227127141,369.227127141,184.185225836,59.7807818916,59.7807818916,34.2561569034,34.2561569034,73.7871958574,9893.03,635550.197946,2487479.66498,51872.3986877,9893.03,446791789.156,2487479.66498,0,False,False,False,False,False,False,False,2014-02-02,2014-02-02,2013-07-19,2014-02-02,35510,407983,0.0003235495,0.0003747679,27017.27,0.06250931,22.97848,nzdude,1,79,12,238,220,193,27,0.06460699,0.002900565,0.002910042,0.0002983441,3.826501e-05,0.0002984188,3.826534e-05,408427.8,3.0,0.0001856197,0.0001604295,0.0004973291,0.0004580105,0.0
CZC,CzechCrownCoin,0.0884614,0.000519052,170.428781702,170.428781702,3.01158519356,6.70263994241,7.5785164561,3.23649865918,3.8775289929,381.920541451,3912.2508,13973.1602746,96084.0815485,150858.613873,58683.762,5519398.30847,1441261.22323,2,False,False,False,False,False,False,False,2014-10-20,2014-10-20,2014-05-05,2014-10-20,67096,757576,0.0001682802,0.0001883993,53361.87,0.04779559,22.58185,czechcoin,1,12,2,170,157,154,3,0.01216724,0.001267514,0.001268987,0.0001020092,1.96026e-05,0.0001020158,1.960267e-05,89220.55,4.0,3.428045e-05,3.029631e-05,9.592187e-05,9.122746e-05,1.0
ABY,ArtByte,0.000786503,6.35199e-05,12.3819936744,12.3819936744,10.1522771219,5.28690991116,8.09960963494,5.77892658837,7.00857757409,182.293892509,256.359734,1339426.57856,932618.356168,104636.6943,32044.96675,768830856.093,116577294.521,2,False,False,True,False,False,False,True,2014-06-12,2014-06-12,2014-03-06,2014-06-12,57185,615565,0.000188239,0.0002123348,45459.94,0.05090775,21.5289,First.Bitcoins,1,181,39,124,91,64,27,0.03498468,0.001550492,0.001552926,0.0001253408,2.295656e-05,0.000125353,2.295667e-05,116052.7,4.0,1.497746e-05,1.34407e-05,4.593441e-05,4.403336e-05,0.0
EXCL,ExclusiveCoin,0.00762839,0.000624025,12.224494211,12.224494211,10.4877488788,3.96968502529,5.66646570566,2.31943759806,3.42252224855,721.875893082,3001.01355147,219488.789581,618992.666719,334950.41439,204068.9215,101842798.365,42091501.3369,1,False,False,False,False,False,False,True,2014-09-30,2014-09-30,2014-09-06,2014-09-30,66061,743095,0.0001702762,0.0001906893,52589.47,0.04801983,22.49724,kingscrown,1,688,29,259,424,249,175,0.03005477,0.001282652,0.001284067,0.0001034353,1.988807e-05,0.0001034421,1.988815e-05,1885178.0,3.0,9.937194e-05,9.126051e-05,0.0002596715,0.0002552667,0.0
XPD,PetroDollar,0.00501889,2.60497e-05,192.66594241,192.66594241,129.640181846,15.72309169,15.9053884198,14.4091756294,14.3577306917,33.2814637315,48.5598133333,95550.700675,171682.713777,21033.8850783,291.35888,60388042.8266,1030096.28266,1,False,False,False,False,False,False,False,2014-04-15,2014-04-15,2014-02-18,2014-04-15,49171,529349,0.0002189394,0.0002489935,38408.79,0.05469477,21.53094,coinweaver,1,34,3,60,69,69,0,0.01236147,0.001703462,0.001705745,0.0001675005,2.033719e-05,0.0001675198,2.033719e-05,0.0,4.0,4.25703e-05,3.846609e-05,0.0001284136,0.0001249907,0.0
CACH,CacheCoin,4.80571,0.000224329,21422.5980591,21422.5980591,3636.58446148,18.2179813686,26.0860656953,89.672653758,111.092405067,1269.57633346,10753.2838889,23689.7938015,3181.03709673,876007.670087,193559.11,16345957.723,57258.6677412,0,False,False,False,False,False,False,False,2014-02-15,2014-02-15,2014-01-05,2014-02-15,39231,433410,0.0002816049,0.0003247749,30215.95,0.06021376,22.09528,kalgecin,1,296,6,282,109,88,21,0.05059746,0.002364653,0.002369841,0.0002548407,3.422831e-05,0.0002548817,3.422858e-05,240168.1,3.0,0.0001061278,9.813004e-05,0.0002787876,0.0002737905,0.0
ORO,ORObit,0.0922159,5.87389e-06,15699.2895679,849.031883844,643.067642957,40.4128190277,107.8845454,23.0538188412,98.571935101,12.7831888703,19.0124391717,3195.77557047,3772.45228036,6263.76254646,5893.85614324,1565930.02953,1169460.20691,0,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-26,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,deeppurple72,1,317,55,242,103,48,55,0.04831683,0.002115023,0.002119046,0.0002268433,3.198822e-05,0.0002268754,3.198838e-05,195155.8,4.0,2.019454e-05,1.963729e-05,6.953095e-05,7.180502e-05,0.0
FIC,Full Integrity Coin,1.82178e-05,2.22413e-07,81.9097804535,81.9097804535,81.6725619679,4.95759615446,16.1599007383,4.27658270651,3.989332824,7.06002917638,8.62085632585,1657324.08322,1821523.41808,1277.86528092,1043.12361543,299975659.062,220404333.587,3,False,False,False,False,False,False,False,2015-07-09,2015-07-09,2014-10-28,2015-07-09,75428,894684,0.000157255,0.0001757836,59619.0,0.0479449,23.72286,fullintegrity,1,43,4,392,41,32,9,0.04146341,0.001085642,0.001086451,8.367954e-05,1.765391e-05,8.368368e-05,1.765398e-05,69999.47,4.0,6.554467e-06,5.815192e-06,2.132163e-05,2.050091e-05,0.0
PND,Pandacoin,5.14043e-05,3.34901e-07,153.491031678,153.491031678,35.4348680265,5.59630505334,8.96195123434,5.00211041873,4.59754020885,1416.21662027,2435.79237111,137810881.803,247750043.366,961611.085166,548053.2835,93573588744.0,55743759757.3,6,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-14,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,slaithe,1,42,1,331,222,217,5,0.00608803,0.002114657,0.002117599,0.0002268595,3.198812e-05,0.0002268913,3.198833e-05,503165.1,3.0,0.0001158647,0.0001013586,0.000361913,0.0003351069,0.0
GB,GreenBacks,0.0138381,9.15669e-05,151.125570485,151.125570485,94.2438007805,14.7632660482,16.3520649128,2.2703719525,3.00203675009,1692.54523083,106482.44,277690.378043,11449484.1031,846272.615413,532412.2,138845189.022,57247420.5157,0,False,False,False,False,False,False,False,2014-08-23,2014-08-23,2014-08-15,2014-08-23,63441,707573,0.000175805,0.0001971766,50469.65,0.04870465,22.30649,GreenBacksTeam,1,150,2,32,113,82,31,0.03255373,0.001362535,0.001364469,0.0001090476,2.071272e-05,0.0001090552,2.071284e-05,353092.2,3.0,1.229723e-05,1.088723e-05,3.779241e-05,3.621232e-05,0.0
XXX,XxXcoin,0.00604993,6.49394e-05,93.162702458,93.162702458,26.4320666183,8.25120292904,8.55758906759,2.8116245714,3.00899492635,741.324386901,15462.97,344520.657527,3818184.61869,409211.061569,92777.82,190175402.955,22909107.7122,0,False,False,False,False,False,False,False,2014-07-03,2014-07-03,2014-06-25,2014-07-03,59142,643555,0.0001839898,0.0002071763,47098.1,0.05008947,21.76304,XXX_Coindev,1,2,1,8,159,158,1,0.009871825,0.001466356,0.00146782,0.0001180763,1.690874e-05,0.0001180855,1.690874e-05,276.8333,3.0,7.261421e-05,6.442245e-05,0.0002323157,0.00022255,0.0
XQN,Quotient,0.0247092,6.99121e-05,353.432381519,353.432381519,71.7233612089,11.1464788365,11.1464788365,13.8179909831,13.8179909831,245.032772858,1101.68,137028.339482,44585.8222848,100218.404099,1101.68,56044590.8479,44585.8222848,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2014-11-11,2014-11-23,68650,779914,0.0001654877,0.0001850911,54551.26,0.04728023,22.72146,CedricQuotient,1,78,2,12,103,103,0,0.01922711,0.001235965,0.001237699,9.877292e-05,1.456664e-05,9.878245e-05,1.456664e-05,0.0,4.0,4.798629e-05,4.508782e-05,0.000154287,0.0001563137,0.0
MIN,Mineralscoin,0.046223,0.000102533,450.810958423,450.810958423,93.0714400773,22.860289665,27.4544392961,3.96558830505,4.58742545775,3969.61073009,90867.7946154,340562.964041,3352983.35467,2238860.45177,1181281.33,192077511.719,43588783.6107,0,False,False,False,False,False,False,False,2014-06-21,2014-06-21,2014-06-05,2014-06-21,57916,627728,0.0001871433,0.0002109698,46026.39,0.05062087,21.67719,Minerals,1,102,1,25,247,244,3,0.0068793,0.001517552,0.001519043,0.0001233334,2.267946e-05,0.0001233431,2.267955e-05,182366.3,4.0,4.561628e-05,4.027326e-05,0.0001559015,0.0001486304,0.0
LIT,Lightcoin,0.0149227,5.49826e-06,2714.07681703,2714.07681703,406.217929698,40.8164448328,48.376740284,19.2518444057,21.0551513794,107.115416146,1216.68285714,138190.094627,163169.300153,49915.7839241,8516.78,64396584.0964,1142185.10107,0,False,False,False,False,False,False,False,2014-07-05,2014-07-05,2014-06-12,2014-07-05,59345,646190,0.0001834814,0.0002065658,47263.76,0.05000232,21.7774,Lightcoinproject,1,34,1,23,102,102,0,0.01184236,0.0014705,0.001472027,0.0001169819,1.685062e-05,0.0001169908,1.685062e-05,0.0,4.0,1.641609e-05,1.430004e-05,5.194286e-05,4.882722e-05,0.0
GHC,GamerholicCoin,0.0861274,0.00059053,145.847628402,145.847628402,64.3452469892,9.86929306085,12.8122384008,9.46372738849,9.88653870908,286.265556209,306.148618759,31455.0211045,21593.2881031,129964.562519,17756.619888,14280579.5815,1252410.70998,1,False,False,False,False,False,False,True,2014-10-10,2014-10-10,2014-09-25,2014-10-10,66568,750414,0.000169344,0.0001896436,52969.03,0.04792577,22.54579,coinweaver,1,154,5,238,328,319,9,0.01166588,0.001272498,0.00127406,0.0001024705,1.974935e-05,0.0001024786,1.974943e-05,975513.2,3.0,0.0001504089,0.0001395191,0.0004396127,0.0004384172,0.0
XUP,UPcoin,0.0119571,1.75684e-05,680.602672981,680.602672981,680.602672981,8.77884261125,8.77884261125,4.57322680448,4.57322680448,52.3062601831,846.498,20005.5524426,70794.5906616,3713.744473,846.498,1420394.22343,70794.5906616,1,False,False,False,False,False,False,False,2015-09-22,2015-09-22,2015-09-16,2015-09-22,77459,931427,0.0001552405,0.0001737694,61049.65,0.0489662,24.04955,TheTerminator,1,51,1,36,43,31,12,0.1138211,0.00105923,0.001060083,8.081293e-05,1.726174e-05,8.081808e-05,1.72618e-05,21083.43,4.0,5.510739e-06,4.754843e-06,1.652911e-05,1.558626e-05,0.0
ZNY,Bitzeny,0.000506681,4.95699e-05,10.2215457364,10.2215457364,7.85142933294,2.98533709919,3.95625923133,3.17611869485,3.66400020726,69.6066591209,113.655490417,436327.810437,301029.737243,12668.41196,2727.73177,79411661.4996,7224713.69384,1,False,False,False,False,False,False,False,2015-07-09,2015-07-09,2014-11-07,2015-07-09,75428,894684,0.000157255,0.0001757836,59619.0,0.0479449,23.72286,bitzeny,1,2,1,244,43,43,0,0.01328904,0.001085589,0.001086435,8.371452e-05,1.325768e-05,8.371884e-05,1.325768e-05,0.0,4.0,5.785607e-06,5.116388e-06,2.023311e-05,1.945792e-05,0.0
GAP,Gapcoin,0.0979505,0.000249769,392.164359869,392.164359869,126.435705932,25.3850847957,26.7139804745,29.7783004948,30.227800115,78.1496358288,1272.513,23758.5651862,13556.3746916,33682.4930422,2545.026,10239941.5952,27112.7493831,1,False,False,True,False,False,False,False,2014-11-01,2014-11-01,2014-06-11,2014-11-01,67720,766353,0.0001671071,0.0001870205,53842.67,0.04760247,22.63299,j0nn9,1,68,2,143,103,103,0,0.009899105,0.001251506,0.00125297,0.0001006111,1.476669e-05,0.0001006195,1.476669e-05,0.0,3.0,2.510738e-05,2.130578e-05,5.715875e-05,5.339586e-05,0.0
AMBER,AmberCoin,0.0475224,0.00367126,12.9444386941,2.6703078116,1.93105129705,1.96957247248,21.773912048,2.25575704452,1.57451478824,730.267501493,744.040671246,34663.7808881,35835.0561843,244639.613,232884.7301,11612366.5975,11216372.5857,6,False,False,False,False,False,False,False,2015-02-06,2015-02-06,2014-08-17,2015-02-06,71245,818883,0.0001613292,0.0001802837,56490.39,0.04712313,22.9878,amber_gold,1,30,1,173,46,46,0,0.02125604,0.00115195,0.001152906,9.301936e-05,1.403607e-05,9.302307e-05,1.403607e-05,0.0,4.0,5.683874e-06,4.935254e-06,1.624554e-05,1.53198e-05,0.0
PRC,ProsperCoin,0.142635,0.000106258,1342.34598807,1342.34598807,566.880221291,21.4399811131,23.7966280877,29.628179935,30.8715389192,51.9363452476,529.3512,10788.2313749,4593.20705648,35368.6511136,2117.4048,7346785.56631,18372.8282259,1,False,False,True,False,False,False,False,2014-02-20,2014-02-20,2014-01-29,2014-02-20,40469,442091,0.0002699397,0.0003108739,31302.01,0.05944174,21.84838,inmean,1,76,4,22,74,65,9,0.01184746,0.002272164,0.002276131,0.0002404226,3.305378e-05,0.0002404624,3.305398e-05,33014.33,4.0,2.803544e-05,2.439967e-05,9.711751e-05,9.119505e-05,0.0
MEOW,Kittehcoin,0.000795002,1.64077e-07,4845.29824412,4845.29824412,1640.16347953,41.3665012671,43.7338935625,12.9339256722,13.6359480769,6732.97717083,244970.0,109539128.556,560616520.789,4793879.74563,979880.0,77991859531.9,2242466083.15,0,False,False,False,False,False,False,False,2014-01-24,2014-01-24,2013-12-24,2014-01-24,32207,383287,0.0003695077,0.0004287031,24140.48,0.0649919,23.80147,lonestar108,1,26,2,71,236,234,2,0.03469722,0.003368971,0.003376564,0.0003187806,4.297055e-05,0.0003188413,4.297102e-05,76723.87,3.0,0.000176262,0.0001508848,0.0005139825,0.0004780029,0.0
PRT,Particle,0.00414628,1.08947e-05,380.577712099,380.577712099,192.674585029,14.0675312911,14.1885073134,5.5458338953,5.56391554183,1213.6355136,21635.465,1623291.4728,6752904.05313,867749.392222,43270.93,1160653403.05,13505808.1063,1,False,False,False,False,False,True,False,2014-01-22,2014-01-22,2013-12-31,2014-01-22,31181,376360,0.0003871002,0.0004491127,23216.61,0.0658478,24.14034,moonmoon,1,44,6,22,247,247,0,0.02109871,0.003585465,0.003594765,0.0003353439,3.207081e-05,0.0003354163,3.207081e-05,0.0,4.0,0.0001350788,0.0001127473,0.000440013,0.0003996784,0.0
CHA,Chancecoin,1.16316,6.19116e-06,187874.324036,187874.324036,21.3506121625,4.65110352299,4.71756093898,4.70973413856,4.80430379893,145.372128504,3228.725,588.624158679,3254.47162248,86787.1607167,6457.45,351408.622731,6508.94324495,1,False,False,True,False,False,False,False,2014-05-20,2014-05-20,2014-03-23,2014-05-20,54613,583490,0.0001956327,0.0002212005,43289.06,0.05215436,21.36817,magician,1,35,1,58,190,190,0,0.003285993,0.001584661,0.001586255,0.0001339904,1.831066e-05,0.0001340008,1.831066e-05,0.0,3.0,9.642704e-05,8.634724e-05,0.0002532807,0.0002428735,0.0
CHC,ChainCoin,0.00058981,1.72656e-05,34.1609906403,34.1609906403,17.1553642326,4.64968300609,5.94675515305,6.07933750808,6.72435962583,0.990644216207,1.83304606923,10210.8484779,5956.53888285,172.37209362,23.8295989,1776687.63515,77435.005477,1,False,False,False,False,False,False,False,2015-07-16,2015-07-16,2014-01-19,2015-07-16,75599,898031,0.00015713,0.0001756482,59711.93,0.04803657,23.75775,Rolihlahla,1,44,1,571,178,172,6,0.02015922,0.001083535,0.00108429,8.360503e-05,1.762809e-05,8.360908e-05,1.762816e-05,375382.4,3.0,5.636962e-05,4.918887e-05,0.000174879,0.0001651154,1.0
