symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
$$$,Money,0.000113523,1.32597e-05,8.56150591642,5.36980275294,2.39881583785,2.21791467064,3.72083038008,2.09624507671,1.75979370518,74.5540194661,169.995955263,1376668.13117,3284192.50834,4175.0250901,3229.92315,77093415.3453,62399657.6585,1,False,False,False,False,False,False,False,2015-11-12,2015-11-12,2014-11-18,2015-11-12,78628,951951,0.0001539785,0.0001725468,61910.7,0.0495643,24.21405,moneyfoundation,1,29,2,360,65,65,0,0.03509615,0.001039332,0.001040598,8.036491e-05,1.271812e-05,8.037073e-05,1.271812e-05,0.0,4.0,1.473316e-05,1.429268e-05,4.521034e-05,4.65986e-05,0.0
AXR,Axron,0.0303334,0.000359515,84.3731137783,84.3731137783,30.6719570621,15.3349498849,16.44970534,12.5225934561,13.5006905132,268.436889779,6885.2175,110819.296199,294072.777435,133413.13422,27540.87,55077190.211,1176291.10974,0,False,False,False,False,False,False,False,2014-08-27,2014-08-27,2014-08-14,2014-08-27,63814,712175,0.0001748859,0.0001961164,50788.37,0.04862519,22.32034,Project Axron,1,118,1,13,150,148,2,0.0098434,0.001360434,0.001361715,0.0001078016,2.058683e-05,0.0001078076,2.058693e-05,198604.2,4.0,2.886247e-05,2.572243e-05,9.803815e-05,9.467656e-05,0.0
EXE,Execoin,0.130413,9.7365e-05,1339.42381759,1339.42381759,1258.24191728,26.7198657588,28.708543222,14.2087003021,14.6825161487,858.361526491,10949.554,93519.8306977,126805.702249,572527.13817,54747.77,62377727.0754,634028.511246,1,False,False,True,False,False,False,False,2014-03-10,2014-03-10,2014-02-27,2014-03-10,44068,475553,0.0002448794,0.0002803448,34259.98,0.05739759,21.58269,execoin,1,60,1,11,174,174,0,0.007574248,0.001893978,0.001896524,0.0002047466,2.26922e-05,0.0002047721,2.26922e-05,0.0,3.0,8.715501e-05,7.649887e-05,0.000294617,0.000279955,0.0
EXC,Extremecoin,0.261848,0.00236959,110.503504826,110.503504826,26.7556587348,7.67965398636,7.67965398636,7.74596228832,7.74596228832,87.8492499759,53.8428,2598.74804226,205.626164798,63339.3092326,53.8428,1873697.33847,205.626164798,2,False,False,False,False,False,True,False,2014-01-16,2014-01-16,2013-08-17,2014-01-16,29498,356640,0.0004098688,0.0004752176,21825.13,0.06837377,24.18062,CaptChadd,1,883,40,560,404,328,76,0.07612923,0.003794122,0.00381052,0.0003578279,4.756579e-05,0.0003579484,4.756632e-05,369361.7,3.0,0.0004322292,0.0004325108,0.0009787975,0.00102349,0.0
CKC,Checkcoin,0.0105487,0.000104927,100.533704385,100.533704385,71.8414797763,8.10469608129,9.22164259051,2.97847814702,4.994009251,830.095810201,17870.3545,234381.699225,3310291.27833,393465.414035,285925.672,111096925.433,52964660.4533,1,False,False,False,False,False,False,False,2014-09-19,2014-09-19,2014-07-29,2014-09-19,65375,734199,0.000171787,0.0001924246,52021.99,0.04820519,22.46115,BitsendInc,1,74,1,52,144,143,1,0.008449883,0.001312297,0.001313473,0.0001051392,1.52966e-05,0.0001051453,1.52966e-05,1358.75,4.0,2.653197e-05,2.312585e-05,8.540929e-05,8.042526e-05,0.0
MUSE,MUSE,0.0015968,0.000474639,3.36424103371,3.36424103371,1.70097448112,1.62004737989,1.94114643694,1.68860811159,1.80269657393,1051.57377294,1791.55529412,1112034.06996,1424049.87723,257635.574369,60912.88,272448347.14,48417695.8259,3,False,False,False,False,False,False,False,2015-05-06,2015-05-07,2015-10-23,2015-05-07,73854,864203,0.0001584411,0.0001770499,58464.51,0.04746623,23.40301,StanLarimer,1,398,1,258,58,35,23,0.2089448,0.001102442,0.00110398,8.725977e-05,1.797283e-05,8.726478e-05,1.797293e-05,85939.22,3.0,1.538746e-05,1.261689e-05,3.213255e-05,2.830644e-05,0.0
SWARM,Swarm,0.0998522,0.000913221,109.340674382,109.340674382,46.4934859335,8.71673387784,11.8988552842,8.85596173936,9.71543268205,289.247823722,574.759565316,25653.5926107,40752.8354122,138260.459739,45406.00566,12262417.2679,3219473.99757,3,False,False,True,False,False,False,False,2014-09-16,2014-09-16,2014-06-24,2014-09-16,65185,731290,0.0001721053,0.0001928139,51860.38,0.04825174,22.43737,fractastical,1,143,1,234,87,81,6,0.0163058,0.001320921,0.001322178,0.0001057295,2.016098e-05,0.0001057372,2.01611e-05,231023.5,3.0,5.994788e-05,5.282617e-05,0.0001490742,0.0001401959,0.0
HBN,HoboNickels,0.237279,0.0047412,50.0461908378,50.0461908378,39.4637576548,6.63204391488,11.7272661662,4.82609486741,8.92605693502,950.658022078,3346.97945802,19335.7431589,29296.4396745,711092.200514,438454.309,14463135.8829,3837833.59736,1,False,False,False,False,False,False,False,2013-12-20,2013-12-20,2013-07-24,2013-12-20,22695,272004,0.0005280985,0.0006127889,16481.8,0.07942618,23.97039,thundertoe,1,218,35,927,568,532,36,0.03174512,0.004793176,0.004818473,0.0005005752,6.2958e-05,0.0005008191,6.295888e-05,268696.1,3.0,0.0004380734,0.0004484807,0.001038677,0.001160369,0.0
WS,Woodshares,0.00855912,0.00325235,2.63167248297,2.63167248297,2.38992776427,1.59531663452,1.69592638606,1.46848001667,1.46878080262,6.83496137386,21.933237,1172.66777335,2941.10341996,1284.97273828,219.33237,220461.541389,29411.0341996,1,False,False,False,False,False,False,False,2015-07-02,2015-07-02,2015-04-12,2015-07-02,75245,891638,0.0001574829,0.0001760176,59479.93,0.04786778,23.69959,KrLos,1,227,7,866,130,34,96,0.1192175,0.001082472,0.001083722,8.404632e-05,1.769271e-05,8.405138e-05,1.769279e-05,35329.58,3.0,1.897433e-05,1.605992e-05,2.551926e-05,2.35036e-05,0.0
EXP,Expanse,0.343906,0.00663826,51.8066481277,51.8066481277,12.6098068046,7.68519691798,8.13375710969,6.72678336547,6.81537925166,3127.47378614,22909.095,61173.223615,81363.229151,356532.01162,45818.19,6973747.49211,162726.458302,4,False,False,True,False,False,False,True,2015-09-15,2015-09-15,2015-08-10,2015-09-15,77285,928689,0.0001554819,0.000174014,60913.41,0.04889379,24.03284,CryptoClub,1,713,3,556,252,106,146,0.05024814,0.001059593,0.001060659,8.099754e-05,1.73003e-05,8.100107e-05,1.730037e-05,317852.5,4.0,1.746566e-05,1.496749e-05,4.940384e-05,4.578885e-05,0.0
LQD,LIQUID,11.092,0.332339,33.3755592934,33.3755592934,24.4935994683,4.87412351774,11.4510705941,8.86109894838,14.2615368815,294.247496151,352.613612259,235.066370241,165.857732808,98572.9112106,58886.4732472,78747.2340306,27698.2413789,2,False,False,True,False,False,False,False,2015-02-06,2015-02-06,2015-02-07,2015-02-06,71245,818883,0.0001613292,0.0001802837,56490.39,0.04712313,22.9878,Geenstijl,1,214,10,432,218,135,83,0.04255597,0.001152425,0.001153783,9.300685e-05,1.856338e-05,9.301265e-05,1.856348e-05,174640.2,3.0,3.858439e-05,3.370612e-05,8.043882e-05,7.5973e-05,0.0
PAK,Pakcoin,0.00090446,2.3687e-06,381.838139064,11.0316009275,2.10525090719,4.98432211486,5.83508090979,4.46162540286,2.90616517417,6.06943538398,4.9175618773,29940.0162419,33089.2611212,685.84619839,309.80639827,3383221.83534,2084623.45064,2,False,False,False,False,False,False,False,2015-09-15,2015-09-15,2015-06-22,2015-09-15,77285,928689,0.0001554819,0.000174014,60913.41,0.04889379,24.03284,drwatson84,1,54,1,85,27,27,0,0.03988604,0.00105885,0.001059926,8.10147e-05,1.293912e-05,8.102058e-05,1.293912e-05,0.0,4.0,6.053128e-06,5.378496e-06,1.996195e-05,1.917847e-05,0.0
BSTY,GlobalBoost-Y,0.0061003,0.000574405,10.6202069968,8.47867994835,6.10181935302,2.84542623355,20.551154307,4.01567823216,2.33434188413,888.248678807,983.022468889,584712.372216,654615.76468,409482.64093,398124.0999,269552403.592,265119384.695,4,False,False,False,False,False,False,True,2014-10-03,2014-10-03,2014-09-08,2014-10-03,66226,745443,0.0001699642,0.0001903255,52712.58,0.04796913,22.51209,GlobalBoost,1,231,3,161,216,210,6,0.009737014,0.001280467,0.001282444,0.000103101,1.984301e-05,0.0001031068,1.984309e-05,580033.3,4.0,3.964904e-05,3.575397e-05,0.000137671,0.0001347073,1.0
ELP,ElephantCoin,0.000290273,1.01258e-05,28.6666732505,28.6666732505,8.30103264957,7.34783326255,8.39341279134,8.57861994284,8.91595529083,7.77054976547,7.30788818069,229647.928622,97890.1650191,3861.96323344,350.778632673,114135020.525,4698727.92092,0,False,False,False,False,False,False,False,2014-08-26,2014-08-26,2013-07-15,2014-08-26,63722,710890,0.0001750748,0.0001963364,50712.63,0.04865018,22.31223,thisnewcoin,1,596,10,468,321,214,107,0.1033871,0.001366511,0.001368783,0.0001080861,2.061666e-05,0.0001080965,2.061678e-05,797387.8,3.0,0.0001177928,0.0001230234,0.0002805619,0.0003060264,0.0
IBITS,iBits,6.2094,4.30816e-06,1441311.37191,1441311.37191,481098.964104,106.506132111,106.506132111,7116.60297181,7116.60297181,2805.10082292,205488.0,3214930.40433,33093.0524688,460036.534959,205488.0,527248586.31,33093.0524688,1,False,False,False,False,False,False,False,2015-07-27,2015-07-27,2015-07-13,2015-07-27,75895,903765,0.0001569023,0.0001754174,59915.89,0.04817042,23.81619,iBITS,1,1,1,14,33,33,0,0.02272727,0.001078251,0.001079345,8.308669e-05,1.31761e-05,8.309218e-05,1.31761e-05,0.0,4.0,4.870329e-06,4.359943e-06,1.657607e-05,1.600611e-05,0.0
TCO,TacoCoin,0.000856501,1.33087e-06,643.564735849,643.564735849,451.543364455,13.8305310266,18.9042397525,14.2864454713,17.3051990211,2.90589214876,10.4327421923,48470.3108679,111669.87608,1005.43868347,500.771625231,16770727.5603,5360154.05184,0,False,False,False,False,False,False,False,2014-07-21,2014-07-21,2014-06-14,2014-07-21,60694,666049,0.0001808068,0.0002033012,48356.67,0.04942543,21.94777,bassguitarman,1,30,3,67,82,68,14,0.03333333,0.001442963,0.001444485,0.0001132331,2.16181e-05,0.0001132411,2.161819e-05,165941.1,3.0,6.917106e-05,6.100049e-05,9.171589e-05,9.139713e-05,0.0
VNL,Vanillacoin,0.145691,0.00728041,20.0113729859,4.97660135541,3.83659872544,3.58274350662,5.59194019439,3.08481148298,2.43933800904,6065.14716156,4335.75523421,128421.354853,123466.310879,1862000.1786,659034.7956,39425355.94,18766879.2537,2,False,False,True,False,False,False,True,2015-03-05,2015-03-06,2015-03-05,2015-03-06,72075,833398,0.0001604291,0.0001793207,57130.39,0.04730347,23.12586,traumschiff,1,721,6,458,369,252,117,0.02648402,0.001134061,0.001135409,9.088364e-05,1.836902e-05,9.089072e-05,1.836908e-05,585992.0,3.0,3.973384e-05,3.900455e-05,9.424003e-05,9.686219e-05,0.0
RIN,Ringo,0.00170628,8.21034e-05,20.7820869781,20.7820869781,13.643581932,3.60569573581,3.65202525076,2.93754101129,3.08627276052,26.1369792692,758.957,44997.5669376,609610.027133,13565.0922407,1517.914,23353737.2406,1219220.05427,1,False,False,False,False,False,False,False,2014-08-02,2014-08-02,2014-05-23,2014-08-02,61706,682213,0.00017917,0.0002012712,49099.35,0.04911533,22.11172,homhomhom,1,91,1,147,58,55,3,0.02359347,0.001426369,0.001427867,0.0001122776,2.128801e-05,0.0001122853,2.12881e-05,29788.72,4.0,1.014164e-05,8.914333e-06,3.383335e-05,3.215077e-05,0.0
LTBC,LTBcoin,0.00140196,3.00065e-05,46.7218769267,46.7218769267,26.0954054396,6.91193586483,7.26167602966,6.91425924336,7.0141773934,117.471819803,334.5797,579353.630564,337075.437651,59323.2690004,2342.0579,292573583.435,2359528.06355,3,False,False,True,False,False,False,False,2014-08-20,2014-08-20,2014-07-27,2014-08-20,63146,704078,0.0001765749,0.0001980827,50189.5,0.0487741,22.3,crackerhead,1,143,1,201,45,16,29,0.07087486,0.001373622,0.001375174,0.0001104927,2.082311e-05,0.0001105018,2.082319e-05,13769.02,4.0,6.171654e-06,5.282236e-06,1.512891e-05,1.399454e-05,0.0
CLR,Copperlark,0.6392,0.000240911,2653.26199302,2653.26199302,1922.21523879,11.3317228652,13.685537555,35.3145536351,35.3145536351,636.129457013,0.0,35144.9121223,0.0,504450.659411,0.0,27869915.313,0.0,0,False,False,False,False,False,False,False,2013-11-03,2013-11-03,2013-06-06,2013-11-03,17297,221256,0.0007395261,0.0008718185,12049.62,0.09215457,25.58316,herveyc7helker,1,11,1,150,36,35,1,0.107563,0.008932486,0.008996531,0.0007106819,8.630423e-05,0.0007110692,8.630682e-05,7.166667,3.0,3.217628e-05,2.567993e-05,8.146919e-05,6.972254e-05,0.0
BITUSD,bitUSD,1.6002,0.755158,2.11902674672,1.61758908264,1.60066579375,1.53192559145,102.372337394,1.55647887959,1.60432764539,11175.2482354,11284.0799418,10869.9149185,10975.4419115,5263541.91886,5258381.25286,5119729.9266,5114555.93076,2,False,False,True,False,False,False,False,2014-09-23,2014-09-23,2014-08-22,2014-09-23,65625,737483,0.0001712432,0.0001917909,52223.53,0.04811731,22.47567,ChuckOne,1,641,16,243,284,189,95,0.06573982,0.00129911,0.001300849,0.0001043528,2.002666e-05,0.0001043632,2.002675e-05,486533.4,3.0,8.252261e-05,7.884893e-05,0.0001604052,0.0001652696,0.0
DCR,DeltaCredits,0.136408,0.0191998,7.10465734018,2.06788134938,2.06788134938,2.3443884453,20.1748184521,2.11037291195,1.08384027353,138.265417106,148.660383409,2139.1090766,2308.96057044,17421.4425554,17244.6044754,269527.743652,267839.426171,1,False,False,False,False,False,False,False,2015-08-29,2015-08-30,2015-08-18,2015-08-30,76803,921635,0.0001562437,0.0001748145,60536.11,0.04876464,23.99997,Gladimor,1,268,3,515,328,264,64,0.008686516,0.001070826,0.001071823,8.182581e-05,1.740355e-05,8.182998e-05,1.740363e-05,1691219.0,3.0,6.083207e-05,5.335166e-05,0.0001749271,0.0001666307,0.0
RIC,Riecoin,0.565379,0.00189868,297.77476984,297.77476984,62.9033406542,21.7130382747,22.1098398608,35.5675251297,35.7499600899,1685.37620177,15342.94,106025.622475,31520.1295978,1144370.441,30685.88,71991397.6607,63040.2591957,2,False,False,True,False,True,False,False,2014-02-27,2014-02-27,2013-09-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,gatra,1,115,5,243,296,263,33,0.01478134,0.002115027,0.002119318,0.0002268591,3.198823e-05,0.0002268918,3.198845e-05,711565.2,3.0,0.0001397486,0.0001324238,0.0003536415,0.0003555462,1.0
COV,Coven,0.702927,0.00869123,80.8777353723,80.8777353723,15.7952959735,8.30504651739,8.30504651739,4.60263754723,4.60263754723,246.424226417,5188.41,1613.54080446,7381.15053199,45834.9061136,5188.41,300118.589629,7381.15053199,1,False,False,False,False,False,False,False,2015-04-21,2015-04-21,2015-04-19,2015-04-21,73346,855414,0.0001590097,0.0001776858,58082.67,0.04750643,23.32544,CovenDev,1,17,2,2,50,50,0,0.01877551,0.001110862,0.00111204,8.855618e-05,1.363401e-05,8.856216e-05,1.363401e-05,0.0,4.0,1.261698e-05,1.275696e-05,3.767286e-05,4.07192e-05,0.0
FRAC,Fractalcoin,1.57273,0.00230126,683.421256181,683.421256181,180.732015629,60.2497703347,60.2497703347,11.0870455754,11.0870455754,843.248663918,25223.1,5944.52726677,16037.7814374,480651.738433,25223.1,3388380.54206,16037.7814374,0,False,False,False,False,False,False,False,2014-06-15,2014-06-15,2014-06-12,2014-06-15,57437,620110,0.0001879686,0.0002119676,45641.97,0.05078101,21.5927,Fractalcoin,1,1,1,3,87,87,0,0.01122694,0.001547706,0.001549273,0.0001248542,1.741038e-05,0.0001248614,1.741038e-05,0.0,4.0,2.4289e-05,2.276812e-05,8.125517e-05,8.157552e-05,1.0
HAM,HamRadioCoin,0.0259606,0.000512844,50.620851565,33.2540429756,14.6843447913,7.06545482165,7.10042681328,8.01193497199,7.87829262943,64.8061332581,71.578858,20000.4054394,23120.4811034,28320.2802338,715.78858,8740177.17702,231204.811034,3,False,False,False,False,False,False,False,2014-10-26,2014-10-26,2014-07-03,2014-10-26,67420,762128,0.0001676681,0.0001876746,53611.21,0.04770178,22.60837,hamhrc,1,43,1,115,30,29,1,0.01609195,0.001251149,0.001252402,0.0001013821,1.951338e-05,0.0001013876,1.951346e-05,49377.09,4.0,7.041404e-06,6.27829e-06,2.457595e-05,2.365604e-05,0.0
SONG,SongCoin,0.00247578,7.33351e-05,33.7598230588,33.7598230588,6.4658826479,3.57479017665,4.98389610496,5.91986802824,6.61975237379,50.8468312647,71.0828953571,121580.484026,39321.5971526,14745.5810667,1990.32107,35258340.3674,1101004.72027,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2014-09-30,2015-03-22,72534,841146,0.0001598778,0.0001786713,57464.86,0.04732637,23.19315,dynoman,1,148,1,180,67,66,1,0.01447309,0.00112223,0.001123134,9.019344e-05,1.826564e-05,9.019858e-05,1.82657e-05,114493.5,3.0,1.579447e-05,1.395878e-05,4.566337e-05,4.299351e-05,0.0
BOST,BoostCoin,0.0836463,0.00285535,29.2945873536,29.2945873536,1.95665232738,5.07702555346,5.07702555346,3.23028810981,3.23028810981,17538.6834866,300881.0,677316.279721,3597062.87068,10295207.2066,300881.0,397584656.196,3597062.87068,1,False,False,False,False,True,False,False,2014-05-30,2014-05-30,2014-05-09,2014-05-30,55852,597848,0.000191652,0.0002164696,44342.67,0.05158648,21.40829,mammix2,1,531,14,100,504,470,34,0.008416834,0.001562996,0.00156585,0.0001306523,2.352025e-05,0.0001306675,2.352035e-05,1414067.0,3.0,0.0001223287,0.0001121227,0.0003917603,0.0003853168,0.0
KNC,KhanCoin,0.120631,0.0062299,19.3632321546,2.91408790264,1.40195572539,1.44508652558,3.30974903975,1.30845884403,1.27924370531,744.995915082,105.986625767,8080.81250965,1398.37053059,75244.5874233,6677.1574233,816162.063475,88097.3434273,1,False,False,False,False,False,False,False,2015-09-28,2015-09-28,2015-08-22,2015-09-28,77615,933898,0.0001550273,0.000173547,61165.92,0.04902977,24.06488,k0er,1,19,1,189,25,18,7,0.08333333,0.001057919,0.001058964,8.072108e-05,1.722836e-05,8.072611e-05,1.722848e-05,3988.279,4.0,2.403794e-06,2.203987e-06,7.501191e-06,7.472939e-06,0.0
DASH,Dash,14.4222,0.213899,67.4252801556,13.3989241618,4.30581554694,4.52159443955,5.13330779877,3.3274278505,3.60174790807,251682.155809,774692.496514,58067.0226952,153788.458077,174164051.82,84441482.12,40182379.7051,16762941.9304,25,False,False,True,False,False,True,True,2014-02-14,2014-02-14,2014-01-18,2014-02-14,39003,431582,0.0002837052,0.000327315,30043.32,0.06035685,22.13071,eduffield,1,157,9,253,270,262,8,0.00894947,0.002381395,0.002388422,0.0002566672,3.442267e-05,0.0002567148,3.442291e-05,269058.6,3.0,0.0002900249,0.000238883,0.0003732754,0.0003490157,1.0
TRMB,TRMB,0.16184,0.152662,1.06011974165,1.06011974165,1.06011974165,1.02299837728,1.02299837728,1.03404581036,1.03404581036,144133.569956,8842.07,920913.952952,54634.6391498,32718320.38,8842.07,209047467.32,54634.6391498,1,False,False,False,False,False,False,False,2015-05-25,2015-05-25,2015-06-30,2015-05-25,74269,872271,0.000158138,0.0001767479,58773.75,0.04758216,23.4895,godda04,1,186,0,314,29,0,29,0.01970443,0.001091026,0.001092022,1.346457e-05,1.788852e-05,1.346457e-05,1.788859e-05,0.0,inf,8.481646e-07,7.762628e-07,3.256772e-06,3.206777e-06,0.0
BNB,BnB Coin,0.116479,0.00248065,46.9550319473,11.5020539558,2.44156992953,5.90201297461,16.6218699051,9.09218984131,6.43597075858,39.8501868432,63.5655069564,3110.65053778,5002.36182906,7651.2358739,7437.1643139,597244.903254,585276.334001,1,False,False,False,False,False,False,False,2015-06-08,2015-06-08,2015-06-03,2015-06-08,74647,879612,0.0001578579,0.0001764509,59059.94,0.0477384,23.56724,Bnbdevteam,1,12,1,5,64,64,0,0.03125,0.001085628,0.001086527,8.530052e-05,1.339639e-05,8.530632e-05,1.339639e-05,0.0,4.0,1.782551e-05,1.603484e-05,6.124715e-05,5.928908e-05,0.0
THC,HempCoin,0.00170082,1.35943e-05,125.112731071,125.112731071,35.9254041244,9.72931467607,23.023602969,7.7784787896,16.1411290327,165.080220434,595.482460268,754972.891444,918505.994682,92114.763002,66694.03555,421274873.426,102872671.404,1,False,False,False,False,False,False,True,2014-06-28,2014-06-28,2014-03-08,2014-06-28,58618,636853,0.0001853434,0.000208779,46636.89,0.05034615,21.72892,HempCoin,1,64,1,112,135,135,0,0.004090658,0.001490066,0.00149168,0.000120087,1.705961e-05,0.0001200983,1.705961e-05,0.0,4.0,3.486499e-05,3.048867e-05,0.0001231062,0.0001162737,0.0
PHO,Photon,6.43328e-06,8.06688e-08,79.7492958864,79.7492958864,62.0649468424,11.4497224628,12.414129982,9.97296099979,10.1683667745,5.8844587683,6.89542804615,9122170.61921,1254599.31238,3495.36850837,89.6405646,5418569347.81,16309791.0609,1,False,False,False,False,False,False,False,2014-05-23,2014-05-23,2014-02-21,2014-05-23,55031,588038,0.0001941738,0.0002194709,43635.95,0.05191981,21.37115,photon_coin,1,6,1,91,62,61,1,0.02432575,0.001577087,0.001578783,0.000133524,2.389895e-05,0.000133533,2.389908e-05,39603.33,4.0,4.635752e-05,4.090751e-05,0.0001092776,0.0001026157,0.0
BURST,Burst,0.00439658,3.66885e-05,119.835370757,119.835370757,45.4848107395,13.1089644725,13.6355319043,14.1602212505,14.3877434814,1858.57209907,13746.84,5985969.12436,4033319.42375,918134.61694,54987.36,2957068747.43,16133277.695,3,False,False,True,False,False,False,True,2014-08-30,2014-08-30,2014-08-10,2014-08-30,64019,715350,0.0001745423,0.0001957196,50940.34,0.04857122,22.34805,burstcoin,1,61,1,20,168,168,0,0.004776162,0.001360531,0.001361806,0.0001079542,1.562036e-05,0.0001079626,1.562036e-05,0.0,3.0,4.809731e-05,4.284322e-05,0.0001484252,0.0001440164,0.0
ZEIT,Zeitcoin,3.79528e-05,6.00838e-07,63.1664441996,63.1664441996,11.9396486636,6.85424819949,7.43870909208,2.7138517944,2.93078696689,1074.75395085,10994.3251778,76851324.225,454031679.003,707188.099658,296846.7798,50568171340.0,12258855333.1,5,False,False,False,False,False,False,False,2014-03-20,2014-03-20,2014-02-26,2014-03-20,45813,492449,0.0002346301,0.000267864,35677.41,0.05656163,21.49822,ZEITCOIN,1,182,2,34,425,424,1,0.003100049,0.001825165,0.001828543,0.0001889979,2.910722e-05,0.0001890207,2.910733e-05,696415.7,3.0,0.0001420058,0.0001294268,0.0005032437,0.0004929236,0.0
SWIFT,BitSwift,0.134634,0.0134043,10.0440903292,10.0440903292,5.95012175665,2.99101177678,3.26827105931,2.09826682262,2.62320509406,2733.91568482,34975.9776471,42607.9933545,360825.701996,1254867.29933,594591.62,19557068.9497,6134036.93393,3,False,False,False,False,False,True,True,2014-10-05,2014-10-05,2014-10-02,2014-10-05,66338,747040,0.0001697536,0.0001900943,52800.1,0.04795521,22.52223,BitSwift,1,46,2,6,151,151,0,0.005651214,0.001278722,0.001280448,0.0001031648,1.507432e-05,0.0001031734,1.507432e-05,0.0,3.0,3.996438e-05,3.737726e-05,0.0001184205,0.0001201499,0.0
SYS,SysCoin,0.00249185,0.000223511,11.1486682982,11.1486682982,5.78003910808,4.04829842138,4.07524575973,3.09165815167,3.26201633552,2323.30163166,91391.95,2882538.84797,41040866.7095,1173267.32399,182783.9,1455682118.22,82081733.419,4,False,False,True,False,True,False,True,2014-08-20,2014-08-20,2014-04-27,2014-08-20,63146,704078,0.0001765749,0.0001980827,50189.5,0.0487741,22.3,danosphere,1,341,20,232,669,647,22,0.01095532,0.001374076,0.001376107,0.0001104997,2.08231e-05,0.0001105097,2.082318e-05,1411235.0,3.0,0.0001737903,0.0001900042,0.0005102525,0.0005829931,0.0
MEM,Memecoin,0.00461139,9.03947e-06,510.139421891,510.139421891,221.986395999,20.1981685886,45.9506279375,66.7561208508,66.7561208508,8.84334317257,0.0,128019.379309,0.0,8312.74258221,0.0,120338216.551,0.0,0,False,False,False,False,False,False,False,2013-06-09,2013-06-09,2013-05-27,2013-06-09,13015,159197,0.000939824,0.00111518,8901.597,0.1023187,24.46362,muddafudda,1,241,9,44,299,206,93,0.1071685,0.01255145,0.01273213,0.0008598681,0.0001176527,0.000860643,0.0001176576,293715.1,4.0,0.0002074277,0.0002159636,0.000585,0.0006566525,0.0
TRBO,TurboStake,0.000449096,5.50489e-05,8.1581285003,8.1581285003,4.72914828239,2.57012666462,2.7267141517,2.30954770788,2.73740447128,99.6248049552,1024.38966667,512336.426805,3329453.34113,6674.861932,3073.169,34326540.5959,9988360.0234,0,False,False,False,False,False,False,False,2015-10-30,2015-10-30,2015-10-08,2015-10-30,78311,946281,0.0001543031,0.0001728621,61670.09,0.04933957,24.16726,CryptoWiz420,1,56,2,145,54,46,8,0.08144796,0.0010448,0.001045635,8.041695e-05,1.708506e-05,8.042119e-05,1.708513e-05,35296.69,4.0,1.11756e-05,1.014687e-05,2.913637e-05,2.861646e-05,0.0
LXC,Librexcoin,0.0635006,0.0026078,24.3502569215,24.3502569215,15.1178946566,4.40026325944,6.12641038643,2.97483544121,6.80756390631,5419.65766917,37195.7360938,253896.651582,1315008.84171,2818221.98797,2380527.11,132026258.823,84160565.8692,1,False,False,False,False,False,False,True,2014-08-05,2014-08-05,2014-07-21,2014-08-05,61940,685865,0.0001787707,0.0002007675,49268.67,0.04903998,22.14611,Librexcoindev,1,55,1,15,131,129,2,0.008103347,0.001404276,0.001405716,0.0001117012,2.121802e-05,0.0001117082,2.121809e-05,137516.4,4.0,1.807783e-05,1.628899e-05,6.125743e-05,5.943493e-05,1.0
MZC,MazaCoin,0.0834004,3.64445e-05,2288.42212131,2288.42212131,1211.11138541,142.493042386,152.893333724,61.4258523387,62.70958019,7300.73445605,260146.59,5377118.53494,5678614.8086,4957198.69566,1821026.13,3651063485.22,39750303.6602,1,False,False,False,False,False,False,True,2014-02-27,2014-02-27,2014-03-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,crazyearner,1,278,25,492,259,157,102,0.08727393,0.002115751,0.002120433,0.000226868,3.198828e-05,0.0002269183,3.198854e-05,508306.1,3.0,0.0003442359,0.000298222,0.0004624176,0.0004238324,0.0
