symbol,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
CARB,carboncoin,Carboncoin,2.02166e-08,2.636e-10,76.69423368740516,2.7331918287885135,2.02166,2.1918930372437035,1.9061334514619523,1.9978375934052532,1.9680965417446883,11937,1,False,False,False,False,False,False,False,2014-08-02
CLV,clevercoin,CleverCoin,1.22021e-05,2.99976e-08,406.76920820332293,406.76920820332293,67.78944444444444,6.922292343095188,6.922292343095188,2.3928019408609558,2.3928019408609558,42771,1,False,False,False,False,False,False,False,2015-05-13
BBR,boolberry,Boolberry,0.00185917,2.17235e-05,85.5833544318365,85.5833544318365,85.5833544318365,7.011827323076136,7.011827323076136,2.5097041371589617,2.5097041371589617,1734463,4,False,False,True,False,False,True,True,2014-06-24
YAC,yacoin,Yacoin,0.000390374,7.70172e-07,506.8659987639125,506.8659987639125,323.0075461706494,10.409694684312774,12.653121210593842,16.740639508887313,16.740639508887313,401511,5,False,False,False,True,False,True,False,2013-06-09
UNO,unobtanium,Unobtanium,0.0376279,0.00210009,17.917279735630377,17.917279735630377,8.34939844585569,4.603332297661321,4.6284368981396975,1.880215337375544,1.9511966196636774,5975671,6,False,False,False,True,False,False,True,2013-12-21
SCRT,secretcoin,SecretCoin,2.17127e-05,7.85583e-06,2.763896367411209,2.763896367411209,1.85033022284716,1.483581706340485,1.5720756353682905,1.376900780907096,1.4718780110477514,48217,2,False,False,False,False,False,False,False,2015-11-16
ZED,zedcoin,Zedcoin,2.10372e-05,4.9e-07,42.9330612244898,42.9330612244898,38.95777777777778,5.209007323321784,5.2950099495471035,1.7747443011701152,1.7798915421867527,413758,1,False,False,False,True,False,False,False,2014-03-06
CRC,craftcoin,CraftCoin,0.00191024,2.57e-06,743.2840466926069,743.2840466926069,665.588850174216,10.628368635755763,10.905856093263344,6.385602136531455,6.385602136531455,114772,1,False,False,False,True,False,False,False,2013-07-07
HVC,heavycoin,Heavycoin,7.23011e-05,1.60224e-07,451.2501248252447,451.2501248252447,425.3005882352942,17.735864178802025,17.735864178802025,1.8358336158485316,1.8358336158485316,792789,2,False,False,False,True,False,False,False,2014-03-12
CRAVE,crave,Crave,0.00578945,2.67389e-05,216.51788218662696,216.51788218662696,216.51788218662696,5.024139721835894,5.009729582513711,2.1617288309555613,2.1205551668648517,1877473,3,False,False,False,True,False,False,True,2015-03-26
ZET,zetacoin,Zetacoin,9.48112e-05,6.76524e-07,140.1446216246578,46.949485745977825,23.76202685192843,4.983957852639771,4.4946013054248874,2.174367968095518,2.174367968095518,12385607,6,False,False,False,True,False,True,False,2013-09-10
INFX,influxcoin,Influxcoin,0.0100032,4.53768e-06,2204.4745332416564,2204.4745332416564,1397.0949720670392,78.23321199503258,78.23321199503258,145.42993232238368,145.42993232238368,50662,3,False,False,False,False,False,False,True,2015-09-15
