symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
UTC,UltraCoin,0.00101991,4.09761e-06,248.903629189,248.903629189,203.218710523,16.3642213933,16.3642213933,4.62003878043,4.62003878043,3497951,4,False,False,False,True,False,False,True,2014-02-09,2014-02-09,2014-01-14,bumface,1,110,1,10,20,18,2,0.04736842,0.003815569,0.00382734,0.0003621719,4.817447e-05,0.0003622654,4.817495e-05,33631.41,4.0,4.46045e-05,3.905504e-05,0.0001201958,0.0001129835,0.0
XVI,Vibranium,2.8959e-05,6.50622e-07,44.5097153186,44.5097153186,44.5097153186,2.60089929717,2.60089929717,2.52499997602,2.52499997602,30,2,False,False,False,False,False,False,False,2015-07-02,2015-07-02,2015-06-09,Viecoin,1,281,3,453,77,18,59,0.04066986,0.001091622,0.001092565,8.557766e-05,1.777917e-05,8.55822e-05,1.777924e-05,67604.53,4.0,4.75609e-06,4.083585e-06,1.269978e-05,1.160782e-05,0.0
XCASH,XCash,0.000270633,3.94e-06,68.6885786802,68.6885786802,68.6885786802,7.97620824923,8.30884845165,1.61077850459,1.7662850458,404136,1,False,False,False,True,False,False,False,2014-09-11,2014-09-11,2014-09-02,johnnyxcash,1,28,1,1,10,10,0,0.08888889,0.001358283,0.001359871,0.0001075,1.555137e-05,0.0001075099,1.555137e-05,0.0,4.0,2.401161e-06,2.191503e-06,8.372406e-06,8.170266e-06,0.0
HTML5,HTMLCOIN,8.5433e-09,8.851e-10,9.65235566603,3.74492613861,3.74492613861,1.67043359105,1.58504973591,1.53001747218,1.50943146221,149956,5,False,False,False,True,False,False,False,2014-09-19,2014-09-19,2014-12-13,KCoinH,1,0,0,35,2,1,1,0.0,0.001222743,0.001223853,1.440528e-05,1.899958e-05,1.440528e-05,1.899964e-05,36.66667,inf,9.933778e-07,9.096546e-07,3.844978e-06,3.786294e-06,0.0
PINK,PinkCoin,1.447e-06,5.00558e-08,28.9077389633,4.555170449,4.521875,2.18744319257,2.24546959875,1.74342563465,1.7019512507,881155,2,False,False,True,False,False,False,True,2014-05-11,2014-05-11,2014-05-25,sonysasankan,1,437,1,92,160,4,156,0.0341195,0.001592703,0.001595326,0.0001329996,2.375892e-05,0.0001330096,2.375905e-05,166290.2,4.0,1.43354e-06,1.283808e-06,5.246545e-06,5.062832e-06,0.0
ARG,Argentum,0.000964554,5.2997e-06,182.001622733,182.001622733,120.720150188,9.44463911273,10.1659276556,4.03163027533,4.03163027533,380456,1,False,False,False,True,False,False,False,2013-07-04,2013-07-04,2013-06-11,eddyfitz,1,201,2,35,22,0,22,0.1948052,0.01249676,0.01267599,7.628347e-05,0.0001167574,7.628347e-05,0.000116763,0.0,inf,4.015109e-06,3.631744e-06,1.519789e-05,1.492295e-05,0.0
ARI,Aricoin,3.98579e-06,1.29086e-07,30.8770122244,11.6856208863,9.96467429349,5.0928693807,4.65285171246,4.01726395426,2.43029944427,209862,2,False,False,False,True,False,False,False,2014-02-20,2014-02-20,2015-01-01,Aricoin,1,0,0,127,102,101,1,0.00990099,0.001190356,0.001191422,9.549039e-05,1.884098e-05,9.549752e-05,1.884104e-05,102835.4,4.0,2.615742e-05,2.34936e-05,7.617287e-05,7.465396e-05,0.0
TRUST,TrustPlus,4.997e-05,2.20163e-07,226.968200833,4.87512195122,4.87512195122,6.75715107502,1.90491075853,7.62034963204,1.74135035399,208470,1,False,False,False,False,False,False,True,2014-07-10,2014-07-10,2014-06-22,mitchellmint,1,354,3,118,26,14,12,0.1466667,0.001524016,0.001525942,0.000123191,2.26139e-05,0.0001232027,2.261399e-05,1787.567,4.0,2.834428e-06,2.327757e-06,8.525057e-06,7.848156e-06,0.0
NYAN,Nyancoin,2.38624e-05,9.663e-09,2469.46082997,2469.46082997,84.7464609659,22.5403454645,29.440832702,2.29023347872,3.46761833281,164794,3,False,False,False,True,False,False,False,2014-02-09,2014-02-09,2013-12-22,myhoho,1,169,6,889,131,45,86,0.063992,0.004815489,0.004836462,0.0004782263,6.087351e-05,0.0004783776,6.087448e-05,96677.18,3.0,4.798423e-05,3.988759e-05,9.849183e-05,8.761625e-05,0.0
WDC,WorldCoin,0.000958707,1.19168e-05,80.4500369227,80.4500369227,39.1248296183,9.69836694491,10.0611492367,3.83657783492,3.83657783492,18762442,14,False,False,True,True,True,True,False,2013-05-22,2013-05-22,2013-05-15,WorldCoin,1,12,2,1,52,52,0,0.1410256,0.01334646,0.01348064,0.0009698861,8.741259e-05,0.0009705906,8.741259e-05,0.0,3.0,0.0001024883,8.662738e-05,0.0002765263,0.0002574472,0.0
TIX,Tickets,9.52273e-08,2.328e-10,409.051975945,54.835483128,19.5026009667,6.55171157616,6.69957010971,1.86812828809,1.88019936539,2424400,2,False,False,False,True,False,True,False,2013-11-03,2013-11-03,2013-09-21,Lottery Tickets,1,193,4,1,47,47,0,0.0906568,0.00934608,0.009417485,0.0007379606,6.059504e-05,0.0007383869,6.059504e-05,0.0,3.0,5.179054e-05,4.129018e-05,0.0001397135,0.0001215645,1.0
CANN,CannabisCoin,0.000144353,5.29731e-07,272.502458795,16.5934623002,16.5934623002,8.07159199024,8.40146210613,2.70439355344,4.22037067579,4581956,5,False,False,False,True,False,False,True,2014-08-02,2014-08-02,2014-06-08,CannabisCoinDev,1,189,13,66,58,58,0,0.03206292,0.001574791,0.001577095,0.0001268843,1.758087e-05,0.0001268963,1.758087e-05,0.0,4.0,1.445953e-05,1.27498e-05,4.142835e-05,3.939658e-05,0.0
CCN,Cannacoin,0.000159484,3.9949e-06,39.921900423,12.1193054447,4.52438162945,5.24912038341,4.19328376261,2.86345032949,2.48006660476,298089,2,False,False,False,True,False,False,True,2014-04-25,2014-04-25,2014-03-25,Cannacoin,1,76,3,31,18,16,2,0.0,0.001787954,0.001790436,0.0001832259,2.855614e-05,0.0001832437,2.855632e-05,179.0857,4.0,3.711955e-06,3.124301e-06,1.300266e-05,1.193665e-05,0.0
NAV,Navajo,4.15052e-05,1.65234e-06,25.1190432962,4.84041461412,4.84041461412,3.45475856497,2.09908784647,2.86993091675,1.60208669808,1766841,5,False,False,True,True,False,True,True,2014-06-12,2014-06-12,2014-07-07,SUM2dev,1,0,0,14,42,42,0,0.03368177,0.001474612,0.001476413,0.000117489,1.678754e-05,0.0001174997,1.678754e-05,0.0,4.0,1.397965e-05,1.319418e-05,4.816218e-05,4.835817e-05,0.0
BOB,Dobbscoin,5.99673e-06,9.29903e-07,6.44876938777,5.30684070796,2.998365,2.80090361891,2.74871889434,2.19477738262,1.81838241506,7846,1,False,False,False,False,False,False,True,2014-08-27,2014-08-27,2014-01-11,deeppurple72,1,373,74,195,21,12,9,0.1333333,0.003746368,0.003756747,0.0003653904,4.937875e-05,0.0003654738,4.937928e-05,24.5,4.0,3.186719e-06,2.777399e-06,1.174343e-05,1.115603e-05,0.0
BOD,Bloodcoin,1.10156e-07,2.99289e-08,3.68058966417,3.68058966417,3.67186666667,2.05945476376,2.05945476376,1.63872818334,1.63872818334,4881,1,False,False,False,False,False,False,False,2015-06-18,2015-06-18,2015-06-17,SalimNagamato,1,1055,3,355,227,50,177,0.04284113,0.001089493,0.001090693,8.515515e-05,1.774293e-05,8.51616e-05,1.774298e-05,198471.7,4.0,5.421501e-06,4.86148e-06,1.537651e-05,1.495378e-05,0.0
SHLD,ShieldCoin,0.00035708,2.75834e-06,129.454672013,129.454672013,57.6865912763,19.0652123422,20.121226052,1.18338581119,1.18156466912,927431,1,False,False,False,True,False,False,False,2014-07-12,2014-07-12,2014-07-09,shieldcoindevs,1,28,1,1,34,34,0,0.003565062,0.00147678,0.001478463,0.0001170338,1.673388e-05,0.0001170423,1.673388e-05,0.0,3.0,4.701704e-06,4.11955e-06,1.564134e-05,1.458768e-05,0.0
SXC,Sexcoin,0.000149171,5.56719e-07,267.946666092,267.946666092,110.508497177,30.9720619039,31.1328931758,10.10003825,10.10003825,964934,2,False,False,False,True,False,False,False,2013-12-08,2013-12-08,2013-08-14,gr33k,1,93,7,13,16,10,6,0.2095238,0.009872097,0.009959575,0.0007965335,9.617297e-05,0.0007970706,9.617627e-05,27.5,4.0,2.718164e-05,2.177486e-05,7.127573e-05,6.232601e-05,0.0
CENT,Pennies,1.93e-11,1.9e-12,10.1578947368,5.51428571429,5.51428571429,2.67937417364,2.57605932203,2.28000223222,2.25431076088,29425,1,False,False,False,True,False,False,False,2014-08-25,2014-08-25,2013-08-14,feeleep,1,644,28,101,137,92,45,0.1069859,0.009918946,0.01004012,0.0007968519,9.617552e-05,0.0007973317,9.61789e-05,40612.12,3.0,0.0001249951,0.0001100582,0.0003419271,0.0003234537,0.0
LYC,Lycancoin,2.37424e-06,9.8733e-09,240.470764587,240.470764587,118.712,26.5604244957,27.8132128796,6.44753560366,6.64648045536,361227,1,False,False,False,True,False,False,False,2014-04-11,2014-04-11,2014-02-09,vampirecoin,1,35,3,1,13,13,0,0.06410256,0.002614733,0.002624477,0.0002741185,2.640613e-05,0.0002742073,2.640613e-05,0.0,4.0,2.666206e-06,2.495329e-06,1.03315e-05,1.037425e-05,0.0
NXT,Nxt,0.000138391,2.49753e-06,55.4111462125,4.40946311932,4.40946311932,2.28093922241,2.32121127624,1.79348481966,1.843742404,54712008,53,False,False,True,True,True,True,True,2013-12-04,2013-12-04,2013-09-29,BCNext,1,230,10,1,14,14,0,0.07692308,0.009338695,0.009413119,0.0007214183,6.002401e-05,0.0007218308,6.002401e-05,0.0,3.0,1.865632e-05,1.563867e-05,5.104209e-05,4.646355e-05,1.0
BQC,BBQCoin,0.000350619,1.03016e-06,340.353925604,340.353925604,233.746,20.1986382485,20.1986382485,12.7471090399,12.7471090399,439445,3,False,False,False,True,False,True,False,2013-05-08,2013-05-08,2013-05-08,gritter,1,51,2,3,23,21,2,0.1385281,0.01513839,0.01539774,0.001056872,0.0001456251,0.001057791,0.0001456367,5590.711,4.0,5.416009e-05,4.51785e-05,0.0001622427,0.0001482132,0.0
NXE,NXE,3.92941e-06,3.10065e-07,12.6728589167,12.6728589167,12.6728589167,2.94961413072,2.94961413072,1.83497505835,1.83497505835,259,2,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-03-06,NXE,1,80,1,1,8,8,0,0.0,0.001140848,0.001141995,9.133186e-05,1.38629e-05,9.134144e-05,1.38629e-05,0.0,5.0,1.188838e-06,1.083831e-06,4.586748e-06,4.495772e-06,0.0
OK,OKCash,4.31568e-06,7.36711e-08,58.580365978,58.580365978,3.03190906409,5.62264427776,5.4339245155,5.37979425216,4.48512295242,19916,5,False,False,False,False,False,False,True,2014-12-14,2014-12-14,2015-04-18,OKtoshi,1,0,0,1,2,2,0,0.0,0.001117655,0.001118864,8.935032e-05,1.363661e-05,8.935679e-05,1.363661e-05,0.0,4.0,1.07357e-06,9.737638e-07,3.846038e-06,3.759529e-06,0.0
CRAIG,CraigsCoin,1.06087e-05,2.1117e-07,50.2377231614,50.2377231614,30.3105714286,8.23275882936,8.23275882936,2.30390939752,2.30390939752,102773,1,False,False,False,True,False,False,False,2014-09-30,2014-09-30,2014-12-19,tokyoghetto,1,1216,27,463,694,306,388,0.03868265,0.001220141,0.001221783,9.666797e-05,1.895002e-05,9.667605e-05,1.895011e-05,7317470.0,3.0,0.000120733,0.0001250341,0.0002890699,0.0003146727,1.0
OC,OrangeCoin,5.0012e-06,1.29826e-07,38.5223298877,38.5223298877,1.42079545455,3.38208321372,3.54887502259,1.76223306229,1.89440434633,262279,1,False,False,False,False,False,False,True,2014-05-13,2014-05-13,2014-04-24,Orangecoin,1,59,1,1,14,14,0,0.03296703,0.001671754,0.00167411,0.0001594058,1.981768e-05,0.0001594268,1.981768e-05,0.0,4.0,6.136377e-06,5.590384e-06,2.027234e-05,1.974007e-05,0.0
BVC,BeaverCoin,9.82481e-06,1.41888e-07,69.2434173433,8.128007214,8.128007214,4.03928045924,2.44452522814,2.58888405008,1.51347398013,2667,3,False,False,False,False,False,False,False,2014-10-04,2014-10-04,2014-08-30,Sumpfbiene,1,114,4,207,20,16,4,0.05789474,0.001371373,0.001373418,0.0001079863,2.050161e-05,0.000107993,2.050169e-05,3700.347,4.0,6.435684e-06,5.556346e-06,2.167073e-05,2.020313e-05,0.0
NTRN,Neutron,0.000131768,1.46348e-06,90.0374449941,90.0374449941,90.0374449941,3.55190053525,3.73000832574,1.84531310374,1.7833216064,75884,4,False,False,False,True,False,False,True,2015-04-21,2015-04-21,2015-04-26,TeamNeutron,1,0,0,5,21,20,1,0.08095238,0.001117999,0.001119133,8.862351e-05,1.358973e-05,8.86277e-05,1.358973e-05,27.31667,4.0,2.70503e-06,2.415388e-06,9.602308e-06,9.284683e-06,0.0
FETISH,Fetish,2.525e-05,5.2e-07,48.5576923077,36.5942028986,6.6976127321,5.50854896803,4.49088948489,1.51098418196,1.25174761172,2134,1,False,False,False,False,False,False,False,2014-10-20,2014-10-20,2014-09-20,altcoin.center,1,51,3,12,3,0,3,0.0,0.001323361,0.001324997,1.526764e-05,2.006191e-05,1.526764e-05,2.006202e-05,0.0,inf,9.283072e-07,8.510332e-07,3.6031e-06,3.549626e-06,0.0
BCX,BattleCoin,3.49883e-05,7.2985e-07,47.9390285675,47.9390285675,31.8075454545,9.43522128387,9.65425620344,1.6864932861,2.11666166084,254167,1,False,False,False,True,False,False,False,2014-01-31,2014-01-31,2014-01-12,jackofall1232,1,145,15,175,110,106,4,0.04926945,0.003803789,0.003820002,0.0003631184,4.898891e-05,0.0003632058,4.89896e-05,266.154,3.0,5.767453e-05,5.093141e-05,0.0001421607,0.0001323027,0.0
HZ,Horizon,2.91195e-06,5.00014e-08,58.2373693537,7.71960287899,7.71960287899,3.41702480702,3.04871188848,2.1035013815,2.17302487222,561276,2,False,False,True,False,False,False,True,2014-07-14,2014-07-14,2014-10-15,Pizpie,1,48,0,147,22,6,16,0.05194805,0.001283041,0.001284838,0.0001019516,1.964766e-05,0.0001019605,1.964776e-05,32111.93,5.0,2.216655e-06,2.027821e-06,8.58977e-06,8.448523e-06,0.0
XST,Stealthcoin,0.000143358,3.73649e-06,38.367023597,15.0380309304,15.0380309304,4.83894793214,4.8909610363,1.9687690941,2.04777001375,4429937,4,False,False,True,True,False,False,True,2014-07-10,2014-07-10,2014-07-29,TheTrollUHate,1,3,0,124,4,1,3,0.0,0.00144816,0.00145024,0.0001120309,2.136904e-05,0.00011204,2.136915e-05,10.83333,5.0,1.110181e-06,1.018969e-06,4.195973e-06,4.131932e-06,1.0
CLOAK,CloakCoin,0.00331448,1.80382e-05,183.747824062,183.747824062,11.1053481562,12.4387972683,16.4156967696,3.1512818022,2.19788000082,17025216,5,False,False,False,True,False,False,True,2014-06-06,2014-06-06,2014-06-04,TheDagger,1,43,2,4,146,146,0,0.01218706,0.001567455,0.001570167,0.0001293794,1.770444e-05,0.0001293911,1.770444e-05,0.0,3.0,3.059761e-05,2.895389e-05,9.673205e-05,9.789458e-05,0.0
LKY,Luckycoin,9.91319e-05,1.6e-07,619.574375,619.574375,97.1881372549,8.70438189373,12.4965545291,4.68628139621,4.68628139621,310009,2,False,False,False,True,False,False,False,2013-06-14,2013-06-14,2013-05-25,LuckyC,1,6,2,1,131,131,0,0.08009395,0.01354332,0.0136753,0.0009251725,8.126778e-05,0.0009257355,8.126778e-05,0.0,3.0,0.000243193,0.0001929264,0.0006648503,0.000575934,0.0
XSI,StabilityShares,0.000100354,4e-07,250.885,7.34580643272,7.34580643272,6.11364429846,1.68741713532,2.07816902445,1.47772058372,596406,4,False,False,False,False,False,False,True,2014-04-23,2014-04-23,2015-05-26,she9888,1,22,0,414,16,7,9,0.1428571,0.00109614,0.001097133,8.646296e-05,1.786169e-05,8.646681e-05,1.786177e-05,633.6083,4.0,2.137103e-06,1.843327e-06,7.082879e-06,6.614727e-06,0.0
VIOR,Viorcoin,0.000129331,9.2e-07,140.577173913,140.577173913,42.8248344371,5.9201220317,7.24684554864,2.66620196137,2.14838256692,274720,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2015-05-08,MikeMike,1,63,0,420,24,12,12,0.05928854,0.001110741,0.001111898,8.750839e-05,1.793958e-05,8.751438e-05,1.793966e-05,19990.07,4.0,5.892184e-06,5.039241e-06,1.636752e-05,1.520759e-05,1.0
ICN,iCoin,3.59789e-05,1.3e-07,276.760769231,276.760769231,94.6813157895,8.14950479633,9.39067906338,1.66401906939,1.95859816547,25014,1,False,False,False,False,False,False,False,2014-02-17,2014-02-17,2013-12-24,speedminer,1,54,4,1,1,0,1,0.0,0.004414217,0.00443081,4.182176e-05,4.18235e-05,4.182176e-05,4.18235e-05,0.0,inf,2.122873e-06,1.927624e-06,8.21016e-06,8.085125e-06,0.0
AMC,AmericanCoin,4.76273e-05,4.4e-07,108.243863636,108.243863636,95.2546,19.913600586,27.5811002442,61.5203755731,61.5203755731,10460,1,False,False,False,True,False,False,False,2013-06-09,2013-06-09,2013-05-30,schnebi,1,172,13,27,47,18,29,0.2292929,0.01283299,0.01300724,0.0008925907,0.0001212167,0.0008931659,0.0001212212,13545.65,3.0,3.989521e-05,3.39564e-05,0.0001135271,0.0001056169,0.0
PTC,Pesetacoin,9.89835e-05,3.89677e-07,254.014222035,254.014222035,113.774661033,11.9698208892,12.2538690387,3.36419378232,3.3466632001,442039,2,False,False,False,False,False,False,True,2014-02-22,2014-02-22,2014-01-16,CryptoMP,1,154,10,32,150,143,7,0.0233557,0.003816695,0.003833756,0.0003600742,4.750624e-05,0.0003601794,4.750699e-05,105196.8,4.0,4.884069e-05,4.721071e-05,0.0001708074,0.0001783848,0.0
MNC,Mincoin,0.00273946,7.61e-06,359.981603154,359.981603154,359.981603154,8.20576886224,8.9053923903,2.82999830742,2.82999830742,2777393,1,False,False,False,True,False,False,False,2013-05-03,2013-05-03,2013-04-13,vipah,1,6,2,1,5,5,0,0.3,0.02020981,0.02084603,0.001203863,0.0001156203,0.001205443,0.0001156203,0.0,4.0,3.391595e-05,3.321698e-05,8.644494e-05,9.12782e-05,0.0
TRI,Triangles,0.005152,3.34972e-05,153.803900027,39.3132392217,4.57292988825,8.06845253789,4.45527838552,8.70506147318,5.10352160942,127899,3,False,False,False,False,False,False,True,2014-07-21,2014-07-21,2014-07-17,3angle,1,12,1,1,11,10,1,0.09090909,0.001461075,0.001462659,0.0001144443,1.654698e-05,0.0001144509,1.654698e-05,5.0,4.0,1.950892e-06,1.749004e-06,6.617355e-06,6.372564e-06,0.0
TRK,Truckcoin,4.62602e-05,1.71179e-07,270.24459776,243.474736842,15.8496448749,17.4578065081,15.8528340234,9.77808921415,8.05917314522,28869,4,False,False,False,True,False,False,True,2014-07-16,2014-07-16,2014-06-04,truckcoin,1,67,2,1,19,19,0,0.01754386,0.001566745,0.001568807,0.0001292728,1.770444e-05,0.0001292871,1.770444e-05,0.0,4.0,4.531249e-06,3.997275e-06,1.557773e-05,1.483544e-05,0.0
TRL,Trollcoin,4.53015e-08,2.8829e-09,15.7138645114,3.70515924296,3.70515924296,2.75996176575,1.20964533376,1.79772045741,1.14845726347,8862,3,False,False,False,False,False,False,False,2014-09-30,2014-09-30,2014-02-08,TrollCoins,1,100,2,1,7,7,0,0.0,0.002654324,0.002660622,0.0002799716,2.65915e-05,0.0002800207,2.65915e-05,0.0,5.0,1.988859e-06,1.801548e-06,8.034294e-06,7.840355e-06,0.0
AM,AeroMe,7.00739e-05,1.5e-06,46.7159333333,46.7159333333,46.7159333333,3.08270233899,3.15371775618,1.90743551895,1.81331669396,1220963,1,False,False,False,False,False,False,True,2014-07-07,2014-07-07,2015-02-15,aeros,1,29,1,238,221,220,1,0.01246401,0.001157478,0.001158801,9.286754e-05,1.849599e-05,9.287282e-05,1.84961e-05,323616.1,4.0,5.205147e-05,4.699711e-05,0.0001578029,0.0001535035,0.0
TRC,Terracoin,0.00566366,5.59e-06,1013.17710197,1013.17710197,539.910390848,10.4552710791,11.0549631156,14.0038193948,14.0038193948,2732292,3,False,False,False,True,False,False,False,2013-04-28,2013-04-28,2013-01-22,weenfan,1,5,1,7,1,0,1,0.0,0.025494,0.02618498,0.000155521,0.0002663152,0.000155521,0.0002663407,0.0,inf,8.895225e-06,7.978851e-06,3.235808e-05,3.163036e-05,0.0
SAK,Sharkcoin,0.00303308,0.000102219,29.6723701073,3.45006131006,3.45006131006,2.4895618908,1.53100249041,1.41473194446,1.47477475545,177065563,4,False,False,False,False,False,False,False,2015-03-08,2015-03-08,2014-05-21,SAKTeam,1,1,1,1,7,7,0,0.0,0.001595899,0.001598376,0.0001341838,1.821626e-05,0.0001341989,1.821626e-05,0.0,5.0,1.729798e-06,1.578654e-06,6.766261e-06,6.64056e-06,0.0
USDe,USDe,2.2147e-06,1.4e-07,15.8192857143,15.8192857143,15.8192857143,4.50996200166,5.25636126635,2.03662913209,2.34369235163,837390,2,False,False,False,True,False,False,False,2014-02-06,2014-02-06,2014-01-12,USD-e,1,87,7,1,39,39,0,0.02968961,0.003798988,0.00381129,0.0003637176,3.488453e-05,0.0003637898,3.488453e-05,0.0,4.0,2.611584e-05,2.148456e-05,8.727102e-05,7.893925e-05,0.0
TIT,Titcoin,4.98764e-05,1.11518e-06,44.7249771337,44.7249771337,32.2248927482,10.6734106308,10.9391205127,2.18184443116,2.13388333829,267984,4,False,False,False,True,False,False,True,2014-08-25,2014-08-25,2014-11-11,titcoinfoundation,1,0,0,1,2,2,0,0.0,0.001250817,0.001252425,0.0001004572,1.46619e-05,0.0001004653,1.46619e-05,0.0,4.0,6.976577e-06,6.794517e-06,2.02493e-05,2.068486e-05,0.0
VOOT,VootCoin,2.31969e-05,2.10139e-07,110.388361989,110.388361989,5.77370522291,10.0163653443,11.6393082679,1.87642133214,1.87935303349,3266712,2,False,False,False,True,True,False,False,2014-06-12,2014-06-12,2014-05-30,vootcoin_dev,1,3,2,1,2,2,0,0.0,0.001573782,0.001576521,1.787566e-05,1.787502e-05,1.787566e-05,1.787502e-05,0.0,inf,1.250964e-06,1.144789e-06,4.89596e-06,4.816351e-06,0.0
MYST,MysteryCoin,1.94705e-05,7.5703e-07,25.7195883915,25.7195883915,11.9450920245,4.48413629676,4.89088960623,1.86030835619,1.84516477581,39139,2,False,False,False,True,False,False,True,2015-02-06,2015-02-06,2015-01-30,solacedev,1,25,1,1,30,30,0,0.05517241,0.001162496,0.001163523,9.368977e-05,1.406628e-05,9.369594e-05,1.406628e-05,0.0,4.0,5.430047e-06,4.965692e-06,1.833102e-05,1.801029e-05,0.0
ENRG,Energycoin,2.3e-06,1.30739e-07,17.5923022205,1.0,1.0,5.1629025661,1.0,2.14845862155,1.0,182366,1,False,False,False,False,False,False,True,2014-05-15,2014-05-15,2014-04-30,energycr,1,123,1,1,60,60,0,0.01468927,0.001638829,0.001641002,0.0001488614,1.940918e-05,0.0001488767,1.940918e-05,0.0,4.0,6.096567e-05,5.540389e-05,0.0001722885,0.0001650627,0.0
NOXT,NobleNXT,0.000474719,8.015e-05,5.92288209607,5.92288209607,1.66136697697,1.95786775734,2.25279020176,1.19454971474,1.32270015211,56707,1,False,False,True,False,False,False,False,2014-12-06,2014-12-06,2014-11-01,Rofo,1,403,9,314,1143,1036,107,0.009071368,0.001263115,0.001264795,0.0001009301,1.941467e-05,0.000100938,1.941476e-05,6974075.0,3.0,0.0002934363,0.0002724633,0.0008764272,0.0008729726,0.0
NEC,Neocoin,2.5277e-05,3.4e-07,74.3441176471,74.3441176471,74.3441176471,6.68124971476,6.96502809814,2.00555679027,2.0816871214,33404,2,False,False,False,True,False,True,False,2014-03-26,2014-03-26,2013-07-26,Neo8,1,87,15,1,30,30,0,0.1770115,0.01085724,0.01096008,0.0008346001,6.667556e-05,0.0008351482,6.667556e-05,0.0,3.0,3.701223e-05,3.096363e-05,0.0001016702,9.100566e-05,0.0
XNC,XenCoin,2.26608e-06,1.16456e-08,194.58679673,194.58679673,175.726416192,10.6656707831,12.1247081924,61.093555806,61.093555806,1052,1,False,False,False,True,False,False,False,2013-07-25,2013-07-25,2013-05-23,XenCoin,1,62,3,1,15,11,4,0.2571429,0.01427894,0.01445141,0.0009257618,0.0001258648,0.0009265049,0.0001258691,12.17063,3.0,2.942164e-05,2.405336e-05,6.957275e-05,6.417041e-05,0.0
ACP,AnarchistsPrime,2.49322e-06,4.69796e-07,5.30702687975,4.02162095897,2.09514285714,2.36987070074,2.44943191391,1.8862724642,2.40778455676,6473,1,False,False,False,False,False,False,False,2015-07-13,2015-07-13,2015-03-25,ACP,1,67,5,1,7,7,0,0.1904762,0.001129412,0.001130474,9.087152e-05,1.375856e-05,9.087745e-05,1.375856e-05,0.0,4.0,1.710814e-06,1.50358e-06,5.617208e-06,5.348652e-06,0.0
NET,NetCoin,3.68552e-05,4.41589e-07,83.4604122838,83.4604122838,23.5119393178,11.2657240542,12.393430326,3.45894646977,3.77211684155,3062567,4,False,False,False,True,False,False,False,2013-12-17,2013-12-17,2013-12-26,binaryclock,1,25,2,11,41,27,14,0.04634146,0.00444312,0.004464486,0.0004554717,5.766469e-05,0.0004556563,5.766552e-05,109704.1,4.0,1.544853e-05,1.349178e-05,5.582221e-05,5.338227e-05,0.0
PMP,PreminePlus,0.000149798,1.04825e-06,142.902933461,25.0080133556,24.76,4.52547287734,6.17426815111,2.52874381346,1.06411078366,272,0,False,False,False,False,False,False,False,2014-10-20,2014-10-20,2014-06-26,TheMightyX,1,882,4,354,294,11,283,0.01676302,0.00151351,0.001515313,0.0001214381,2.245049e-05,0.0001214494,2.245056e-05,30206.53,4.0,3.314935e-06,2.913354e-06,1.148768e-05,1.091507e-05,0.0
GRAV,Graviton,0.000124836,2e-07,624.18,624.18,624.18,5.68148692587,5.68148692587,1.88813283325,1.88813283325,81324,2,False,False,False,False,False,False,True,2015-05-04,2015-05-04,2015-05-03,gravitondev,1,10,1,1,62,62,0,0.01956637,0.001112095,0.001112999,8.7816e-05,1.35439e-05,8.782115e-05,1.35439e-05,0.0,4.0,6.424307e-06,5.725815e-06,2.276448e-05,2.194576e-05,0.0
CORG,CorgiCoin,3.05739e-08,6e-13,50956.5,50956.5,145.59,44.1197071207,47.235923226,1.68646353442,1.74587786212,58139,3,False,False,False,False,False,False,False,2014-02-21,2014-02-21,2014-02-03,corgicoin,1,50,1,1,59,59,0,0.01987142,0.002914636,0.002921608,0.0002978555,2.781254e-05,0.000297929,2.781254e-05,0.0,4.0,1.820925e-05,1.516151e-05,5.509096e-05,4.961789e-05,0.0
ELC,Elacoin,0.0159187,1.28403e-05,1239.74517729,1239.74517729,650.36933536,42.3798400426,60.2425700793,19.8993000513,19.8993000513,379575,2,False,False,False,True,False,False,False,2013-06-09,2013-06-09,2013-05-15,feeleep,1,103,10,10,34,30,4,0.05347594,0.01330941,0.01348813,0.000967557,0.0001349926,0.0009683744,0.0001349975,16179.9,4.0,5.649267e-05,4.587244e-05,0.0001821285,0.0001631817,0.0
