symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
BCF,BitcoinFast,4.49302e-05,1.49924e-07,299.686507831,299.686507831,128.372,7.88472842748,10.8857113065,6.00398638928,7.6520158403,0.236239498599,1.04038846601,31568.4936679,113976.090345,93.5508414451,60.3425310285,12501123.4925,6610613.24001,1,False,False,False,False,False,False,False,2014-12-06,2014-12-06,2014-12-03,2014-12-06,BitCoinFastTeam,1,14,1,3,18,18,0,0.07189542,0.001219156,0.001220365,9.737631e-05,1.44745e-05,9.738356e-05,1.44745e-05,0.0,4.0,2.337212e-06,2.147466e-06,7.749997e-06,7.660919e-06,0.0
NXT,Nxt,0.000138391,2.49753e-06,55.4111462125,10.1773054861,9.17401939662,2.60519472483,3.61973533303,2.4793436232,2.75527889028,169.911936742,229.399671084,3044056.88858,3013868.08752,129812.719671,42438.9391505,2325659462.87,557565596.191,49,False,False,True,False,True,True,True,2013-12-04,2013-12-04,2013-09-28,2013-12-04,BCNext,1,230,10,67,116,112,4,0.06836582,0.006299451,0.006349548,0.0006188933,7.498651e-05,0.000619316,7.498805e-05,24640.9,3.0,0.0001939965,0.0001886446,0.0004665357,0.0004717668,1.0
BQC,BBQCoin,0.000350619,6.69169e-07,523.961809349,523.961809349,259.750487098,24.1101363398,24.1101363398,39.3113311689,39.3113311689,0.82414585172,0.0,92403.065745,0.0,802.718059575,0.0,90000586.0357,0.0,2,False,False,False,False,False,True,False,2013-05-08,2013-05-08,2013-10-08,2013-05-08,aa,1,44,0,32,25,0,25,0.3066667,0.01517637,0.01541337,9.390553e-05,0.0001458428,9.390553e-05,0.00014585,0.0,inf,4.993248e-06,4.498615e-06,1.874001e-05,1.837436e-05,0.0
XAU,Xaurum,0.717067,0.119848,5.9831369735,5.9831369735,2.48944428436,1.54125520697,1.61726085117,1.49490703567,1.35364589033,5.96768026909,15.098813977,12.4411348185,48.5456778898,1557.56455023,226.482209655,3247.13618762,728.185168347,1,False,False,False,False,False,False,False,2015-04-21,2015-04-21,2015-02-27,2015-04-21,Aurum Project,1,35,1,53,39,39,0,0.04318489,0.00111091,0.001111836,8.858663e-05,1.363401e-05,8.859144e-05,1.363401e-05,0.0,4.0,9.647987e-06,8.240192e-06,2.230753e-05,2.080294e-05,0.0
NXE,NXE,3.92941e-06,3.10065e-07,12.6728589167,12.6728589167,12.6728589167,2.94961413072,2.94961413072,3.19874523062,3.19874523062,0.0131386121931,0.31099956544,10695.517416,79146.63154,1.01167313887,0.31099956544,823554.841033,79146.63154,2,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-03-05,2015-03-22,NXE,1,80,1,17,74,74,0,0.006293965,0.001122097,0.001123018,9.029033e-05,1.378664e-05,9.02961e-05,1.378664e-05,0.0,4.0,1.590678e-05,1.423468e-05,5.205543e-05,5.003463e-05,0.0
CRAIG,CraigsCoin,1.06087e-05,2.1e-07,50.5176190476,50.5176190476,44.2029166667,9.63908003602,9.63908003602,4.66722085548,4.66722085548,0.665879327861,20.06856111,292948.795444,1891707.85393,308.3021288,20.06856111,135635292.29,1891707.85393,0,False,False,False,False,False,False,False,2014-09-30,2014-09-30,2014-09-12,2014-09-30,CraigsCoin,1,52,2,18,223,223,0,0.006827455,0.001282137,0.001283797,0.0001035299,1.513752e-05,0.0001035393,1.513752e-05,0.0,3.0,6.11456e-05,5.901394e-05,0.0001470509,0.0001450115,1.0
BCN,Bytecoin,3.1367e-07,1.86294e-08,16.8373645957,4.92446186042,4.09924332519,3.53594762187,8.74680921464,3.52787788895,2.31791870725,26.2584452299,20.4026905605,295331362.019,286128258.408,14941.0553358,8589.53272596,1.68043544989e+11,1.2045999679e+11,3,False,False,True,False,False,False,False,2014-06-17,2014-06-17,2014-03-12,2014-06-17,DStrange,1,110,4,141,181,165,16,0.03672316,0.001531546,0.001533804,0.0001243315,2.279535e-05,0.0001243448,2.279543e-05,362331.7,3.0,9.049163e-05,0.0001082665,0.0002464104,0.000310513,0.0
OC,OrangeCoin,1.651e-05,1.30145e-07,126.858503976,14.2327586207,14.2327586207,7.12084200502,13.3884923132,8.09072467687,3.19698921947,1.09052909005,1.24390703066,534413.726207,692991.27927,658.679570388,536.123930214,322785890.629,298679241.365,1,False,False,False,False,False,False,True,2014-05-12,2014-05-13,2014-04-23,2014-05-13,Orangecoin,1,59,1,20,157,157,0,0.007594317,0.001610349,0.001612147,0.0001402898,1.867553e-05,0.0001403031,1.867553e-05,0.0,4.0,3.68053e-05,3.240395e-05,0.0001218854,0.0001152938,0.0
BVC,BeaverCoin,9.82481e-06,1.41888e-07,69.2434173433,17.6622304997,7.22274418126,4.36123963444,6.7570994555,4.14185602604,2.75259481037,0.0260651651727,0.0432576011587,10988.3205314,19591.5019742,11.9639108143,8.78129303521,5043639.12392,3977074.90076,3,False,False,False,False,False,False,False,2014-10-04,2014-10-04,2014-08-29,2014-10-04,Sumpfbiene,1,114,4,242,42,38,4,0.02090592,0.001276967,0.001278605,0.0001029739,1.982724e-05,0.0001029815,1.982731e-05,100872.0,4.0,3.375743e-05,3.885182e-05,8.076315e-05,9.092079e-05,0.0
MAID,MaidSafeCoin,0.000191762,2.00347e-05,9.57149345885,6.0693204369,5.04885298818,2.58824399999,3.90145426661,2.89261152021,2.65379986121,37.743515656,28.2758113447,569337.659181,494547.891989,23363.2361911,7351.71094962,352420011.033,128582451.917,2,False,False,True,False,False,False,False,2014-04-27,2014-04-28,2014-04-19,2014-04-28,Chang Hum,1,238,1,604,173,139,34,0.03233305,0.001629114,0.001630645,0.0001526033,2.603862e-05,0.0001526167,2.603872e-05,463836.7,3.0,0.0001786941,0.0001516802,0.0004122145,0.000375866,0.0
JUDGE,Judgecoin,2.22132e-05,2.6e-07,85.4353846154,85.4353846154,65.3329411765,9.2987814887,9.2987814887,3.83620751611,3.83620751611,5.55351558947,17.4015551025,959089.111213,783388.035154,3037.77302744,17.4015551025,524621743.833,783388.035154,0,False,False,False,False,False,False,False,2014-07-07,2014-07-08,2014-06-26,2014-07-08,judgecrypto,1,220,8,61,213,203,10,0.009659219,0.00145997,0.001462288,0.0001167796,2.20208e-05,0.0001167887,2.202089e-05,232564.2,4.0,4.081056e-05,3.704294e-05,0.0001326862,0.0001287114,0.0
BCX,BattleCoin,3.49883e-05,7.2e-07,48.5948611111,48.5948611111,43.1954320988,10.8724077453,11.1313585744,4.34489563442,6.28745000272,0.566607906975,61.5575516251,70362.1559619,2820166.1366,399.458574417,184.672654875,49605319.9531,8460498.4098,0,False,False,False,False,False,False,False,2014-01-30,2014-01-31,2014-01-11,2014-01-31,jackofall1232,1,144,15,194,207,199,8,0.04056795,0.002942971,0.002953899,0.0003035008,3.897333e-05,0.0003035746,3.897362e-05,120492.8,3.0,0.0001040873,0.0001027256,0.0002832505,0.0003003684,0.0
BTCRY,BitCrystal,7.2199e-07,9.93157e-09,72.6964618887,72.6964618887,72.1643611067,15.6259123126,22.0394638003,10.4891346703,7.90591025532,0.591331035754,1.00286574332,8590909.66464,17542732.7911,171.486000369,76.2177964926,2491363802.74,1333247692.12,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-02-24,2015-03-22,bitcrystal,1,141,7,142,88,86,2,0.01698015,0.001122239,0.001123727,9.027509e-05,1.378702e-05,9.028294e-05,1.378702e-05,3933.233,4.0,1.311132e-05,1.200439e-05,4.372235e-05,4.31618e-05,0.0
ICASH,iCash,1.76072e-06,1.00064e-08,175.959385993,58.6906666667,44.0351737177,4.64622203101,10.5489875364,5.5331341993,3.39812580196,0.326166295376,0.382542198247,1024990.8467,1351151.35836,93.2835604776,70.3877644774,293147382.157,248611849.938,1,False,False,False,False,False,False,False,2015-03-27,2015-03-27,2015-03-19,2015-03-27,cryptodev35,1,70,1,8,49,49,0,0.05952381,0.001122056,0.001122976,9.042952e-05,1.376273e-05,9.043543e-05,1.376273e-05,0.0,4.0,3.074846e-05,2.826529e-05,9.66798e-05,9.602878e-05,0.0
HZ,Horizon,2.91195e-06,5.00014e-08,58.2373693537,9.09680200683,7.66302631579,3.98128744678,4.28708555511,3.04515433019,3.08933417982,3.86739726812,2.61141867414,4044307.60748,2018929.37621,2096.12931932,185.410725864,2192014723.25,143343985.711,2,False,False,True,False,False,False,True,2014-07-14,2014-07-14,2014-10-14,2014-07-14,Pizpie,1,48,0,54,6,0,6,0.1333333,0.001456402,0.001459186,1.663036e-05,2.183134e-05,1.663036e-05,2.18315e-05,0.0,inf,1.004449e-06,9.20757e-07,3.904649e-06,3.846287e-06,0.0
XST,Stealthcoin,0.000143358,3.73649e-06,38.367023597,29.1162635774,19.259488144,6.20420223701,7.6252129299,3.58200982909,3.40136340613,19.0517364936,83.2390902898,476035.570957,2117666.51485,10402.2481255,6326.17086202,259915421.743,160942655.129,3,False,False,True,False,False,False,True,2014-07-10,2014-07-10,2014-05-25,2014-07-10,stealthdev,1,7,1,46,70,69,1,0.01904762,0.001461952,0.001463463,0.0001163847,1.673388e-05,0.0001163949,1.673388e-05,505.825,4.0,8.618474e-06,7.703726e-06,2.641774e-05,2.534039e-05,1.0
SMBR,Sembro Token,1.00282,5.00231e-06,200471.382221,200471.382221,53313.1313131,72.5731782752,72.5731782752,14075.5118085,14075.5118085,2.54866014727,97.4928116559,35772.8166557,97.2186550486,1131.60510539,97.4928116559,15883130.5951,97.2186550486,1,False,False,False,False,False,False,True,2014-10-20,2014-10-20,2014-10-11,2014-10-20,Sembro Development,1,29,2,46,58,58,0,0.002419843,0.001267124,0.001268233,0.0001020569,1.490402e-05,0.0001020627,1.490402e-05,0.0,4.0,9.222625e-06,8.306288e-06,3.094385e-05,2.995019e-05,0.0
CLOAK,CloakCoin,0.00329635,1.80389e-05,182.735643526,182.735643526,43.3502104156,12.3113422468,16.0132855791,7.25374289961,8.08922569924,52.3027315227,336.047816984,115094.139704,615399.517478,30283.2815516,18146.5821171,66639506.8885,33231573.9438,2,False,False,False,False,False,False,True,2014-06-06,2014-06-06,2014-06-03,2014-06-06,TheDagger,1,43,2,6,239,239,0,0.008227559,0.001555345,0.001557941,0.0001280221,1.766535e-05,0.0001280334,1.766535e-05,0.0,3.0,5.830161e-05,5.641785e-05,0.0001930725,0.0002004907,0.0
MWC,MultiWalletCoin,4.66355e-06,3.24342e-07,14.3784955387,11.658875,7.77258333333,2.27022982901,2.67490381659,2.10499423608,2.39729242595,1.30462090772,8.68595570991,588868.885511,3782004.25845,667.965904753,538.529254015,301500869.381,234484264.024,1,False,False,False,False,False,False,True,2014-08-09,2014-08-09,2014-08-23,2014-08-09,sovie,1,175,1,91,89,33,56,0.01907001,0.001396358,0.001398472,0.000111851,2.110346e-05,0.0001118606,2.110356e-05,172534.7,4.0,9.510983e-06,8.589958e-06,3.384557e-05,3.285025e-05,0.0
DEM,Deutsche eMark,0.000806651,2.78514e-06,289.626733306,289.626733306,213.182605019,21.6050079352,24.0307958426,32.8611837098,32.8611837098,1.40784269662,0.0,57352.4082759,0.0,1060.10555055,0.0,43186363.4317,0.0,3,False,False,False,False,False,False,False,2013-12-14,2013-12-14,2013-10-15,2013-12-14,Bzzzum,1,28,1,60,60,57,3,0.06158192,0.005076295,0.005096131,0.0005564414,6.799594e-05,0.000556679,6.799723e-05,36197.63,4.0,5.891708e-05,4.882058e-05,0.0001777701,0.0001595074,0.0
FLO,FlorinCoin,4.94256e-05,2.26242e-07,218.463415281,218.463415281,31.9586175681,10.1195280626,11.3117952819,11.4434938999,11.4434938999,1.63336193321,0.0,378171.783833,0.0,1259.3220505,0.0,291570445.335,0.0,2,False,False,True,False,False,False,True,2013-11-27,2013-11-27,2013-06-17,2013-11-27,skyangel,1,242,5,216,425,346,79,0.06902224,0.008026018,0.008090584,0.0006571338,7.931749e-05,0.000657532,7.931944e-05,86782.6,3.0,0.0002200001,0.0002090104,0.0005700162,0.0005734293,0.0
LKY,Luckycoin,9.91319e-05,1.6e-07,619.574375,619.574375,173.915614035,10.5267124589,18.2379996764,8.91729566084,8.91729566084,0.477588442918,0.0,42960.9172194,0.0,447.022782571,0.0,40211418.5173,0.0,1,False,False,False,False,False,False,False,2013-06-14,2013-06-14,2013-05-24,2013-06-14,LuckyC,1,6,2,21,275,275,0,0.05836762,0.01238386,0.01251917,0.0008614964,7.521059e-05,0.000862051,7.521059e-05,0.0,3.0,0.0003704324,0.0003186201,0.001026018,0.0009593467,0.0
XSI,StabilityShares,0.000100354,4e-07,250.885,10.0253746254,3.62684226124,5.48019791944,7.73130882917,4.75987278665,2.63649376797,4.44931591718,2.61861205438,211034.714644,218010.697405,2776.37313232,1021.25870121,131685661.938,85024171.9879,2,False,False,False,False,False,False,False,2014-04-23,2014-04-23,2014-04-16,2014-04-23,cryptonewbie,1,165,6,62,59,27,32,0.0369026,0.001647291,0.00164927,0.0001606575,2.648404e-05,0.0001606792,2.648417e-05,142547.3,4.0,7.750819e-06,6.864578e-06,2.477671e-05,2.36609e-05,0.0
VIOR,Viorcoin,0.000129331,9.2e-07,140.577173913,140.577173913,76.9827380952,6.55630240916,9.48010454167,6.05468500687,10.48247565,2.20660719075,13.8313516338,103303.241094,325868.804996,900.295733827,580.916768619,42147722.3662,13686489.8098,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2015-05-07,2014-11-23,MikeMike,1,65,0,254,8,0,8,0.1071429,0.001235466,0.001237014,1.456664e-05,1.919141e-05,1.456664e-05,1.91915e-05,0.0,inf,8.985775e-07,8.22988e-07,3.467361e-06,3.415514e-06,1.0
BLOCK,Blocknet,0.000625744,5.04326e-05,12.40753005,12.40753005,8.65276863595,3.10259650311,5.60773725501,2.6927064049,2.33293636722,3.9476085273,6.2259313649,16987.3794483,27623.2977859,1701.41927527,1313.67151799,7321560.54221,5828515.83283,3,False,False,True,False,False,True,True,2014-11-01,2014-11-01,2014-10-20,2014-11-01,synechist,1,327,2,421,241,224,17,0.01420844,0.001251704,0.001253092,0.000100553,1.943425e-05,0.0001005609,1.943432e-05,1048249.0,3.0,0.0001344493,0.0001185261,0.0003565875,0.0003406573,0.0
PTC,Pesetacoin,9.89835e-05,2.3e-07,430.363043478,430.363043478,383.67333491,15.9339268007,16.5656877312,35.6055778168,36.0695836317,1.37669639316,2.62858681718,495214.561587,77810.201876,941.660332923,28.914454989,338726760.126,855912.220636,2,False,False,False,False,False,False,True,2014-02-22,2014-02-22,2014-01-07,2014-02-22,CryptoMP,1,154,10,69,215,205,10,0.02134319,0.002202948,0.002208491,0.0002350065,3.268007e-05,0.0002350505,3.268035e-05,175055.7,4.0,6.00081e-05,5.802099e-05,0.0002176855,0.0002258652,0.0
ROX,ROXcoin,0.00011195,1e-07,1119.5,1119.5,12.0376344086,14.3127056054,16.8769880866,3.70397924782,4.59529994208,3.5068329838,157.421252088,116027.124588,1575549.38201,1918.23764214,944.527512531,63466837.1494,9453296.29209,1,False,False,False,False,False,True,False,2014-07-01,2014-07-01,2014-06-28,2014-07-01,Roxcoin,1,23,1,3,107,107,0,0.009345794,0.001481402,0.001482958,0.0001185224,1.697706e-05,0.0001185309,1.697706e-05,0.0,4.0,1.874686e-05,1.629011e-05,5.774061e-05,5.460907e-05,0.0
DOT,Dotcoin,3e-07,8.98883e-08,3.33747551127,2.30078993788,2.29285927194,1.57626663537,7.49804070429,1.5419154245,1.57359948799,0.687240734408,0.739959354481,3532223.6291,3785045.50421,224.040479417,187.949676038,1151504903.09,961401558.07,2,False,False,False,False,False,False,False,2015-02-15,2015-02-15,2014-03-31,2015-02-15,KimDotCoin,1,40,1,321,63,62,1,0.01484895,0.001149294,0.001150227,9.238454e-05,1.398777e-05,9.238929e-05,1.398777e-05,219.1667,4.0,9.951617e-06,8.875463e-06,3.057004e-05,2.947161e-05,0.0
MNC,Mincoin,0.00273946,4.05e-06,676.409876543,676.409876543,676.409876543,10.0969105438,11.1444218148,6.39642171559,6.39642171559,4.65987931458,0.0,10880.4484241,0.0,4557.36196966,0.0,10641078.5587,0.0,0,False,False,False,False,False,False,False,2013-05-02,2013-05-03,2013-04-03,2013-05-03,SuperTramp,1,182,3,622,183,151,32,0.05677955,0.01573586,0.01600244,0.001082606,0.0001552645,0.001083562,0.0001552733,120410.3,3.0,0.0005454799,0.0005017979,0.001328134,0.001311612,0.0
PTS,BitShares PTS,0.0309187,9.51224e-08,325041.210062,325041.210062,257655.833333,6.478331431,10.9006128346,203.582353004,331.896305847,90.2033946087,312.326903626,593938.921217,11875.6227859,70088.0376109,29983.3827481,461490541.785,1140059.78744,3,False,False,True,False,False,True,False,2013-11-21,2013-11-21,2013-11-05,2013-11-21,FreeTrade,1,561,32,782,432,387,45,0.05078425,0.008371789,0.008448502,0.0006736383,8.19166e-05,0.000674047,8.191831e-05,387556.2,2.0,0.0008198561,0.0009054248,0.00137653,0.001576455,1.0
MNE,Munne,7.24281e-05,2.7e-07,268.252222222,268.252222222,100.594583333,5.93748627267,6.25167520946,1.66145301093,2.18715439264,2.96068535635,245.66333567,67916.1761763,4244656.51029,1293.81950073,982.65334268,29679368.989,16978626.0411,0,False,False,False,False,False,False,False,2014-10-25,2014-10-25,2014-09-26,2014-10-25,Mchrono,1,98,2,30,134,134,0,0.008079901,0.001256246,0.001257652,0.0001016451,1.484076e-05,0.0001016505,1.484076e-05,0.0,4.0,3.246776e-05,2.965823e-05,9.838815e-05,9.594011e-05,0.0
TRI,Triangles,0.005152,3.34972e-05,153.803900027,46.8363636364,9.85915492958,7.19116451832,8.64572791073,13.0488078785,6.95525496471,0.724047049681,0.79531687734,1833.84139097,3187.99013636,387.365171579,171.788445505,981105.144169,688605.869453,3,False,False,False,False,False,False,True,2014-07-21,2014-07-21,2014-07-16,2014-07-21,3angle,1,12,1,5,78,77,1,0.01764902,0.001442661,0.001444124,0.0001132329,2.161785e-05,0.0001132401,2.161793e-05,49512.28,4.0,1.376794e-05,1.224921e-05,4.342858e-05,4.16617e-05,0.0
TRK,Truckcoin,4.62602e-05,1.71179e-07,270.24459776,243.474736842,34.5173854649,18.3939320013,21.1013694603,30.252252132,30.0853933904,0.261719001727,0.195440069661,171153.372186,124956.850128,141.328260933,18.1759264785,92422820.9803,11620987.0619,2,False,False,False,False,False,False,True,2014-07-16,2014-07-16,2014-07-29,2014-07-16,noise23,1,89,0,136,14,0,14,0.05494505,0.001442453,0.001444273,1.658732e-05,2.177341e-05,1.658732e-05,2.177348e-05,0.0,inf,1.002646e-06,9.19149e-07,3.896602e-06,3.838437e-06,0.0
AM,AeroMe,7.00739e-05,9e-07,77.8598888889,77.8598888889,66.1074528302,3.95292094177,4.74306538293,2.73803799107,2.98138123344,4.93673893415,25.2241721541,192896.053363,889118.451653,2705.33293592,1387.32946848,105707037.243,48901514.8409,1,False,False,False,False,False,False,True,2014-07-07,2014-07-07,2015-02-14,2014-07-07,aeros,1,29,1,15,134,134,0,0.005162159,0.001461875,0.001463374,0.0001172571,1.680955e-05,0.0001172653,1.680955e-05,0.0,4.0,2.154252e-05,1.909775e-05,7.326596e-05,7.015479e-05,0.0
TRC,Terracoin,0.00566366,5.59e-06,1013.17710197,1013.17710197,871.332307692,12.8540607363,13.6760788163,59.4127610471,59.4127610471,4.71921695517,0.0,49505.3921469,0.0,4643.70948389,0.0,48713305.8726,0.0,1,False,False,False,False,False,False,False,2013-04-28,2013-04-28,2012-10-31,2013-04-28,celkaris,1,107,8,179,85,56,29,0.1601266,0.01498765,0.01529127,0.00112893,0.000161481,0.001130578,0.0001614922,32149.07,3.0,0.0002148791,0.0002173924,0.0004775698,0.0005242823,0.0
KOBO,Kobocoin,1e-05,4.20363e-07,23.7889633483,17.5438596491,3.84615384615,2.71725664139,14.9346745257,4.55698493315,1.94311171827,0.321222453975,0.382581939191,146380.588295,175088.798621,104.076075088,103.297123581,47427310.6077,47273975.6277,1,False,False,False,False,False,False,False,2015-02-15,2015-02-15,2015-01-11,2015-02-15,TheTribesman,1,328,7,428,222,175,47,0.04723952,0.001149763,0.001150961,9.237199e-05,1.851046e-05,9.23786e-05,1.851055e-05,516982.3,3.0,7.109261e-05,6.557723e-05,0.0001492347,0.0001437449,0.0
VCN,Vcoin,1.62057e-06,9.00456e-08,17.9972147445,6.23296153846,2.22082593889,2.94808128546,4.45797803945,4.01660516369,2.33160031662,0.0162770175025,0.0187699206504,40342.8130534,60569.6456536,3.43445069303,1.95207174764,8512333.55427,6299243.14798,1,False,False,False,False,False,False,False,2015-06-10,2015-06-10,2015-05-13,2015-06-10,chrisvl,1,122,4,310,70,46,24,0.02981366,0.001085722,0.001086589,8.507526e-05,1.779974e-05,8.508062e-05,1.779981e-05,203370.7,3.0,4.92305e-06,4.327296e-06,1.453084e-05,1.375072e-05,0.0
SAK,Sharkcoin,0.00303308,0.000102219,29.6723701073,14.3249548962,14.113782096,3.39558039122,4.38309249774,2.76229220312,2.85512246991,4518.34595248,1942.96265166,4114956.34653,1118459.953,1373577.16956,157379.974785,1250946729.34,90595256.1927,4,False,False,False,False,False,False,False,2015-03-08,2015-03-08,2014-05-20,2015-03-08,SAKTeam,1,1,1,292,29,29,0,0.004926108,0.001133455,0.001134451,9.078877e-05,1.386405e-05,9.079269e-05,1.386405e-05,0.0,4.0,6.814133e-06,6.078648e-06,2.272955e-05,2.181858e-05,0.0
NIRO,Nexus,1.80205e-05,2.02e-06,8.92103960396,8.92103960396,4.12368421053,3.10477434206,3.10477434206,2.47181154688,2.47181154688,2.10642710115,24.5326769325,288931.540816,1361376.0402,728.823776998,24.5326769325,99970313.1224,1361376.0402,1,False,False,False,False,False,False,True,2015-01-25,2015-01-25,2014-06-19,2015-01-25,KryptoKash,1,84,2,220,131,128,3,0.01879037,0.001154787,0.001155861,9.349221e-05,1.8646e-05,9.349718e-05,1.864605e-05,2889.592,3.0,1.862989e-05,1.669657e-05,4.529102e-05,4.211874e-05,0.0
USDE,USDe,2.2147e-06,7e-08,31.6385714286,31.6385714286,27.68375,5.48065175979,7.41790830426,3.53553706641,4.87551482206,2.39994885764,10.546832914,3831267.50516,12010271.2899,1677.56425149,970.308628084,2678055986.11,1104944958.68,0,False,False,False,False,False,False,False,2014-02-06,2014-02-06,2014-01-11,2014-02-06,USD-e,1,87,7,26,436,428,8,0.02223668,0.002718766,0.002727076,0.0002851522,3.660093e-05,0.0002852233,3.66013e-05,183883.6,3.0,0.0001746174,0.0001563322,0.0005518123,0.000531081,0.0
TIT,Titcoin,4.98764e-05,1.11518e-06,44.7249771337,44.7249771337,39.2727559055,14.1733692079,15.2861023824,10.4682030238,10.4961808117,1.78592134216,1.20353108094,374834.334361,148324.556325,891.17474974,25.2741526997,187042332.846,3114815.68283,2,False,False,False,False,False,False,True,2014-08-25,2014-08-25,2014-06-21,2014-08-25,RobertTitCoin,1,28,2,204,43,39,4,0.03654485,0.001364128,0.001365548,0.0001086675,2.066132e-05,0.0001086776,2.066143e-05,72527.87,4.0,9.520503e-06,8.465794e-06,3.138467e-05,3.00252e-05,0.0
VOOT,VootCoin,2.31969e-05,2.10139e-07,110.388361989,110.388361989,12.2088947368,9.72570842635,11.1149962123,3.56921926371,3.88417246201,9.8493680295,86.7828992766,1515485.00473,8923204.42082,5653.53724893,1996.00668336,869888392.716,205233701.679,1,False,False,False,False,True,False,False,2014-06-12,2014-06-12,2014-06-04,2014-06-12,MsCollec,1,1159,5,391,785,387,398,0.02159376,0.001551539,0.001553841,0.0001253462,2.295664e-05,0.0001253549,2.295674e-05,5209966.0,3.0,9.868523e-05,8.751981e-05,0.0003063238,0.0002928403,0.0
VOOT,VootCoin,2.31969e-05,2.10139e-07,110.388361989,110.388361989,12.2088947368,9.72570842635,11.1149962123,3.56921926371,3.88417246201,9.8493680295,86.7828992766,1515485.00473,8923204.42082,5653.53724893,1996.00668336,869888392.716,205233701.679,1,False,False,False,False,True,False,False,2014-06-12,2014-06-12,2014-06-04,2014-06-12,MsCollec,1,1159,5,391,785,387,398,0.02159376,0.001551539,0.001553841,0.0001253462,2.295664e-05,0.0001253549,2.295674e-05,5209966.0,3.0,9.868523e-05,8.751981e-05,0.0003063238,0.0002928403,0.0
ENRG,Energycoin,2.44e-06,1.31375e-07,18.5727878211,5.42222222222,2.1592920354,3.80583591633,12.2682720027,3.87894278558,2.33952438535,0.790954570668,0.847301368172,1257404.72361,1397387.1199,476.154651542,434.665601872,756957643.615,716859592.51,1,False,False,False,False,False,False,True,2014-05-15,2014-05-15,2014-04-29,2014-05-15,energycr,1,123,1,16,507,507,0,0.004669801,0.001600149,0.001601836,0.0001368345,1.854152e-05,0.000136844,1.854152e-05,0.0,3.0,0.0001518613,0.0001339682,0.0004693979,0.0004434413,0.0
NOXT,NobleNXT,0.000474719,8.015e-05,5.92288209607,5.92288209607,2.8962174364,2.05825506323,2.63930179426,1.37000546008,1.67118869867,0.495366757334,4.77992862269,1429.59342746,11210.0054404,194.183768875,124.27814419,560400.623563,291460.14145,1,False,False,True,False,False,False,False,2014-12-06,2014-12-06,2014-10-31,2014-12-06,Rofo,1,403,9,349,1175,1067,108,0.009060878,0.00121999,0.001221549,9.737273e-05,1.908708e-05,9.737993e-05,1.908717e-05,7241309.0,3.0,0.0002975035,0.0002772095,0.0008837059,0.0008833517,0.0
XCO,X-Coin,6.00668e-06,2.10027e-07,28.5995610088,28.5995610088,6.45799712939,5.44317112443,5.44317112443,3.94239283218,3.94239283218,0.481548682213,9.47087426337,316057.13524,1576723.62493,147.83544544,9.47087426337,97029540.5188,1576723.62493,2,False,False,False,False,False,False,True,2015-03-05,2015-03-06,2015-02-26,2015-03-06,el3ab,1,27,1,8,76,76,0,0.02385965,0.001133642,0.001134593,9.093194e-05,1.387444e-05,9.09382e-05,1.387444e-05,0.0,4.0,1.742597e-05,1.545781e-05,5.456998e-05,5.22663e-05,0.0
LTCD,LitecoinDark,2.73146e-05,2.24279e-07,121.788486662,121.788486662,121.788486662,10.5696680568,10.7987437993,3.35854178355,3.48635853707,8.31271908209,283.566605546,1022113.24245,16527447.574,4015.04331665,850.699816637,493680696.102,49582342.7221,2,False,False,False,False,False,False,False,2014-09-11,2014-09-11,2014-08-28,2014-09-11,Litecoindark,1,39,1,14,186,186,0,0.002557396,0.001320921,0.001322101,0.0001061759,1.541188e-05,0.0001061839,1.541188e-05,0.0,4.0,3.630334e-05,3.265335e-05,0.0001237411,0.0001203813,0.0
