coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted,nontrivial,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
VIA,2014-07-18,2014-07-19,btcdrak,1,196,5,411,333,317,16,0.005589927,0.0014580889999999999,0.001460115,0.0001134691,2.165134e-05,0.00011347700000000001,2.1651420000000002e-05,3.0,9.750708e-05,0.0003259418,0.0,viacoin,Viacoin,0.000599348,1.75882e-05,34.07671052182714,34.07671052182714,34.07671052182714,4.3629494845988495,4.775560722049419,1.9380746731305087,1.7607752853029317,6217815,6,False,False,True,True,False,True,True,2014-07-18
DBL,2013-07-04,2013-06-12,schnebi,1,230,25,40,58,21,37,0.23969250000000003,0.01267505,0.01284235,0.0008581833999999999,0.00011561139999999999,0.0008587807000000001,0.0001156153,3.0,3.283755e-05,0.0001031573,0.0,doubloons,Doubloons,0.00036800699999999995,1.17638e-06,312.8300379129193,312.8300379129193,63.98029861540922,17.826994849101638,23.02835478185935,46.40094218649149,46.40094218649149,5810,1,False,False,False,True,False,False,False,2013-07-04
SFR,2014-06-15,2014-04-28,saffroncoin,1,362,1,1,8,8,0,0.0,0.0016406970000000002,0.00164302,0.0001531678,1.957483e-05,0.0001531807,1.957483e-05,4.0,5.615891e-06,1.973207e-05,0.0,saffroncoin,SaffronCoin,3.51752e-05,2.03509e-06,17.284346146853462,17.284346146853462,16.360558139534884,3.859447952589904,4.5918218280120495,1.6569957852644144,1.6074991647082597,851700,1,False,False,False,True,False,False,False,2014-06-15
PYC,2014-12-06,2013-08-07,deppJ,1,24,2,70,26,25,1,0.15384620000000002,0.01028319,0.01038532,0.0008095215,6.509145000000001e-05,0.0008100795,6.509145000000001e-05,4.0,5.188277e-05,0.0001508783,0.0,paycoin,Paycoin,7.1937e-05,1.51e-06,47.64039735099338,47.64039735099338,47.64039735099338,9.91173191294086,11.80583541220101,2.0556512698636538,2.055078426092237,22281,1,False,False,False,True,False,False,False,2014-12-06
KORE,2014-06-21,2015-04-29,MikeMike,1,1,0,411,24,12,12,0.05928854,0.001114453,0.001115617,8.822636e-05,1.799932e-05,8.823247e-05,1.79994e-05,4.0,4.97979e-06,1.5173389999999999e-05,0.0,korecoin,KoreCoin,0.00028991900000000003,6.24e-06,46.461378205128206,46.461378205128206,15.171062271062267,3.9378459113807733,4.416085805041486,1.4232991669498076,1.8576372322414525,734133,1,False,False,False,False,False,False,True,2014-06-21
XLB,2014-05-13,2014-05-09,Libertycoin,1,67,6,58,49,49,0,0.01445578,0.0016364510000000001,0.001638549,0.0001436532,1.890395e-05,0.00014367,1.890395e-05,3.0,1.2548889999999999e-05,3.859892e-05,0.0,libertycoin,Libertycoin,0.000146847,5.05878e-07,290.2814512589992,290.2814512589992,172.76117647058825,23.29357655161026,28.93109823628844,1.8232692287091052,1.6863079174701654,4269322,1,False,False,False,True,False,False,False,2014-05-13
SWING,2015-09-28,2013-05-20,zerodrama,1,147,14,19,10,2,8,0.08888889,0.01389009,0.01405131,0.0009351514999999999,0.0001303323,0.000935579,0.0001303367,5.0,4.402828e-06,1.7837079999999998e-05,0,swing,Swing,0.000199908,3.8222e-05,5.230181570823086,2.189803089919641,1.7835233659868317,1.6846274192527222,1.4011650039863044,1.4163374976756178,1.3835267978178691,242523,2,False,False,False,False,False,False,True,2015-09-28
SLING,2015-04-21,2015-04-21,DG.Slayer,1,3,1,1,85,85,0,0.01820728,0.001118428,0.001119355,8.906941999999999e-05,1.362027e-05,8.90741e-05,1.362027e-05,3.0,1.284807e-05,4.336e-05,0,sling,Sling,0.000912011,4.445e-05,20.517682789651293,20.517682789651293,20.517682789651293,3.7415123174279183,3.7415123174279183,1.5777404525818004,1.5777404525818004,413036,3,False,False,False,True,False,False,True,2015-04-21
PLNC,2014-04-15,2014-03-11,WalutowyKrol,1,17,1,49,11,6,5,0.0,0.0018999870000000001,0.001902865,0.00020425490000000002,3.0120759999999995e-05,0.0002042917,3.012091e-05,4.0,1.7409400000000002e-06,6.835847e-06,0.0,plncoin,PLNcoin,2.70543e-05,1.80055e-07,150.2557551859154,150.2557551859154,12.024133333333333,7.673377138027581,9.05982234691347,1.8544568988080736,2.008024992289184,39874,1,False,False,False,False,False,False,False,2014-04-15
PKB,2015-05-18,2015-04-30,ParkByte,1,43,2,1,23,23,0,0.07114625,0.00111452,0.00111549,8.812521999999999e-05,1.3562820000000001e-05,8.813046999999999e-05,1.3562820000000001e-05,4.0,2.5304169999999998e-06,9.550374e-06,0,parkbyte,ParkByte,0.000100039,5.4996199999999995e-06,18.190165866005284,16.78796839051044,16.78796839051044,5.017484605686809,6.20458108138637,4.905990880597388,6.0693940309559125,10527,3,False,False,False,False,False,False,True,2015-05-18
TENNET,2015-08-10,2015-06-20,TenneT,1,17,1,1,14,14,0,0.14285710000000001,0.0010889019999999999,0.001089836,8.516075999999999e-05,1.332889e-05,8.516575999999999e-05,1.332889e-05,4.0,8.333472e-06,2.998702e-05,0,tennet,TenneT,2.4649900000000003e-06,1.09957e-07,22.417763307474736,22.417763307474736,22.3965800783202,3.3539988049160003,3.407421603683664,3.289780025712897,3.2904739100342875,3994,2,False,False,False,False,False,False,False,2015-08-10
GCC,2015-08-20,2015-06-22,GCMATeam,1,11,2,1,0,0,0,0.0,1.3321079999999999e-05,1.3321079999999999e-05,1.3321079999999999e-05,1.3321079999999999e-05,1.3321079999999999e-05,1.3321079999999999e-05,inf,7.664024e-07,3.17287e-06,0,guccionecoin,GuccioneCoin,1.38958e-06,1.40078e-07,9.920044546609748,9.920044546609748,9.920044546609748,3.741391995556792,4.0008289593531,2.2875806481473693,2.69708729732028,443,1,False,False,False,False,False,False,False,2015-08-20
DOGED,2014-10-25,2014-10-10,Dogedarkdev,1,46,2,1,21,21,0,0.07619048,0.001283236,0.001284335,0.00010284290000000001,1.5006229999999997e-05,0.0001028503,1.5006229999999997e-05,4.0,1.81641e-06,6.844498e-06,0.0,dogecoindark,DogeCoinDark,1.2986599999999998e-07,7.3538e-09,17.659713345481247,3.2486641717865075,2.5964320202490754,3.519889871395812,2.39776532962033,1.6051898450791404,1.4956103731000607,357888,9,False,False,False,True,False,False,True,2014-10-25
CSC,2013-07-25,2013-07-19,transcoder,1,46,4,8,32,31,1,0.1330645,0.01111768,0.01125867,0.0008444944,0.0001017684,0.00084528,0.00010177149999999999,3.0,3.525567e-05,0.0001081351,0.0,casinocoin,CasinoCoin,9.32121e-05,1.06e-06,87.9359433962264,87.9359433962264,1.3760274579273692,11.224933996710481,15.183249015929999,4.269822694163406,4.269822694163406,403172,2,False,False,False,True,False,False,False,2013-07-25
GCN,2014-11-16,2014-04-05,Mr G,1,20,1,1,0,0,0,0.0,2.0721950000000002e-05,2.0721950000000002e-05,2.0721950000000002e-05,2.0721950000000002e-05,2.0721950000000002e-05,2.0721950000000002e-05,inf,1.0624590000000001e-06,4.507822e-06,0.0,gcoin,GCoin,1.9947e-09,1.047e-10,19.051575931232094,9.234722222222222,7.8593380614657224,4.888218538655353,3.8261643000536014,2.7188860021736847,2.3060450639090098,6965,2,False,False,False,False,False,False,False,2014-11-16
SHA,2014-06-25,2014-03-18,matt4054,1,168,4,369,81,26,55,0.0382716,0.0018419979999999999,0.001844254,0.00019397630000000002,2.9296740000000003e-05,0.00019400209999999998,2.9296859999999998e-05,4.0,1.435555e-05,3.797554e-05,1.0,shacoin,SHACoin,3.6877899999999997e-07,9.9937e-09,36.90114772306553,36.90114772306553,36.8779,5.1857404589633935,5.436098952631401,1.8349200213897865,1.930129397872946,10689,2,False,False,False,False,False,False,False,2014-06-25
CAGE,2014-04-15,2014-01-02,Nicolas_Cage,1,19,3,1,19,19,0,0.07602339,0.0038706540000000003,0.003883215,0.0004090658,3.814028e-05,0.000409216,3.814028e-05,4.0,1.3660050000000001e-05,4.490888e-05,0.0,cagecoin,CageCoin,9.120000000000001e-10,1.8e-11,50.66666666666666,50.66666666666666,4.086021505376344,4.142463690830955,4.573953873774342,2.560819384985507,3.540188552387471,8192,2,False,False,False,False,False,False,False,2014-04-15
BTQ,2014-07-29,2014-02-16,BitQuark,1,340,1,1,8,8,0,0.0,0.0023731029999999997,0.002377955,0.00025297,2.529404e-05,0.00025301349999999997,2.529404e-05,4.0,2.506433e-06,1.0698210000000001e-05,0.0,bitquark,BitQuark,1.4123099999999999e-05,9.000000000000001e-07,15.692333333333336,15.692333333333336,15.692333333333336,3.624356733738793,4.0743991616427016,4.504564289043271,5.374093627668884,5378,1,False,False,False,False,False,False,False,2014-07-29
XCE,2015-06-10,2015-06-07,Cerium,1,21,1,1,18,18,0,0.04575163,0.001092488,0.001093526,8.567916999999999e-05,1.3384549999999999e-05,8.568443e-05,1.3384549999999999e-05,4.0,1.350714e-06,4.999875e-06,0,cerium,Cerium,1.3011e-05,1.8509400000000002e-06,7.029401277188888,7.029401277188888,7.029401277188888,1.4656586712024184,1.5657284650662402,1.4231927629907777,1.3670220248182798,9550,2,False,False,False,False,False,False,False,2015-06-10
XCH,2014-10-04,2014-08-12,btcdrak,1,406,9,435,460,439,21,0.0072525390000000006,0.00141686,0.001418811,0.0001117832,2.10073e-05,0.0001117935,2.100737e-05,3.0,0.0001461387,0.0004770279,0.0,clearinghouse,ClearingHouse,5.838919999999999e-06,3.1e-07,18.835225806451614,18.835225806451614,12.164416666666668,2.7108316546369937,2.729178403022427,1.4931979614760882,1.4917385665606182,46369,2,False,False,True,False,False,True,False,2014-10-04
SSV,2014-09-07,2014-06-23,SSVCoin,1,14,1,1,15,15,0,0.0,0.001521469,0.001523453,0.0001229089,1.718981e-05,0.0001229185,1.718981e-05,4.0,2.043549e-06,8.561889e-06,0,ssvcoin,SSVCoin,2.4526100000000002e-05,9.96969e-08,246.00664614446384,246.00664614446384,81.75366666666666,18.251719969644803,21.18948304730068,1.984558380946709,1.7605779478822556,164378,1,False,False,False,True,False,False,False,2014-09-07
XCN,2014-08-02,2014-07-19,Cryptonite XCN,1,3,1,1,1,1,0,0.0,0.001454518,0.0014564670000000001,1.6498929999999998e-05,1.649866e-05,1.6498929999999998e-05,1.649866e-05,inf,1.03898e-06,4.353543e-06,1.0,cryptonite,Cryptonite,7.59837e-05,3.50188e-07,216.97973659862703,216.97973659862703,84.86195805133016,18.906592452153827,18.906592452153827,2.31671911607483,2.31671911607483,407458,3,False,False,True,False,True,True,False,2014-08-02
MOON,2014-01-06,2013-12-29,deaconboogie,1,30,1,1,62,62,0,0.01903755,0.004271038,0.004285119,0.00043548809999999997,3.955696e-05,0.00043560129999999997,3.955696e-05,4.0,5.787729e-05,0.0001958702,0.0,mooncoin,Mooncoin,2.45932e-07,2.8069999999999997e-10,876.1382258639114,876.1382258639114,130.9542066027689,25.446589501152587,25.939020542425823,2.3969110446131863,2.3609534984654994,4342351,4,False,False,False,True,False,False,False,2014-01-06
BTE,2013-05-10,2013-04-07,brie,1,107,3,43,16,0,16,0.4416667,0.02184861,0.02221301,0.0001212415,0.0001952484,0.0001212415,0.0001952587,inf,6.0073789999999995e-06,2.4187670000000004e-05,0.0,bytecoin-bte,Bytecoin,0.000600445,2.11e-06,284.5710900473933,284.5710900473933,119.6105577689243,10.540257872309622,10.60945862087183,3.836274703951236,3.836274703951236,185522,1,False,False,False,True,False,False,False,2013-05-10
XCP,2014-02-15,2014-01-03,PhantomPhreak,1,147,1,1,17,16,1,0.01666667,0.003888097,0.0039000370000000003,0.0004033199,3.7821479999999996e-05,0.0004034424,3.7821479999999996e-05,3.0,0.00010248600000000001,0.0003044227,0.0,counterparty,Counterparty,0.0218774,0.00253535,8.62894669375037,6.665651059836508,6.665651059836508,3.368840107495205,2.9145217764859908,2.28927241886482,1.608183663922028,7578111,7,False,False,True,False,False,True,True,2014-02-15
BTC,2013-04-28,2012-03-15,joshbb,1,25,6,6,1,0,1,0.0,0.03079226,0.03184412,0.00020169419999999997,0.0003515767,0.00020169419999999997,0.00035161800000000005,inf,1.131068e-05,4.2475600000000004e-05,1.0,bitcoin,Bitcoin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16353603910,59,True,True,False,True,True,True,False,2013-04-28
BTB,2013-05-09,2013-05-05,sido,1,60,2,19,24,18,6,0.2597403,0.01587336,0.0161392,0.00109254,0.0001517504,0.0010936589999999999,0.0001517589,3.0,4.410019e-05,0.0001281337,1.0,bitbar,BitBar,0.8942100000000001,0.00068821,1299.327240231906,1299.327240231906,501.7394036650919,27.516511205735803,27.516511205735803,9.695584872525057,9.695584872525057,728223,3,False,False,False,True,False,True,False,2013-05-09
JBS,2014-09-07,2014-09-02,jyap,1,28,1,108,29,21,8,0.04558405,0.00135805,0.001359454,0.0001074861,2.043041e-05,0.0001074933,2.043049e-05,4.0,1.8789979999999997e-05,5.8620290000000005e-05,0.0,coinmarketscoin,Jumbucks,0.000144981,7.434210000000001e-06,19.501870407212067,1.7243630914151145,1.7243630914151145,2.6227456801940723,1.2749414597393138,2.197889674488823,1.2673625141534517,381037,3,False,False,False,True,False,False,True,2014-09-07
ISR,2014-04-08,2014-03-25,IsraelCoin,1,34,3,1,1,1,0,0.0,0.001785782,0.001789456,0.0001832361,2.1427960000000003e-05,0.00018326439999999999,2.1427960000000003e-05,5.0,1.14099e-06,4.806336e-06,0.0,isracoin,Isracoin,0.000604306,1.4e-07,4316.471428571428,4316.471428571428,4316.471428571428,24.041660240664854,24.248376127230788,2.0393216447657827,2.018418834855296,420532,0,False,False,False,False,False,False,False,2014-04-08
SPHR,2015-05-02,2015-05-01,ChronoSphereDev,1,9,1,1,60,60,0,0.02090395,0.001113365,0.0011142839999999999,8.807943000000001e-05,1.3556559999999999e-05,8.80841e-05,1.3556559999999999e-05,4.0,5.578621e-06,2.1066170000000003e-05,0,sphere,Sphere,3.54705e-05,4.004940000000001e-06,8.856686991565416,8.445357142857143,8.445357142857143,1.985215087811331,1.9480918280004444,2.112704072346664,1.7916854009158587,69179,2,False,False,False,False,False,False,True,2015-05-02
UTIL,2014-09-30,2014-09-27,utilitycoin,1,9,1,1,28,28,0,0.04232804,0.001303286,0.001304571,0.0001042358,1.516323e-05,0.0001042442,1.516323e-05,4.0,2.6052099999999995e-06,1.0138860000000001e-05,0.0,utilitycoin,UtilityCoin,0.00017648900000000002,3.77e-06,46.81405835543767,46.81405835543767,35.510865191146884,9.21587384797176,9.43013790202867,1.661860341114923,1.6939878896814289,468381,1,False,False,False,True,False,False,False,2014-09-30
OCTO,2015-03-22,2015-02-20,OCTOPARTY,1,179,1,1,2,2,0,0.0,0.001147139,0.001148317,9.247329e-05,1.394817e-05,9.247835999999999e-05,1.394817e-05,4.0,7.749519e-06,2.5183939999999997e-05,0,octo,Octo,5.88368e-06,3.7485300000000004e-08,156.95966152064946,156.95966152064946,22.629538461538463,6.214017068809904,7.657391130261968,4.073235728644395,3.8864060027487097,1830,2,False,False,False,False,False,False,True,2015-03-22
2BACCO,2015-07-25,2015-06-23,2bacco,1,44,2,1,8,8,0,0.07142857,0.00109006,0.001091097,8.49148e-05,1.3313979999999999e-05,8.491988000000001e-05,1.3313979999999999e-05,4.0,3.437445e-06,1.139098e-05,0,2bacco,2BACCO,2.86141e-07,2e-08,14.30705,14.30705,7.153525,3.4762512628843973,3.4762512628843973,1.941321878944852,1.941321878944852,87,2,False,False,False,False,False,False,False,2015-07-25
ISL,2015-09-28,2015-05-06,isladev,1,26,2,1,18,18,0,0.04575163,0.00111193,0.001112973,8.767676999999999e-05,1.3528689999999999e-05,8.768226000000001e-05,1.3528689999999999e-05,4.0,1.393016e-06,5.464406e-06,0,islacoin,IslaCoin,2.84989e-05,7.70335e-06,3.6995463012845065,3.2311678004535147,2.9638931875665597,2.1584270551779885,2.2256170406542797,1.6558422105565862,1.6865054553370835,432739,2,False,False,False,False,False,False,False,2015-09-28
DGB,2014-02-06,2014-02-04,sa_ddam213,1,24,9,30,7,5,2,0.0,0.002838292,0.002845965,0.0002963961,3.734994e-05,0.0002964517,3.735038e-05,4.0,4.578905e-06,1.6038229999999997e-05,0.0,digibyte,DigiByte,1.8531799999999998e-06,1.09935e-07,16.85705189430118,16.85705189430118,3.6474966982831063,4.630652800467552,4.630652800467552,3.3197361079000784,3.3197361079000784,2061444,6,False,False,True,True,False,False,True,2014-02-06
DGC,2013-06-09,2013-05-21,schnebi,1,172,13,18,13,5,8,0.1666667,0.01386747,0.01400728,0.0009263848,0.00012786309999999999,0.0009270488,0.0001278682,3.0,3.499128e-05,0.0001087927,0.0,digitalcoin,Digitalcoin,0.000794928,1.25298e-05,63.442991907293006,63.442991907293006,27.090705853485645,7.359880548532288,10.805135903241636,4.056687685667026,4.056687685667026,3270771,9,False,False,False,True,True,True,True,2013-06-09
ECC,2014-03-20,2014-03-07,hostmaster,1,968,44,97,547,237,310,0.02650099,0.001985971,0.001989547,0.0002118643,3.069518e-05,0.0002118946,3.069535e-05,3.0,5.3879880000000004e-05,0.0001674111,0.0,eccoin,ECCoin,9.94776e-08,7.439999999999999e-10,133.70645161290324,133.70645161290324,64.1584005159626,7.016655945847048,8.094048203532187,1.5574612910691048,1.44015724284089,925146,4,False,False,False,False,False,False,False,2014-03-20
LIQUID,2015-02-06,2014-04-02,Bitcoin Magazine,1,289,28,2,34,12,22,0.1016043,0.0017665089999999999,0.001768869,0.0001752705,2.776578e-05,0.0001752951,2.7765920000000003e-05,4.0,3.581125e-06,1.160098e-05,0,liquid,LIQUID,0.018114500000000002,0.00486451,3.7238077421980833,2.2097617685413455,2.2097617685413455,1.761452424489177,1.1735305705156798,1.856362747036004,1.1474962311430068,55154,2,False,False,True,False,False,False,False,2015-02-06
ASC,2013-12-31,2013-09-12,asicuser,1,26,2,2,22,18,4,0.12554110000000002,0.009411232,0.009499561,0.0007494082000000001,9.168493000000001e-05,0.0007499659,9.168714e-05,4.0,1.592961e-05,5.4020340000000005e-05,0.0,asiccoin,AsicCoin,4.901869999999999e-06,2.1444099999999995e-08,228.58828302423512,228.58828302423512,92.3250636611569,18.71189802558467,19.534143555064162,1.648071037324915,1.695447416656222,984369,1,False,False,False,True,False,False,False,2013-12-31
KUMA,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.0016542870000000002,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,4.0,1.75482e-06,6.622058e-06,0.0,kumacoin,Kumacoin,1.0325100000000001e-06,1.9989599999999997e-08,51.652359226797934,51.652359226797934,11.472333333333333,7.205686744368433,7.167329097126776,5.493983251480537,5.375497138868124,4463,2,False,False,False,False,False,False,False,2014-08-02
QTL,2014-07-12,2014-06-18,MarKusRomanus,1,396,10,433,169,96,73,0.1721201,0.001536496,0.001538778,0.0001242397,2.271929e-05,0.00012425200000000002,2.2719389999999997e-05,3.0,7.372651999999999e-05,0.000145067,0.0,quatloo,Quatloo,0.000284338,1.8684e-06,152.18261614215368,25.80176223446248,24.215465849088737,7.422423299204742,7.830888008496327,2.3112935576323093,2.254765142997301,620363,2,False,False,True,False,False,False,True,2014-07-12
BITS,2014-04-23,2014-04-18,Bitstar_coin,1,53,1,1,11,11,0,0.0,0.001673703,0.001675958,0.0001657529,2.0139360000000003e-05,0.0001657693,2.0139360000000003e-05,4.0,3.3351819999999998e-06,1.377545e-05,0.0,bitstar,Bitstar,2.73657e-05,9.08427e-07,30.1242697542015,30.1242697542015,2.7565661307121863,2.943806863961804,2.943806863961804,2.303608873733519,2.303608873733519,149543,2,False,False,True,False,False,False,True,2014-04-23
JKC,2013-06-14,2013-06-17,the1silverwolf,1,293,12,41,77,56,21,0.08552388,0.01268453,0.01281295,0.0008619964999999999,0.0001134471,0.0008625539,0.00011345040000000001,3.0,0.0001125369,0.0003363607,0.0,junkcoin,Junkcoin,0.000143154,1.42956e-07,1001.3850415512463,510.7170888333928,160.84719101123596,19.503803581772303,17.919604562672244,1.5361857623084014,1.5361857623084014,953409,1,False,False,False,True,False,False,False,2013-06-14
VTA,2014-08-09,2014-08-12,VirtaCoinDev,1,0,0,1,2,2,0,0.0,0.00141483,0.001416125,0.00011177959999999999,1.597699e-05,0.0001117873,1.597699e-05,5.0,1.350052e-06,4.93356e-06,0.0,virtacoin,Virtacoin,3.92286e-08,6.9553e-09,5.640101792877374,5.640101792877374,1.9485597627669244,2.761822708032459,2.761822708032459,1.9854089978892344,1.9854089978892344,42705,4,False,False,False,False,False,False,False,2014-08-09
VTC,2014-01-20,2014-01-30,vertoe,1,0,0,2,5,1,4,0.0,0.0030446159999999996,0.0030543209999999996,0.0003051752,3.927932e-05,0.00030524430000000003,3.927974e-05,5.0,1.4753149999999999e-06,6.112676e-06,1.0,vertcoin,Vertcoin,0.00706114,2.59402e-05,272.2083869823672,272.2083869823672,51.374295172614495,9.169545376305242,9.141950043794047,2.721852206157501,2.7551271116460114,25380679,14,False,False,True,True,False,True,True,2014-01-20
FRK,2013-06-09,2013-05-12,defaced,1,230,7,801,95,87,8,0.09101768,0.01432325,0.01446736,0.0009981174,0.0001376903,0.0009988257,0.0001376949,3.0,0.0001317218,0.00040631730000000005,0.0,franko,Franko,0.0262844,5.57054e-05,471.8465355243836,471.8465355243836,471.8465355243836,20.77000970931913,21.512656442664408,10.103875540595553,10.103875540595553,458540,2,False,False,False,True,False,False,False,2013-06-09
DUB,2015-06-30,2015-06-06,DUBSTEP-DEV,1,40,1,1,16,16,0,0.06666667,0.00109364,0.001094695,8.573586e-05,1.3389029999999999e-05,8.57413e-05,1.3389029999999999e-05,4.0,2.24922e-06,7.923465e-06,0,dubstep,Dubstep,3.0613e-06,3.3318800000000003e-07,9.187905926984163,9.187905926984163,4.013214386376597,2.936174394335503,2.936174394335503,1.4780533521881554,1.4780533521881554,4994,2,False,False,False,False,False,False,True,2015-06-30
EUC,2015-08-23,2014-03-05,deeppurple72,1,373,74,248,128,72,56,0.04304762,0.002021018,0.002024651,0.0002178529,3.1029390000000004e-05,0.00021788040000000002,3.102954e-05,4.0,6.758304e-05,0.0002173112,0.0,eurocoin,Eurocoin,3.56e-06,3.09956e-07,11.485501167907705,11.485501167907705,7.12076904305665,3.73843618204154,4.020630578307286,2.8299266910340948,2.544614532415107,111,1,False,False,False,False,False,False,False,2015-08-23
UNB,2014-05-23,2014-03-28,jimblasko,1,66,5,1,11,11,0,0.01818182,0.0017652710000000001,0.0017678429999999998,0.0001775654,2.11815e-05,0.0001775816,2.11815e-05,4.0,6.5041219999999995e-06,2.0330710000000002e-05,0.0,unbreakablecoin,UnbreakableCoin,0.000717559,8.04219e-06,89.22432819915969,23.919510382047342,23.919510382047342,15.486313637969694,8.353205101753964,2.1898972590875534,2.0969907015791667,514578,3,False,False,False,True,False,False,False,2014-05-23
VTR,2014-12-25,2014-12-12,vtorrent,1,75,1,1,15,15,0,0.10476189999999999,0.001220594,0.0012218539999999999,9.708370999999999e-05,1.4413579999999999e-05,9.709048e-05,1.4413579999999999e-05,4.0,4.749704e-06,1.394796e-05,0.0,vtorrent,vTorrent,2.8163e-05,2.50759e-06,11.23110237319498,5.06704665468409,4.513301282051282,2.888341983295516,1.7877108775035668,2.6547062577183937,1.5304551730130491,47514,1,False,False,False,False,False,False,True,2014-12-25
CARB,2014-08-02,2014-03-07,axismundi,1,246,3,10,5,3,2,0.1,0.001981592,0.001983887,0.00021181919999999999,3.069473e-05,0.0002118477,3.069498e-05,5.0,1.6818620000000002e-06,6.669580000000001e-06,0,carboncoin,Carboncoin,2.0216599999999997e-08,2.636e-10,76.69423368740516,2.733191828788513,2.02166,2.1918930372437035,1.9061334514619523,1.9978375934052528,1.9680965417446885,11937,1,False,False,False,False,False,False,False,2014-08-02
BBR,2014-06-24,2014-07-06,silvo,1,10,1,135,9,1,8,0.1111111,0.001476404,0.001478396,0.00011726469999999999,2.204799e-05,0.00011727209999999999,2.204808e-05,4.0,1.567862e-06,5.671391999999999e-06,1.0,boolberry,Boolberry,0.00185917,4.3099499999999996e-05,43.13669532129143,43.13669532129143,43.13669532129143,7.0103161835883885,7.0103161835883885,2.509681592784065,2.509681592784065,1734449,4,False,False,True,False,False,True,True,2014-06-24
YAC,2013-06-09,2013-05-06,pocopoco,1,12,1,1,34,34,0,0.1016043,0.01514991,0.01533842,0.00108208,9.602458e-05,0.001083044,9.602458e-05,3.0,6.305613e-05,0.00018189590000000001,1.0,yacoin,Yacoin,0.000390374,7.70172e-07,506.8659987639125,506.8659987639125,284.7740768299266,10.409632127953627,12.653025598373787,16.73833670317255,16.73833670317255,401453,5,False,False,False,True,False,True,False,2013-06-09
UNO,2013-12-21,2014-02-17,ArcticWolfie,1,3,0,76,9,0,9,0.02777778,0.002345232,0.00235176,2.510923e-05,3.36443e-05,2.510923e-05,3.364461e-05,inf,1.195984e-06,5.175287e-06,0.0,unobtanium,Unobtanium,0.0376279,0.00210009,17.917279735630373,17.917279735630373,6.710568084947015,4.602211742298752,4.6271840436208,1.880132851433577,1.951041762985392,5975357,6,False,False,False,True,False,False,True,2013-12-21
OMC,2014-05-11,2015-02-22,MeshCollider,1,0,0,116,12,11,1,0.01515152,0.0011474739999999999,0.001148475,9.241413000000001e-05,1.3937089999999998e-05,9.241958000000001e-05,1.3937089999999998e-05,4.0,1.73385e-06,6.690275e-06,0.0,omnicoin,Omnicoin,4.1031e-05,2.30179e-06,17.82569217869571,17.82569217869571,15.601140684410648,4.2176473941870745,4.2176473941870745,3.2757043321298958,3.2757043321298958,51100,1,False,False,False,False,False,False,True,2014-05-11
ZED,2014-03-06,2014-01-26,Kilo88,1,54,5,1,8,7,1,0.07142857,0.003286411,0.0032965990000000003,0.00031974659999999997,4.138843e-05,0.0003198465,4.1388739999999995e-05,4.0,4.100021e-06,1.5733470000000002e-05,0.0,zedcoin,Zedcoin,2.10372e-05,4.9e-07,42.9330612244898,42.9330612244898,35.062,5.208814343105769,5.2948090415034095,1.7747442794586823,1.7798915164935916,413758,1,False,False,False,True,False,False,False,2014-03-06
HVC,2014-03-12,2014-02-18,keccak512,1,242,2,275,41,36,5,0.02317073,0.002330769,0.002334878,0.0002475724,3.340726e-05,0.0002476158,3.340749e-05,4.0,1.445557e-05,4.872047000000001e-05,1.0,heavycoin,Heavycoin,7.230109999999999e-05,1.6022400000000002e-07,451.25012482524465,451.25012482524465,328.6413636363636,17.735405255374218,17.735405255374218,1.8359625598145888,1.8359625598145888,792845,2,False,False,False,True,False,False,False,2014-03-12
CRAVE,2015-03-26,2015-03-21,industrialcoinmagic,1,33,1,1,19,19,0,0.06432749,0.001130916,0.001131908,9.074825000000001e-05,1.3778470000000002e-05,9.075379999999999e-05,1.3778470000000002e-05,4.0,2.323807e-06,8.876915e-06,0,crave,Crave,0.00578945,6.52383e-05,88.74311562379768,88.74311562379768,88.74311562379768,5.022556661957852,5.0078962346919855,2.161715845073686,2.1205350116852246,1877462,4,False,False,False,True,False,False,True,2015-03-26
