coin, max_price, min_price, severity_to_min_price, severity_to_min_price_after_max, severity_to_last, severity_to_average, severity_to_average_after_max, severity_to_average_volume_weighted, severity_to_average_after_max_volume_weighted, total_volume, market_num, BTC-E, Kraken, Poloniex, Cryptsy, BTC38, BTER, Bittrex
GRN, 899.477223476, 1.61046e-05, 1.79044e-08, 899.477223476, 24.4009090909, 28.4907381753, 36.7658985246, 2.77075545769, 2.8467498305, 15198, 2, False, False, False, False, False, False, False
PMP, 142.902933461, 0.000149798, 1.04825e-06, 25.0080133556, 24.76, 4.52547287734, 6.17426815111, 2.52874381346, 1.06411078366, 272, 0, False, False, False, False, False, False, False
VGC, 2712.11, 2.71211e-05, 1e-08, 2712.11, 2712.11, 18.9920280541, 26.8429498256, 10.3940788829, 12.424874111, 30225, 1, False, False, False, False, False, False, False
CAGE, 50.6666666667, 9.12e-10, 1.8e-11, 50.6666666667, 4.02826855124, 4.14229737004, 4.57374110916, 2.55940944643, 3.53925864501, 8180, 2, False, False, False, False, False, False, False
XRP, 23.4197645655, 0.000106796, 4.56008e-06, 23.4197645655, 4.95021785483, 3.36123594312, 3.55739252074, 2.54773213239, 2.54773213239, 314959732, 20, False, True, True, True, True, False, True
BLC, 47.085472167, 0.00019914, 4.22933e-06, 47.085472167, 47.085472167, 10.5857429439, 10.94111546, 4.21429241892, 4.42601473691, 131078, 2, False, False, False, False, False, False, True
COOL, 12.2181048882, 7.3e-07, 5.97474e-08, 2.35483870968, 2.35483870968, 2.28142574404, 1.46606648199, 1.9329434982, 1.49290340793, 227361, 2, False, False, False, True, False, False, False
ULTC, 590.375369958, 0.00201269, 3.40917e-06, 590.375369958, 143.763571429, 18.9417967908, 26.0786795091, 1.86636830603, 1.7903468955, 303140, 1, False, False, False, True, False, False, False
LEAF, 392.286212914, 2.47258e-07, 6.303e-10, 392.286212914, 120.749133174, 20.2736461966, 21.0339871613, 1.78213272564, 2.08129390257, 651421, 2, False, False, False, True, False, False, False
ANC, 74.2743913442, 0.0111139, 0.000149633, 54.0052382734, 22.8465766829, 6.86133594736, 6.80581442257, 5.09901101051, 5.09901101051, 5295647, 6, False, False, False, True, True, False, False
VOOT, 110.388361989, 2.31969e-05, 2.10139e-07, 110.388361989, 18.818113232, 10.0481638681, 11.6847910858, 1.87502100294, 1.877363042, 3263094, 2, False, False, False, True, True, False, False
XCH, 18.8352258065, 5.83892e-06, 3.1e-07, 18.8352258065, 12.1644166667, 2.71083165464, 2.72917840302, 1.49319796148, 1.49173856656, 46369, 2, False, False, True, False, False, True, False
DOGE, 12.3050082902, 2.84242e-06, 2.30997e-07, 12.3050082902, 5.85016568218, 3.77795448444, 3.954215794, 2.27323746596, 2.54053565399, 437579874, 46, False, True, True, True, True, True, True
XCN, 216.979736599, 7.59837e-05, 3.50188e-07, 216.979736599, 115.128213675, 18.9098595771, 18.9098595771, 2.31315403944, 2.31315403944, 406812, 3, False, False, True, False, True, True, False
MOON, 876.138225864, 2.45932e-07, 2.807e-10, 876.138225864, 120.230750428, 25.4457636466, 25.938135911, 2.39687954462, 2.36092178155, 4342294, 4, False, False, False, True, False, False, False
XCR, 7.10000926012, 2.30019e-05, 3.2397e-06, 7.10000926012, 1.77744378332, 2.26833026968, 2.35257075979, 1.32971371985, 1.39106449001, 993644, 3, False, False, True, True, False, True, False
APEX, 15.5933065349, 2.88222e-05, 1.84837e-06, 11.765315786, 4.23152702127, 3.64663305576, 4.6151419199, 1.70268445994, 2.22923343912, 591905, 2, False, False, False, True, False, False, True
BTG, 146.888073588, 0.0222603, 0.000151546, 146.888073588, 55.7972176965, 10.4916365688, 15.1874246115, 2.08699876123, 1.73749923845, 304195, 1, False, False, False, True, False, False, False
DSH, 24841.377209, 4.07647e-06, 1.641e-10, 1.0, 1.0, 264.257947101, 1.0, 1233.92882637, 1.0, 40683, 2, False, False, True, False, False, False, False
NVC, 47.8459215891, 0.0624351, 0.00130492, 47.8459215891, 15.8260267827, 5.01649540507, 6.46305009871, 5.83864344237, 5.83864344237, 10388854, 5, True, False, False, True, False, False, False
FRSH, 16.0618547565, 2.9e-05, 1.80552e-06, 13.1818181818, 3.92953929539, 3.23544797385, 3.27862267991, 1.98230698903, 1.91151031122, 57011, 2, False, False, False, False, False, True, False
BTC, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 16322314910, 61, True, True, False, True, True, True, False
BTB, 1299.32724023, 0.89421, 0.00068821, 1299.32724023, 532.35658324, 27.5166239208, 27.5166239208, 9.69660532453, 9.69660532453, 728301, 3, False, False, False, True, False, True, False
BTM, 37.7426725436, 0.00195578, 5.18188e-05, 37.7426725436, 17.4581127764, 4.41094895899, 4.54311563111, 1.57245449847, 1.56000640332, 622987, 2, False, False, True, True, False, False, False
EMC2, 57.80353077, 7.20995e-06, 1.24732e-07, 57.80353077, 21.8825496837, 6.57895708023, 7.49150412307, 1.89513325952, 2.51383485388, 642174, 5, False, False, True, True, False, False, True
MNC, 360.930171278, 0.00273946, 7.59e-06, 360.930171278, 360.930171278, 8.20576952209, 8.90539318127, 2.82998920914, 2.82998920914, 2777384, 1, False, False, False, True, False, False, False
HLC, 107.707317073, 4.416e-05, 4.1e-07, 107.707317073, 107.707317073, 6.01998154018, 2.41721862214, 4.88705915083, 1.69699785806, 33315, 1, False, False, False, False, False, False, False
SPR, 169.623487069, 0.000680543, 4.01208e-06, 24.3136169088, 14.3302379448, 4.73166488648, 5.69011222122, 2.51256128408, 3.19325685645, 238238, 1, False, False, False, False, False, False, True
HTML5, 9.65235566603, 8.5433e-09, 8.851e-10, 3.65457500962, 3.65457500962, 1.67037029124, 1.58498258934, 1.53048838153, 1.50997003052, 150036, 5, False, False, False, True, False, False, False
FLT, 52.1502426194, 2.29993e-05, 4.4102e-07, 52.1502426194, 52.1502426194, 11.2272488272, 12.2805820391, 1.73684017402, 1.70179296444, 7395613, 3, False, False, True, True, False, True, False
DON, 98.8338249561, 1.00853e-06, 1.02043e-08, 98.8338249561, 7.75792307692, 12.3979354363, 13.9874409147, 3.68027118858, 4.61994118891, 1227, 1, False, False, False, False, False, False, False
SHADE, 145.531460844, 0.000270054, 1.85564e-06, 145.531460844, 129.833653846, 25.3653598798, 25.3653598798, 2.77708070111, 2.77708070111, 117257, 1, False, False, False, True, False, False, False
CRYPT, 234.681490672, 0.00200866, 8.55909e-06, 234.681490672, 168.500436212, 26.9823822466, 33.011831846, 1.64439299101, 1.47438306838, 12869710, 3, False, False, False, True, False, False, True
GLC, 141.057871169, 4.37546e-05, 3.10189e-07, 141.057871169, 72.9243333333, 14.8793968301, 16.562175528, 3.28521794847, 3.28521794847, 791664, 1, False, False, False, True, False, False, False
GLD, 35.1328084043, 0.000136713, 3.89132e-06, 14.3154973822, 12.3172632508, 5.80552463772, 6.06414724704, 4.58629741808, 4.58629741808, 503153, 2, False, False, False, True, False, False, False
XXX, 46.901385296, 9.69991e-06, 2.06815e-07, 46.901385296, 13.2875479452, 4.95165816405, 5.0415897045, 1.40616822499, 1.3948091934, 407908, 1, False, False, False, True, False, False, False
DVC, 86.264104849, 2.58474e-06, 2.99631e-08, 86.264104849, 70.8400252145, 7.41070798231, 7.52814839678, 3.51711772104, 3.51711772104, 2579540, 5, False, False, False, True, False, True, False
MUE, 194.341086406, 7.96608e-06, 4.09902e-08, 194.341086406, 14.0062452528, 13.9042814285, 13.9283905884, 5.15112045399, 5.11259185445, 14592, 5, False, False, False, False, False, False, True
CURE, 94.3032272156, 0.00138158, 1.46504e-05, 94.3032272156, 38.6143788658, 18.2117145572, 18.2117145572, 4.10571895853, 4.10571895853, 76792, 2, False, False, True, False, False, False, True
FST, 355.275, 0.00014211, 4e-07, 355.275, 263.575208239, 21.3440817714, 22.8594691921, 10.7134378103, 10.7134378103, 766458, 2, False, False, False, True, False, False, False
CTM, 44.1125152874, 1.08208e-08, 2.453e-10, 44.1125152874, 10.5806199276, 8.22567755941, 9.11496754703, 1.46775566356, 1.6961030039, 152596, 1, False, False, False, True, False, False, False
NET, 83.4604122838, 3.68552e-05, 4.41589e-07, 83.4604122838, 21.0231136058, 11.2645580457, 12.3919795044, 3.45929417844, 3.77251567332, 3062938, 4, False, False, False, True, False, False, False
SILK, 148.262666603, 6.48194e-05, 4.37193e-07, 148.262666603, 69.7806657753, 15.1702166961, 20.7374812992, 1.87371740129, 1.70378155925, 3051148, 2, False, False, True, True, False, False, False
SMC, 423.742794207, 0.000271242, 6.4011e-07, 423.742794207, 187.063448276, 43.9597879881, 47.2850634928, 1.83148030968, 1.82768680057, 391497, 1, False, False, False, True, False, False, False
COL, 68.3092105263, 1.14213e-08, 1.672e-10, 68.3092105263, 22.315943728, 15.0396910276, 15.1931346346, 3.56005934644, 3.56005934644, 352518, 2, False, False, False, True, False, False, False
RED, 64.261892224, 2.1966e-05, 3.4182e-07, 64.261892224, 19.3131462334, 5.46347943745, 6.4690872109, 2.12064260119, 2.37015334849, 811028, 4, False, False, False, True, False, True, False
CON, 7.38834160433, 1.596e-05, 2.16016e-06, 3.05747126437, 2.45104061724, 2.67615867685, 2.08047758747, 2.23762197167, 1.96042480475, 21893, 4, False, False, False, True, False, False, False
DGB, 16.8570518943, 1.85318e-06, 1.09935e-07, 16.8570518943, 4.00684102192, 4.631688843, 4.631688843, 3.31921648117, 3.31921648117, 2056262, 6, False, False, True, True, False, False, True
DGC, 63.4429919073, 0.000794928, 1.25298e-05, 63.4429919073, 25.5022472883, 7.35971110644, 10.80465226, 4.05632198319, 4.05632198319, 3270426, 9, False, False, False, True, True, True, True
SLG, 18.5851601242, 0.000200506, 1.07885e-05, 18.5851601242, 11.5797011891, 7.69462512752, 7.69462512752, 4.36327373604, 4.36327373604, 102089, 6, False, False, False, True, False, False, True
ECC, 133.706451613, 9.94776e-08, 7.44e-10, 133.706451613, 11.2672699883, 7.00891776609, 8.08316879267, 1.55747434799, 1.44017633796, 925155, 4, False, False, False, False, False, False, False
CRT, 605.867886796, 0.00385066, 6.35561e-06, 605.867886796, 128.355333333, 8.76601959073, 13.201004503, 1.48367971679, 1.56510578102, 5717998, 1, False, False, False, False, False, False, False
ELT, 391.334615385, 0.000203494, 5.2e-07, 391.334615385, 101.747, 29.1761501098, 29.1761501098, 1.93285492244, 1.93285492244, 76477, 1, False, False, False, False, False, False, False
CASH, 117.581776325, 8.80537e-05, 7.48872e-07, 117.581776325, 12.4019295775, 9.8985770787, 10.0701518236, 4.05013340317, 4.19471960029, 143550, 1, False, False, False, True, False, False, False
KDC, 269.731965518, 0.000131729, 4.8837e-07, 269.731965518, 97.577037037, 13.8222593862, 13.8222593862, 2.71483044556, 2.71483044556, 410997, 2, False, False, False, True, False, True, False
ASC, 228.588283024, 4.90187e-06, 2.14441e-08, 228.588283024, 88.5560571818, 18.7115846175, 19.5338006667, 1.64824016892, 1.69564276322, 984472, 1, False, False, False, True, False, False, False
MNTA, 74.1549707331, 7.99398e-07, 1.07801e-08, 74.1549707331, 4.12345640803, 3.68415269842, 3.80219856067, 2.66395993558, 2.64024046498, 703, 1, False, False, True, False, False, False, False
BCX, 47.9390285675, 3.49883e-05, 7.2985e-07, 47.9390285675, 28.2163709677, 9.4344883929, 9.65348572088, 1.68659934491, 2.11694986034, 254184, 1, False, False, False, True, False, False, False
KUMA, 51.6523592268, 1.03251e-06, 1.99896e-08, 51.6523592268, 11.4723333333, 7.20568674437, 7.16732909713, 5.49398325148, 5.37549713887, 4463, 2, False, False, False, False, False, False, False
XDN, 53.0002701594, 1.05938e-06, 1.99882e-08, 2.10231151471, 2.10231151471, 3.30967073898, 1.26992505878, 2.93083754357, 1.24773074723, 2747989, 4, False, False, True, False, False, False, True
QTL, 152.182616142, 0.000284338, 1.8684e-06, 25.8017622345, 24.1381710754, 7.42240306246, 7.83086201774, 2.31132047971, 2.25481153976, 620371, 2, False, False, True, False, False, False, True
ZS, 255.647823912, 0.000114984, 4.49775e-07, 255.647823912, 65.7152817863, 5.01619628926, 5.21272858014, 1.7227523575, 1.66773243938, 406319, 1, False, False, False, False, False, False, False
BITS, 30.1242697542, 2.73657e-05, 9.08427e-07, 30.1242697542, 2.77654390257, 2.94386110958, 2.94386110958, 2.30428242902, 2.30428242902, 149800, 2, False, False, True, False, False, False, True
FCN, 142.361038206, 0.000827176, 5.81041e-06, 142.361038206, 103.397, 20.8830823827, 23.9245440917, 2.12255599272, 2.00160398716, 22333, 1, False, False, False, False, False, False, False
JKC, 1001.38504155, 0.000143154, 1.42956e-07, 510.717088833, 160.847191011, 19.5038035818, 17.9196045627, 1.53618576231, 1.53618576231, 953409, 1, False, False, False, True, False, False, False
FRC, 683.428565588, 0.00133721, 1.95662e-06, 683.428565588, 355.733675266, 27.4346908314, 27.7158265979, 28.0172831163, 28.0172831163, 519198, 5, False, False, False, True, False, True, False
SRC, 43.6194970274, 0.00135514, 3.10673e-05, 43.6194970274, 14.4589291468, 7.28424747748, 8.04736052209, 2.68624365966, 2.73730720494, 1552988, 4, False, False, False, True, True, True, False
FC2, 19808.8235294, 0.000198009, 9.996e-09, 11.1796855151, 5.62685421995, 3.76498868026, 2.69283454938, 1.83091219979, 1.78911597666, 1518994, 3, False, False, False, True, False, False, True
DIG, 61.2807277286, 1.83776e-06, 2.99892e-08, 61.2807277286, 45.8818301202, 7.96410542805, 8.35436912789, 1.40727573759, 1.44133827394, 7786, 1, False, False, False, False, False, False, False
FAIR, 493.152657345, 0.0003699, 7.50072e-07, 8.80924029531, 8.80924029531, 8.77647753328, 2.17177386779, 8.85537494877, 1.69686609287, 1917208, 2, False, False, False, False, False, False, True
DIME, 94.8361774744, 8.3361e-09, 8.79e-11, 94.8361774744, 16.2878077374, 12.7787550856, 14.2562075791, 1.69908041807, 1.87973612634, 703581, 1, False, False, False, True, False, False, False
FRK, 475.590271935, 0.0262844, 5.52669e-05, 475.590271935, 475.590271935, 20.7700195144, 21.5126675198, 10.1042855723, 10.1042855723, 458559, 2, False, False, False, True, False, False, False
XC, 84.5843628615, 0.00472753, 5.58913e-05, 84.5843628615, 84.5843628615, 7.0642520349, 7.11029619472, 2.17807172538, 2.12119802098, 34050913, 6, False, False, True, True, False, True, True
RBBT, 32.3396793587, 3.2275e-09, 9.98e-11, 3.61300794806, 3.61300794806, 4.07169719441, 1.56644340905, 2.37956250367, 1.0, 19496, 1, False, False, False, True, False, False, False
SSD, 28.0483809524, 2.94508e-05, 1.05e-06, 28.0483809524, 7.38115288221, 4.85834595072, 5.28723157287, 1.94404691206, 1.53568794288, 404815, 1, False, False, False, False, False, False, True
HEX, 144.540889527, 1.00745e-08, 6.97e-11, 144.540889527, 39.3227946916, 5.95702653124, 8.0002569434, 1.10645959828, 1.69807441369, 4631, 2, False, False, False, False, False, False, False
XLB, 290.281451259, 0.000146847, 5.05878e-07, 290.281451259, 168.789655172, 23.2933841085, 28.9307926166, 1.82326584794, 1.68630369299, 4269314, 1, False, False, False, True, False, False, False
LTC, 8.12800228906, 0.0482909, 0.0059413, 8.12800228906, 3.7775370198, 2.8214217371, 3.17267580089, 2.39786915562, 2.39786915562, 2698587346, 58, True, True, True, True, True, True, True
LTB, 97.3804585174, 0.00249293, 2.55999e-05, 97.3804585174, 57.886805246, 11.4670816856, 12.9409669105, 3.52128219967, 3.60992711533, 54528, 2, False, False, False, True, False, False, False
UNB, 89.2243281992, 0.000717559, 8.04219e-06, 20.8018866557, 20.8018866557, 15.4825389953, 8.35045635381, 2.18954254534, 2.09647069101, 514489, 3, False, False, False, True, False, False, False
AUR, 2732.81213184, 0.141499, 5.17778e-05, 2732.81213184, 2732.81213184, 61.5978332291, 71.4617879665, 2.22645437465, 2.18249080332, 22020496, 5, False, False, False, True, False, True, False
XTC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
JBS, 19.5018704072, 0.000144981, 7.43421e-06, 1.72202208516, 1.72202208516, 2.62272772304, 1.27492143675, 2.19435446317, 1.27831222828, 383269, 3, False, False, False, True, False, False, True
DIEM, 112.646794151, 2.00286e-08, 1.778e-10, 112.646794151, 10.5463640672, 5.04175754488, 5.29261606869, 3.63415921758, 4.04313594629, 63196, 2, False, False, True, False, False, False, False
BTQ, 15.1861290323, 1.41231e-05, 9.3e-07, 15.1861290323, 10.9481395349, 3.62224900186, 4.07160584591, 4.50611878722, 5.37560651344, 5382, 1, False, False, False, False, False, False, False
MRS, 82.501472304, 3.71236e-05, 4.49975e-07, 82.501472304, 22.4991515152, 5.08661050924, 7.15592934408, 2.52329077104, 3.57879124518, 90718, 1, False, False, True, False, False, False, False
CAT, 239.744529464, 0.00104993, 4.37937e-06, 239.744529464, 149.99, 12.5636915215, 13.2178990644, 1.66080846409, 1.71707174926, 1511632, 1, False, False, False, True, False, False, False
MINT, 46.2263092519, 4.61468e-07, 9.9828e-09, 3.55366287532, 3.55366287532, 5.60965486725, 1.22079400175, 1.80338691092, 1.10764488746, 8409718, 9, False, False, True, True, False, True, False
BBR, 42.1580498866, 0.00185917, 4.41e-05, 42.1580498866, 42.1580498866, 7.01024547092, 7.01024547092, 2.50993320873, 2.50993320873, 1734634, 4, False, False, True, False, False, True, True
CLR, 528.949368918, 0.000841934, 1.59171e-06, 528.949368918, 443.071854838, 7.7486697539, 8.85846027259, 3.9595988697, 3.9595988697, 501622, 2, False, False, False, True, False, False, False
UNO, 17.9172797356, 0.0376279, 0.00210009, 17.9172797356, 6.27809701144, 4.6018186082, 4.62674451006, 1.88010145264, 1.95098311754, 5975224, 6, False, False, False, True, False, False, True
ALN, 61.9488331624, 4.9412e-06, 7.97626e-08, 23.7701684674, 10.9806396558, 6.63852552302, 5.50990915096, 2.59607071267, 2.43738609071, 165036, 2, False, False, False, True, False, False, False
QORA, 22.0, 8.8e-07, 4e-08, 22.0, 6.90098652739, 5.70060689319, 5.70060689319, 2.64945487598, 2.64945487598, 871994, 9, False, False, True, False, False, True, False
DRS, 694.369901603, 0.000104018, 1.49802e-07, 694.369901603, 305.935294118, 38.6302057777, 52.426670246, 3.88423563242, 4.90152870098, 89849, 1, False, False, False, False, False, False, False
TES, 26.6638957653, 7.28127e-06, 2.73076e-07, 26.6638957653, 9.28880333114, 4.83450645118, 4.85705474928, 2.1895745116, 2.19388481096, 585123, 5, False, False, False, True, False, False, True
ZED, 42.9330612245, 2.10372e-05, 4.9e-07, 42.9330612245, 35.062, 5.20881434311, 5.2948090415, 1.77475242389, 1.7799011252, 413760, 1, False, False, False, True, False, False, False
CANN, 272.502458795, 0.000144353, 5.29731e-07, 17.2686544846, 17.2686544846, 8.07204486172, 8.40209939169, 2.70453702801, 4.22071342425, 4582243, 5, False, False, False, True, False, False, True
HVC, 451.250124825, 7.23011e-05, 1.60224e-07, 451.250124825, 361.476581873, 17.735588675, 17.735588675, 1.83585434569, 1.83585434569, 792798, 2, False, False, False, True, False, False, False
NTR, 745.571538462, 9.69243e-05, 1.3e-07, 745.571538462, 484.6215, 11.5123210403, 11.619276891, 2.4277660043, 2.41469876395, 278788, 1, False, False, False, False, False, False, False
NAUT, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
SMLY, 3.01094787966, 3.00053e-08, 9.9654e-09, 3.00362373244, 1.500265, 2.15195524643, 1.50036580583, 2.34928789023, 1.47916828249, 21735, 1, False, False, False, False, False, False, False
SBC, 487.045363074, 0.000367879, 7.55328e-07, 487.045363074, 337.503669725, 25.4789063744, 29.7292376456, 5.50277107474, 5.50277107474, 420424, 2, False, False, False, True, False, False, False
GDC, 66.5735, 3.99441e-06, 6e-08, 66.5735, 44.3823333333, 12.3668074676, 12.3668074676, 2.66000022103, 2.66000022103, 504332, 1, False, False, False, True, False, False, False
BILS, 4.05499027219, 2.41145e-06, 5.94687e-07, 2.32760950561, 2.32760950561, 2.08926505132, 1.28556587196, 1.75022184687, 1.15095719413, 5442934, 1, False, False, False, False, True, False, False
NMC, 9.85836065574, 0.0120272, 0.00122, 9.56939626365, 8.0039929458, 3.13491571269, 3.56087073415, 1.77653815931, 1.77653815931, 165549075, 21, True, True, True, True, False, True, False
ZET, 140.144621625, 9.48112e-05, 6.76524e-07, 46.949485746, 13.7023275308, 4.98277923702, 4.49349883601, 2.17436355598, 2.17436355598, 12385624, 7, False, False, False, True, False, True, False
CHILD, 226.295, 0.000135777, 6e-07, 226.295, 56.1061983471, 6.86045555349, 9.08577895907, 1.96925818399, 2.95055307203, 89944, 1, False, False, False, False, False, False, True
VTA, 5.64010179288, 3.92286e-08, 6.9553e-09, 5.64010179288, 1.93972448303, 2.76176867794, 2.76176867794, 1.98540758405, 1.98540758405, 42699, 4, False, False, False, False, False, False, False
MMC, 564.533333333, 0.00135488, 2.4e-06, 564.533333333, 79.5098706603, 21.9363678691, 21.9363678691, 4.86574200881, 4.86574200881, 1599054, 3, False, False, True, False, False, True, False
GLYPH, 185.197604391, 0.000333039, 1.79829e-06, 185.197604391, 114.839846484, 25.963035684, 30.3514535299, 2.21892251116, 2.96779302916, 656650, 2, False, False, False, True, False, False, False
I0C, 17.9821453196, 8.99778e-05, 5.00373e-06, 7.44830840294, 2.17863922518, 2.543127911, 1.7228560117, 2.41213179271, 1.3671301553, 99781, 1, False, False, False, False, False, False, False
BAT, 166.572183815, 4.09601e-08, 2.459e-10, 166.572183815, 40.0509435807, 17.5250649785, 23.542485621, 2.76502965845, 3.10535927363, 115396, 1, False, False, False, True, False, False, False
CRAIG, 50.2377231614, 1.06087e-05, 2.1117e-07, 50.2377231614, 32.1475757576, 8.23325799534, 8.23325799534, 2.30078140621, 2.30078140621, 102622, 1, False, False, False, True, False, False, False
FLO, 218.463415281, 4.94256e-05, 2.26242e-07, 218.463415281, 11.6346448093, 9.31755677414, 10.3442111421, 3.7829602253, 3.7829602253, 427615, 4, False, False, True, True, False, False, True
NXT, 55.4111462125, 0.000138391, 2.49753e-06, 4.44806927097, 4.44806927097, 2.28095722014, 2.32123833125, 1.79345019988, 1.84367550358, 54710126, 53, False, False, True, True, True, True, True
TOR, 133.806213766, 0.000320122, 2.39243e-06, 133.806213766, 17.6472987872, 11.5397321532, 12.0427493202, 1.3321943028, 1.42654110145, 1012670, 2, False, False, False, True, False, False, False
TOP, 36952.5195969, 3.29986e-06, 8.93e-11, 15.7136190476, 9.42817142857, 5.91105001473, 2.95636688872, 64.5556622624, 1.81969824544, 281536, 1, False, False, False, False, False, False, False
CAP, 104.027013538, 0.000839963, 8.07447e-06, 104.027013538, 88.884973545, 18.4182152894, 22.0068661179, 18.0242525882, 18.0242525882, 207558, 1, False, False, False, True, False, False, False
RIPO, 31.0368, 1.55184e-05, 5e-07, 31.0368, 25.0296774194, 10.3169233869, 10.8742578958, 3.1666241498, 3.76999797919, 55887, 1, False, False, False, True, False, False, False
VTC, 272.208386982, 0.00706114, 2.59402e-05, 272.208386982, 47.4580440495, 9.16928764514, 9.14168631218, 2.72143117123, 2.75468219455, 25376546, 14, False, False, True, True, False, True, True
RT2, 653.119128801, 0.00750878, 1.14968e-05, 653.119128801, 125.104631789, 18.809010384, 20.5437786498, 4.69160302226, 5.59251173555, 49027, 1, False, False, False, True, False, False, False
BAY, 7.67741753508, 2.99407e-06, 3.89984e-07, 7.67741753508, 4.11822070616, 3.51259684821, 3.71602042991, 2.01363330779, 2.29877364304, 1091101, 4, False, False, False, False, False, True, True
HYP, 89.0672182579, 7.72488e-05, 8.67309e-07, 89.0672182579, 38.6812614543, 8.75930776164, 12.7101296462, 3.47307587336, 4.13763113586, 421871, 6, False, False, True, True, False, False, True
CORG, 50956.5, 3.05739e-08, 6e-13, 50956.5, 126.025968673, 43.9890249607, 47.0997511912, 1.68640619266, 1.74581032065, 58137, 3, False, False, False, False, False, False, False
LOT, 337.496817719, 5.30275e-07, 1.5712e-09, 337.496817719, 62.7893621304, 15.9350898259, 16.2683089217, 1.68556243563, 1.68169604218, 6766928, 2, False, False, False, True, False, False, False
HAL, 290.94319217, 0.000597222, 2.05271e-06, 290.94319217, 217.171636364, 12.4604780253, 17.4503424566, 1.8062518221, 1.80835272816, 1508583, 1, False, False, False, True, False, False, False
NEC, 93.6185185185, 2.5277e-05, 2.7e-07, 93.6185185185, 93.6185185185, 6.68152022848, 6.96533137092, 2.00602848128, 2.08231068974, 33412, 2, False, False, False, True, False, True, False
ARCH, 20.5514666918, 0.000698084, 3.39676e-05, 13.4438756841, 13.4438756841, 4.78551314371, 2.72781952214, 2.8124084821, 1.95080728924, 2427788, 4, False, False, True, True, False, True, True
XWC, 64.4247756904, 2.22806e-05, 3.45839e-07, 64.4247756904, 36.5255737705, 15.0408186934, 15.1382917459, 1.94556418815, 1.9318700362, 8262867, 3, False, False, False, True, False, False, True
DP, 4999.4125, 0.000399953, 8e-08, 4999.4125, 2105.01578947, 24.3355224408, 35.9254333754, 8.48184239336, 8.86694374947, 56360, 1, False, False, False, False, False, False, False
HAM, 50.4492959871, 7.69266e-05, 1.52483e-06, 31.9579414404, 3.3293343201, 7.30971187852, 7.11248466814, 5.4779474351, 5.42053754498, 15933, 4, False, False, False, True, False, False, False
PPC, 9.21377100992, 0.00855928, 0.000928966, 9.21377100992, 5.51731072936, 3.22934723429, 3.04290417888, 1.51906412919, 1.55370025001, 203959498, 33, True, False, True, True, True, True, True
ENRG, 17.5923022205, 2.3e-06, 1.30739e-07, 1.0, 1.0, 5.1629025661, 1.0, 2.14828275821, 1.0, 182379, 1, False, False, False, False, False, False, True
DMD, 29.892594173, 0.00329246, 0.000110143, 29.892594173, 2.73844515973, 5.64596880505, 5.81825829457, 3.46252415456, 3.46252415456, 521172, 3, False, False, False, True, False, False, True
XSI, 250.885, 0.000100354, 4e-07, 6.78379255334, 6.78379255334, 6.11251438227, 1.68682266096, 2.07764617141, 1.47651855968, 596197, 4, False, False, False, False, False, False, True
KARM, 51.1015125831, 7.83795e-08, 1.5338e-09, 51.1015125831, 51.1015125831, 7.89884511034, 10.3514879163, 2.56239166383, 2.45069439835, 2148226, 5, False, False, False, True, False, False, False
QSLV, 36.9223963134, 8.01216e-05, 2.17e-06, 36.9223963134, 18.5466666667, 3.68966588461, 3.81873430006, 1.73851791616, 1.7930772917, 124672, 1, False, False, False, False, False, False, True
CNL, 35.6133177329, 8.6139e-06, 2.41873e-07, 35.6133177329, 15.3819642857, 10.5815278799, 10.5815278799, 1.14406512564, 1.14406512564, 173666, 1, False, False, False, True, False, False, False
MSC, 82.3955868138, 0.247195, 0.0030001, 82.3955868138, 20.5412120557, 6.5201974873, 6.68428330227, 1.8165704509, 1.8165704509, 5283993, 4, False, False, True, False, False, True, False
POT, 11.8316352284, 3.16443e-05, 2.67455e-06, 11.8316352284, 11.8316352284, 3.83881077119, 4.24178275962, 2.2343368492, 2.47460686787, 4453790, 6, False, False, True, True, False, False, True
QRK, 791.074421024, 0.000275214, 3.47899e-07, 89.1623955991, 42.2696024525, 8.8262372108, 8.22989578087, 3.39636440553, 3.39636440553, 15231685, 10, False, False, False, True, True, True, False
XCP, 8.62894669375, 0.0218774, 0.00253535, 6.57286897165, 6.51871672095, 3.36876304552, 2.91440058089, 2.28870482143, 1.60686153312, 7575257, 7, False, False, True, False, False, True, True
POP, 12.5494133149, 4e-08, 3.1874e-09, 12.5494133149, 1.96766148352, 3.76322287904, 3.79001772119, 2.34500399813, 2.51249376459, 4394, 3, False, False, False, True, False, False, False
ARI, 30.8770122244, 3.98579e-06, 1.29086e-07, 12.8568479386, 12.8568479386, 5.09413708492, 4.6556948772, 4.0206142994, 2.43990351284, 210109, 2, False, False, False, True, False, False, False
