coin,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
TRC,2013-04-28,2012-10-31,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,celkaris,1,107,8,179,85,56,29,0.1601266,0.01498765,0.01529127,0.00112893,0.000161481,0.001130578,0.0001614922,32149.07,3,0.0002148791,0.0002173924,0.0004775698,0.0005242823
LTC,2013-04-28,2011-10-09,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,coblee,1,753,25,671,368,271,97,0.1011586,0.01507257,0.01533252,0.001129444,0.0001614853,0.001130704,0.000161495,398799.4,2,0.001840525,0.002453556,0.002307666,0.003093783
BTC,2013-04-28,2012-03-14,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,joshbb,1,25,6,415,20,16,4,0.2368421,0.01495635,0.01526589,0.001128755,0.0001614793,0.001130279,0.0001614869,13.0,3,9.737938e-05,8.523435e-05,0.0001723431,0.0001563294
NMC,2013-04-28,2011-04-29,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,khal,1,200,14,795,106,78,28,0.1291011,0.01502564,0.01528817,0.001128995,0.0001614827,0.001130548,0.0001614929,38712.65,2,0.0003966538,0.000460522,0.0005446326,0.0005841572
PPC,2013-04-28,2012-08-10,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,Sunny King,1,517,16,261,239,120,119,0.09825993,0.01504955,0.01530543,0.001129264,0.0001614843,0.001130589,0.0001614947,229584.4,2,0.0005341582,0.0005986904,0.001089224,0.001225927
DVC,2013-04-28,2011-08-05,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,Unthinkingbit,1,256,2,684,55,44,11,0.1176471,0.01497386,0.01521815,0.00112877,0.0001614813,0.001130048,0.0001614917,16889.47,3,0.0004050105,0.0003366038,0.0006907264,0.0006089104
NVC,2013-04-28,2013-02-11,2013-04-28,9695,112052,0.001192131,0.001435116,3.317096,0.1129532,23.11542,xorxor,1,257,6,117,216,165,51,0.08567164,0.01502631,0.01529209,0.001129147,0.000161482,0.001130298,0.0001614941,179391.8,3,0.0006251591,0.0005756145,0.001460171,0.001461032
FRC,2013-05-03,2012-06-25,2013-05-03,10083,115810,0.001139112,0.001369352,3.335588,0.1113719,22.97134,maaku,1,188,7,595,126,84,42,0.187421,0.0157442,0.0160061,0.001082757,0.0001552661,0.001083739,0.0001552731,12561.82,2,0.0004900292,0.0004346848,0.0005691894,0.0005555027
MNC,2013-05-03,2013-04-03,2013-05-03,10083,115810,0.001139112,0.001369352,3.335588,0.1113719,22.97134,SuperTramp,1,182,3,622,183,151,32,0.05677955,0.01573586,0.01600244,0.001082606,0.0001552645,0.001083562,0.0001552733,120410.3,3,0.0005454799,0.0005017979,0.001328134,0.001311612
FTC,2013-05-03,2013-04-21,2013-05-03,10083,115810,0.001139112,0.001369352,3.335588,0.1113719,22.97134,thep33t,1,142,1,16,71,29,42,0.08908781,0.01562883,0.01600038,0.001081675,0.0001552616,0.001082255,0.0001552745,35465.12,3,7.284356e-05,5.966451e-05,0.0002298319,0.0002079099
BQC,2013-05-08,2013-10-08,2013-05-08,10649,122651,0.001081567,0.001295628,3.346774,0.1084412,23.03521,aa,1,44,0,32,25,0,25,0.3066667,0.01517637,0.01541337,9.390553e-05,0.0001458428,9.390553e-05,0.00014585,0.0,inf,4.993248e-06,4.498615e-06,1.874001e-05,1.837436e-05
CNC,2013-05-08,2013-05-01,2013-05-08,10649,122651,0.001081567,0.001295628,3.346774,0.1084412,23.03521,CHNCoin,1,1,1,7,180,180,0,0.06362508,0.01520815,0.01535399,0.001056185,9.390553e-05,0.00105682,9.390553e-05,0.0,3,0.0004818067,0.0003837876,0.001192466,0.001027076
IXC,2013-05-08,2011-08-10,2013-05-08,10649,122651,0.001081567,0.001295628,3.346774,0.1084412,23.03521,Nasakioto,1,99,13,637,216,203,13,0.1109704,0.01526234,0.01553684,0.001053157,0.0001458221,0.001054322,0.0001458294,38748.7,2,0.001021979,0.001131137,0.001466047,0.001633419
BTB,2013-05-09,2013-05-02,2013-05-09,10764,124103,0.001071112,0.001282065,3.351059,0.1078251,23.0589,xorxor,1,317,9,128,376,311,65,0.06620203,0.0155103,0.01578279,0.001041091,0.0001442667,0.001042191,0.0001442756,664911.8,3,0.0008857593,0.001067781,0.002146027,0.002823246
BTE,2013-05-10,2013-04-07,2013-05-10,10911,126140,0.001059556,0.001266266,3.353731,0.1069169,23.12162,Number6,1,164,5,35,104,76,28,0.1303471,0.01498176,0.01525158,0.001030112,0.0001421118,0.001030984,0.0001421185,38297.97,3,0.0003830144,0.0003264006,0.0009323217,0.0008770168
WDC,2013-05-22,2013-05-14,2013-05-22,12099,142860,0.0009759143,0.001159764,3.388065,0.1040534,23.61517,WorldCoin,1,12,2,8,541,541,0,0.02706237,0.01414799,0.01431879,0.0009339755,8.265146e-05,0.0009345997,8.265146e-05,0.0,3,0.0008400365,0.0007777392,0.002324407,0.002363143
FRK,2013-06-09,2013-05-11,2013-06-09,13015,159197,0.000939824,0.00111518,3.390676,0.1023187,24.46362,defaced,1,230,7,829,259,179,80,0.1116841,0.0125611,0.01269234,0.0008600032,0.0001176533,0.000860481,0.000117656,47845.15,3,0.0002499657,0.0002060249,0.0006790295,0.0006060688
ELC,2013-06-09,2013-05-13,2013-06-09,13015,159197,0.000939824,0.00111518,3.390676,0.1023187,24.46362,Milkshake,1,108,6,110,274,250,24,0.1032711,0.01255877,0.01272059,0.0008601108,0.000117652,0.0008607494,0.000117656,49107.04,3,0.0004070636,0.0004501349,0.00102747,0.001242374
MEM,2013-06-09,2013-05-27,2013-06-09,13015,159197,0.000939824,0.00111518,3.390676,0.1023187,24.46362,muddafudda,1,241,9,44,299,206,93,0.1071685,0.01255145,0.01273213,0.0008598681,0.0001176527,0.000860643,0.0001176576,293715.1,4,0.0002074277,0.0002159636,0.000585,0.0006566525
YAC,2013-06-09,2013-05-15,2013-06-09,13015,159197,0.000939824,0.00111518,3.390676,0.1023187,24.46362,WindMaster,1,158,1,31,120,98,22,0.1010495,0.0125357,0.01270455,0.0008598864,0.0001176518,0.0008604126,0.0001176558,25862.62,3,0.0001413101,0.00011547,0.0003990813,0.0003556905
NBL,2013-06-14,2013-05-18,2013-06-14,13296,162992,0.0009219859,0.001092938,3.395966,0.1013948,24.51745,hyoshi,1,101,9,27,234,218,16,0.09596853,0.01238854,0.01256082,0.0008593095,0.0001148267,0.0008599911,0.0001148324,13080.42,3,0.0003471267,0.0003157903,0.0008831771,0.0008605069
LKY,2013-06-14,2013-05-24,2013-06-14,13296,162992,0.0009219859,0.001092938,3.395966,0.1013948,24.51745,LuckyC,1,6,2,21,275,275,0,0.05836762,0.01238386,0.01251917,0.0008614964,7.521059e-05,0.000862051,7.521059e-05,0.0,3,0.0003704324,0.0003186201,0.001026018,0.0009593467
GLD,2013-06-14,2013-07-27,2013-06-14,13296,162992,0.0009219859,0.001092938,3.395966,0.1013948,24.51745,MicroGuy,1,83,5,57,81,46,35,0.1052281,0.01237616,0.01252213,0.0008590946,0.0001148287,0.0008597222,0.000114832,11407.03,3,9.222736e-05,7.83756e-05,0.0001545758,0.0001413136
JKC,2013-06-14,2013-06-16,2013-06-14,13296,162992,0.0009219859,0.001092938,3.395966,0.1013948,24.51745,the1silverwolf,1,293,12,38,67,53,14,0.07451923,0.01236696,0.01249031,0.0008590323,0.0001148277,0.0008595868,0.0001148313,3030.082,3,0.0001298979,0.0001126722,0.0003657129,0.0003433951
ARG,2013-07-04,2013-06-11,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,AlphaC,1,96,5,23,518,511,7,0.03231165,0.01152935,0.0116798,0.0008652149,0.000106623,0.0008659639,0.0001066269,88470.7,3,0.0005862605,0.0005764914,0.001593212,0.001663754
EZC,2013-07-04,2013-05-30,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,ezcoin,1,64,3,36,183,178,5,0.05300225,0.01151142,0.01168059,0.000865122,0.0001066222,0.0008659631,0.0001066276,91853.28,3,0.000250598,0.0002359133,0.0006793939,0.000690029
FST,2013-07-04,2013-05-29,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,fast-coin,1,48,3,36,176,176,0,0.08668831,0.01153196,0.01166874,0.0008867267,7.044734e-05,0.0008873747,7.044734e-05,0.0,3,0.0004597739,0.0003952824,0.0012788,0.001181608
PXC,2013-07-04,2013-11-11,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,ghostlander,1,19,0,73,8,0,8,0.2857143,0.01147477,0.01158953,7.044734e-05,0.0001066348,7.044734e-05,0.0001066383,0.0,inf,3.653354e-06,3.304499e-06,1.383786e-05,1.359637e-05
BTG,2013-07-04,2013-05-16,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,mineral,1,108,2,49,121,117,4,0.1040616,0.01151508,0.011644,0.0008651085,0.0001066231,0.0008656306,0.000106627,10233.2,3,0.0001840164,0.0001599134,0.00048061,0.0004373039
DBL,2013-07-04,2013-05-15,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,shakezula,1,588,25,74,342,175,167,0.1252973,0.01155482,0.01171038,0.0008652601,0.0001066264,0.0008659755,0.0001066302,491880.2,3,0.0002580962,0.0002726664,0.0006352142,0.0007201289
NRB,2013-07-04,2013-08-08,2013-07-04,14195,176620,0.0008765346,0.00103714,3.403225,0.09857196,24.88482,stbgefltc,1,78,2,50,6,3,3,0.6,0.01147685,0.01160253,0.0008648293,0.0001066235,0.0008655315,0.0001066265,0.0,3,1.198836e-05,1.109689e-05,3.369384e-05,3.346856e-05
ALF,2013-07-07,2013-06-10,2013-07-07,14291,177904,0.0008710849,0.001030495,3.402204,0.09824547,24.89735,alphacoin,1,43,1,27,77,74,3,0.1507177,0.01138041,0.01147587,0.0008665915,0.0001057769,0.0008671269,0.0001057801,5299.85,3,0.0001545728,0.000128586,0.0003904464,0.000346367
SBC,2013-07-07,2013-06-07,2013-07-07,14291,177904,0.0008710849,0.001030495,3.402204,0.09824547,24.89735,artos,1,59,4,30,198,194,4,0.05180534,0.01138769,0.01151992,0.0008666447,0.0001057771,0.000867154,0.0001057799,47561.56,3,0.0002932379,0.0002566026,0.000812618,0.0007582356
CRC,2013-07-07,2013-07-05,2013-07-07,14291,177904,0.0008710849,0.001030495,3.402204,0.09824547,24.89735,Blindfolded,1,66,3,347,70,51,19,0.0971867,0.01139855,0.01153428,0.0008665581,0.0001057797,0.0008671229,0.0001057834,18360.82,3,8.796997e-05,7.255817e-05,0.0002254884,0.0001997987
MEC,2013-07-07,2013-05-29,2013-07-07,14291,177904,0.0008710849,0.001030495,3.402204,0.09824547,24.89735,kimoto,1,73,3,39,143,142,1,0.1281395,0.0113937,0.01152649,0.0008666568,0.0001057765,0.0008672926,0.0001057808,4863.012,3,0.0002185038,0.0001954605,0.0005809067,0.0005518668
KGC,2013-07-07,2013-06-30,2013-07-07,14291,177904,0.0008710849,0.001030495,3.402204,0.09824547,24.89735,Nibiru,1,57,10,7,65,56,9,0.126917,0.01137997,0.01154066,0.0008665971,0.0001057779,0.0008674356,0.0001057804,3242.451,3,9.053164e-05,9.356289e-05,0.0002222718,0.0002431857
IFC,2013-07-10,2013-06-05,2013-07-10,14434,179629,0.0008621901,0.001020243,3.40442,0.0979433,24.8897,fisheater,1,387,12,63,290,212,78,0.1216481,0.01167796,0.01182302,0.0008774433,0.0001044758,0.0008780388,0.0001044793,148310.9,3,0.0004264863,0.0004141897,0.001074004,0.001106291
XPM,2013-07-11,2013-07-07,2013-07-11,14480,180245,0.0008596588,0.001017314,3.403466,0.09777551,24.89572,Sunny King,1,642,27,335,585,447,138,0.04315739,0.01171391,0.01186403,0.0008753513,0.0001040961,0.0008761024,0.0001041,2235934.0,2,0.001198787,0.001440692,0.002631984,0.003239622
ANC,2013-07-14,2013-06-06,2013-07-14,14599,181836,0.0008531662,0.001009736,3.403885,0.09750495,24.91075,meeh,1,83,3,76,57,54,3,0.1402597,0.01177833,0.01188402,0.0008576423,0.0001031045,0.0008581734,0.0001031075,4950.483,3,0.0001451907,0.0001300857,0.0002258661,0.0002006852
NAN,2013-07-17,2013-06-25,2013-07-17,14695,183420,0.0008493907,0.001005403,3.405656,0.09738758,24.96359,r3wt,1,1005,36,66,562,422,140,0.06565623,0.01130597,0.01144181,0.0008484356,0.0001023175,0.0008491486,0.0001023204,463351.3,2,0.0005191566,0.0005413202,0.001281209,0.001383694
SPT,2013-07-25,2013-07-21,2013-07-25,14945,187177,0.0008380321,0.0009913356,3.410567,0.09710402,25.04878,iGotSpots,1,714,34,85,265,147,118,0.1242047,0.01091579,0.0110642,0.0008314086,0.0001005171,0.0008321468,0.0001005207,252717.7,3,0.0002317574,0.0002351403,0.0005707629,0.0006062856
CSC,2013-07-25,2013-07-18,2013-07-25,14945,187177,0.0008380321,0.0009913356,3.410567,0.09710402,25.04878,transcoder,1,46,4,14,141,138,3,0.06099468,0.01088794,0.01103192,0.0008312875,0.0001005144,0.0008320331,0.0001005174,56249.24,3,0.000198409,0.00018292,0.0005951364,0.0005778769
XNC,2013-07-25,2013-06-19,2013-07-25,14945,187177,0.0008380321,0.0009913356,3.410567,0.09710402,25.04878,XenCoin,1,62,3,64,339,327,12,0.0487595,0.01089627,0.01104774,0.0008313464,0.0001005149,0.0008320638,0.0001005176,26872.12,3,0.0002054481,0.000194497,0.0005822366,0.0005826636
EMD,2013-08-04,2013-06-16,2013-08-04,15268,191593,0.0008218931,0.0009724554,3.414382,0.09683966,25.09733,picasso,1,74,3,50,311,300,11,0.04902934,0.01054931,0.0106761,0.0008117855,9.818601e-05,0.0008124133,9.818949e-05,41333.64,3,0.0002563123,0.0002885299,0.0007077389,0.000839653
GLC,2013-08-04,2013-06-26,2013-08-04,15268,191593,0.0008218931,0.0009724554,3.414382,0.09683966,25.09733,SistaFista,1,187,7,67,240,195,45,0.1283484,0.01055481,0.01069087,0.000811741,9.818725e-05,0.0008124871,9.818991e-05,16615.87,3,0.0001950561,0.0001785703,0.0005537372,0.0005322262
XRP,2013-08-04,2013-09-26,2013-08-04,15268,191593,0.0008218931,0.0009724554,3.414382,0.09683966,25.09733,Stefan Thomas,1,53,7,903,68,44,24,0.234965,0.01054257,0.01067062,0.0008116879,9.818719e-05,0.0008123956,9.81901e-05,18391.03,3,0.0001471466,0.0001401731,0.0001929582,0.0001783748
CBX,2013-08-04,2011-09-03,2013-08-04,15268,191593,0.0008218931,0.0009724554,3.414382,0.09683966,25.09733,tylerR,1,6,1,723,7,6,1,0.04761905,0.01048613,0.01061234,0.000811212,9.818579e-05,0.0008116726,9.818901e-05,0.0,4,7.054709e-06,5.905678e-06,2.096095e-05,1.968912e-05
GME,2013-08-25,2013-05-12,2013-08-25,15777,198775,0.0007985699,0.000945062,3.42114,0.09616217,25.19807,gamecoin,1,23,1,105,130,130,0,0.1261777,0.009731892,0.009794592,0.0007753195,6.338341e-05,0.0007756992,6.338341e-05,0.0,3,0.0001810333,0.0001478998,0.0004646265,0.0004011838
QRK,2013-08-25,2013-07-21,2013-08-25,15777,198775,0.0007985699,0.000945062,3.42114,0.09616217,25.19807,quarkcoin,1,27,2,37,165,164,1,0.05166297,0.009727895,0.009811927,0.0007740783,9.496457e-05,0.0007744613,9.496743e-05,21053.17,3,0.0002024265,0.000170439,0.000504679,0.0004574168
ZET,2013-09-10,2013-08-03,2013-09-10,16240,204792,0.0007764991,0.0009187614,3.428138,0.09512781,25.22069,Giskard,1,107,5,118,350,313,37,0.0470846,0.009640799,0.009746026,0.0007469346,9.203297e-05,0.0007475137,9.203616e-05,316551.6,3,0.0004116617,0.0003745935,0.001199017,0.001181318
SRC,2013-09-28,2013-08-09,2013-09-28,16631,210347,0.0007605007,0.0008989472,3.425955,0.09436781,25.29577,baritus,1,590,38,139,1078,990,88,0.02969346,0.00930294,0.009404058,0.0007170858,8.986715e-05,0.000717622,8.986956e-05,1468023.0,3,0.0009765178,0.001212554,0.002556538,0.003283811
CLR,2013-11-03,2013-06-06,2013-11-03,17297,221256,0.0007395261,0.0008718185,3.432829,0.09215457,25.58316,herveyc7helker,1,11,1,150,36,35,1,0.107563,0.008932486,0.008996531,0.0007106819,8.630423e-05,0.0007110692,8.630682e-05,7.166667,3,3.217628e-05,2.567993e-05,8.146919e-05,6.972254e-05
TIX,2013-11-03,2013-09-20,2013-11-03,17297,221256,0.0007395261,0.0008718185,3.432829,0.09215457,25.58316,Lottery Tickets,1,191,4,44,113,106,7,0.08026208,0.008939365,0.009046212,0.0007107433,8.63057e-05,0.0007113983,8.630747e-05,18982.89,3,0.0001020334,0.000103604,0.0002850275,0.0003045622
TAG,2013-11-05,2013-10-24,2013-11-05,17389,222671,0.0007364011,0.0008677572,3.433006,0.09165307,25.61056,tagbond,1,106,6,37,204,200,4,0.04822423,0.008867352,0.008960709,0.0007077941,8.573519e-05,0.0007083011,8.573761e-05,99143.05,3,0.0002273051,0.000240923,0.0006539791,0.0007174188
PTS,2013-11-21,2013-11-05,2013-11-21,18139,232161,0.0007056065,0.0008289565,3.441239,0.08954233,25.59799,FreeTrade,1,561,32,782,432,387,45,0.05078425,0.008371789,0.008448502,0.0006736383,8.19166e-05,0.000674047,8.191831e-05,387556.2,2,0.0008198561,0.0009054248,0.00137653,0.001576455
I0C,2013-11-27,2011-08-11,2013-11-27,18653,236751,0.0006804472,0.0007986186,3.449846,0.08847008,25.38476,BitcoinBug,1,91,2,863,201,152,49,0.1024055,0.008025234,0.008091759,0.0006571527,7.931757e-05,0.0006573958,7.931938e-05,81902.44,2,0.0005002265,0.0004406156,0.0007127031,0.0006260569
FLO,2013-11-27,2013-06-17,2013-11-27,18653,236751,0.0006804472,0.0007986186,3.449846,0.08847008,25.38476,skyangel,1,242,5,216,425,346,79,0.06902224,0.008026018,0.008090584,0.0006571338,7.931749e-05,0.000657532,7.931944e-05,86782.6,3,0.0002200001,0.0002090104,0.0005700162,0.0005734293
COL,2013-12-01,2013-08-23,2013-12-01,19235,241157,0.0006518017,0.0007639729,3.464586,0.08721367,25.07481,scificoin,1,88,4,100,81,81,0,0.0867284,0.006765329,0.006809989,0.000634984,5.198856e-05,0.00063531,5.198856e-05,0.0,3,0.0001007435,9.155506e-05,0.0002530813,0.0002458194
NXT,2013-12-04,2013-09-28,2013-12-04,19556,243419,0.0006364942,0.0007455227,3.474677,0.08647972,24.89456,BCNext,1,230,10,67,116,112,4,0.06836582,0.006299451,0.006349548,0.0006188933,7.498651e-05,0.000619316,7.498805e-05,24640.9,3,0.0001939965,0.0001886446,0.0004665357,0.0004717668
XJO,2013-12-06,2013-09-22,2013-12-06,19858,246042,0.0006239334,0.0007302236,3.483788,0.08570906,24.78014,JohnJoule,1,26,2,75,276,273,3,0.02763106,0.0061776,0.006214879,0.0006142495,7.367147e-05,0.0006145208,7.367326e-05,36870.15,3,0.0001117925,9.803155e-05,0.0003341764,0.0003161474
DTC,2013-12-07,2013-11-05,2013-12-07,20043,247565,0.0006162597,0.0007208133,3.487332,0.08523568,24.70339,oocook5u,1,27,1,32,94,93,1,0.06194483,0.005990861,0.006021124,0.0005987729,7.288708e-05,0.0005990268,7.288944e-05,19995.75,3,7.433123e-05,5.82849e-05,0.0002207069,0.0001896134
SXC,2013-12-08,2013-05-28,2013-12-08,20159,248701,0.0006119833,0.0007155609,3.492387,0.08491853,24.67394,chinsu,1,55,7,194,447,444,3,0.03642243,0.005965005,0.006007019,0.0005957053,7.249644e-05,0.0005960484,7.249797e-05,27489.81,3,0.0003001238,0.0003353672,0.000765446,0.0009140208
BET,2013-12-14,2013-10-30,2013-12-14,21274,259379,0.000573108,0.0006676701,3.519527,0.08218002,24.3846,betacoindev,1,84,4,45,109,104,5,0.01885831,0.005075231,0.00509587,0.000556415,6.799609e-05,0.0005566784,6.799732e-05,103843.6,4,0.0001327978,0.000121608,0.0004154721,0.0004110695
DEM,2013-12-14,2013-10-15,2013-12-14,21274,259379,0.000573108,0.0006676701,3.519527,0.08218002,24.3846,Bzzzum,1,28,1,60,60,57,3,0.06158192,0.005076295,0.005096131,0.0005564414,6.799594e-05,0.000556679,6.799723e-05,36197.63,4,5.891708e-05,4.882058e-05,0.0001777701,0.0001595074
DOGE,2013-12-15,2013-12-08,2013-12-15,21466,261095,0.0005666257,0.0006597142,3.523388,0.08179233,24.32638,Dogecoin,1,24,2,7,290,287,3,0.01863739,0.004980039,0.004996071,0.0005485866,6.727732e-05,0.0005487757,6.727834e-05,225963.7,3,0.000393,0.0003528393,0.001159448,0.001116511
GDC,2013-12-17,2013-07-13,2013-12-17,21919,265459,0.0005525301,0.0006424724,3.534744,0.08091455,24.22182,Grandcoin,1,28,10,157,114,110,4,0.06257166,0.004905263,0.00493504,0.0005367948,6.561393e-05,0.0005370918,6.561496e-05,105785.7,3,0.0001660856,0.0001564272,0.0004160042,0.0004188725
PHS,2013-12-17,2013-07-28,2013-12-17,21919,265459,0.0005525301,0.0006424724,3.534744,0.08091455,24.22182,johntawaki,1,49,3,146,109,93,16,0.1203953,0.004904994,0.004922014,0.000536784,6.561406e-05,0.0005369692,6.561512e-05,16149.46,3,0.0001078451,8.398668e-05,0.0002845033,0.0002382237
NET,2013-12-17,2013-05-10,2013-12-17,21919,265459,0.0005525301,0.0006424724,3.534744,0.08091455,24.22182,NetCoin,1,2,1,221,31,31,0,0.06236559,0.004902052,0.004920697,0.000539647,4.562252e-05,0.0005398536,4.562252e-05,0.0,3,4.296336e-05,3.706635e-05,0.0001296186,0.0001213387
DMD,2013-12-19,2013-07-13,2013-12-19,22406,269438,0.0005366983,0.0006232052,3.546991,0.08003471,24.05052,JohnLuc,1,50,1,165,155,138,17,0.07461369,0.004857755,0.004874021,0.0005068539,6.393996e-05,0.0005070228,6.394088e-05,65774.39,3,0.0001255358,0.0001031324,0.0003618855,0.0003186059
HBN,2013-12-20,2013-07-24,2013-12-20,22695,272004,0.0005280985,0.0006127889,3.555536,0.07942618,23.97039,thundertoe,1,218,35,927,568,532,36,0.03174512,0.004793176,0.004818473,0.0005005752,6.2958e-05,0.0005008191,6.295888e-05,268696.1,3,0.0004380734,0.0004484807,0.001038677,0.001160369
UNO,2013-12-21,2013-10-17,2013-12-21,23036,274644,0.0005175544,0.0006001214,3.566866,0.07884859,23.84476,Blazr2,1,60,5,142,173,164,9,0.05971792,0.004835107,0.004861705,0.0004907023,6.183642e-05,0.0004909159,6.183737e-05,79008.23,3,0.0001577108,0.0001415602,0.0004435323,0.0004256526
ORB,2013-12-21,2014-03-06,2013-12-21,23036,274644,0.0005175544,0.0006001214,3.566866,0.07884859,23.84476,mill0601,1,668,92,248,318,185,133,0.1574819,0.004840272,0.004867876,0.0004907352,6.183716e-05,0.0004909844,6.183827e-05,216214.6,3,0.0002767726,0.0002902454,0.0006665201,0.0007365989
TGC,2013-12-21,2013-09-06,2013-12-21,23036,274644,0.0005175544,0.0006001214,3.566866,0.07884859,23.84476,mintedstone,1,52,1,111,98,87,11,0.08398656,0.00483327,0.00485826,0.0004906784,6.183646e-05,0.0004908343,6.183786e-05,66502.63,3,0.0001465173,0.0001214865,0.0004009407,0.0003568363
MMC,2013-12-24,2013-08-03,2013-12-24,23885,283312,0.0004966089,0.000574562,3.588535,0.07731955,23.72301,FreeTrade,1,663,36,815,674,628,46,0.02713938,0.004415399,0.004436429,0.0004776695,5.931725e-05,0.0004778717,5.931806e-05,977324.8,2,0.000879531,0.0009884814,0.001571595,0.001848102
MSC,2013-12-24,2013-06-24,2013-12-24,23885,283312,0.0004966089,0.000574562,3.588535,0.07731955,23.72301,MstCoin,1,48,5,183,291,290,1,0.03799028,0.004409839,0.004434192,0.0004776078,5.93164e-05,0.0004778419,5.931725e-05,8045.393,3,0.0002275175,0.0002307864,0.0005664164,0.0006013284
EAC,2013-12-28,2013-12-20,2013-12-28,24982,294845,0.0004724321,0.0005462946,3.602039,0.07525814,23.6046,earthcoin,1,30,3,8,329,323,6,0.03007079,0.004188338,0.004199463,0.0004342546,5.635459e-05,0.0004343543,5.635558e-05,194192.8,3,0.0005291124,0.0004996125,0.001482568,0.00148443
LOT,2013-12-28,2013-12-12,2013-12-28,24982,294845,0.0004724321,0.0005462946,3.602039,0.07525814,23.6046,mrlotto,1,23,5,16,190,189,1,0.02929546,0.004184713,0.004208364,0.0004342045,5.635398e-05,0.0004344068,5.635467e-05,218178.6,3,0.0003560059,0.0003110448,0.001091836,0.001032419
ASC,2013-12-31,2013-09-11,2013-12-31,25724,303837,0.0004591596,0.0005308415,3.620361,0.07393132,23.62284,asicuser,1,26,2,112,126,121,5,0.06222222,0.004033796,0.004045139,0.0004223033,5.462476e-05,0.0004224122,5.462552e-05,58608.8,3,0.0002571143,0.0002175239,0.0006749928,0.0006163599
TIPS,2013-12-31,2013-12-30,2013-12-31,25724,303837,0.0004591596,0.0005308415,3.620361,0.07393132,23.62284,invisibel,1,28,1,9,21,20,1,0.09473684,0.004028149,0.004042721,0.0004222422,5.462318e-05,0.0004223767,5.46238e-05,7429.2,3,8.703693e-05,7.541448e-05,0.0002602666,0.0002435033
RPC,2014-01-06,2013-12-28,2014-01-06,27128,323905,0.0004401311,0.0005085777,3.643693,0.07232479,23.87976,colinistheman,1,213,24,211,405,377,28,0.02309227,0.00386716,0.003880059,0.0003888546,5.181458e-05,0.0003889606,5.181505e-05,263936.0,3,0.0004748566,0.0004295344,0.001068321,0.001037802
MOON,2014-01-06,2013-12-28,2014-01-06,27128,323905,0.0004401311,0.0005085777,3.643693,0.07232479,23.87976,deaconboogie,1,30,1,9,382,381,1,0.01397983,0.003863216,0.003873582,0.0003888123,5.18139e-05,0.0003888974,5.181441e-05,146217.2,3,0.000254824,0.0002217504,0.0008040545,0.0007616319
DIME,2014-01-06,2013-12-23,2014-01-06,27128,323905,0.0004401311,0.0005085777,3.643693,0.07232479,23.87976,dimecoin,1,155,20,14,674,673,1,0.01338178,0.00386379,0.003884485,0.0003888176,5.181361e-05,0.0003889862,5.181417e-05,434041.5,3,0.0002952616,0.0003832557,0.0009736555,0.001349127
42,2014-01-14,2014-01-01,2014-01-14,29086,350194,0.0004139432,0.0004794754,3.670364,0.06930544,24.0799,hendo420,1,684,58,260,1049,899,150,0.02054504,0.003795163,0.003808863,0.0003598961,4.823578e-05,0.0003599942,4.823638e-05,4594952.0,3,0.0007596081,0.0007603038,0.002129485,0.002274594
EXC,2014-01-16,2013-08-17,2014-01-16,29498,356640,0.0004098688,0.0004752176,3.672729,0.06837377,24.18062,CaptChadd,1,883,40,560,404,328,76,0.07612923,0.003794122,0.00381052,0.0003578279,4.756579e-05,0.0003579484,4.756632e-05,369361.7,3,0.0004322292,0.0004325108,0.0009787975,0.00102349
